transaction_id,customer_id,order_datetime,product_id,quantity,price_per_unit,total_amount,payment_method,order_status,coupon_applied
nan,nan,2024-06-21 03:10:54.112267,SKU10032,1,311.19,311.19,credit_card, delivered ,True
ORD5565,cust1251,,SKU10026,4,41.51,166.03, paypal ,delivered,
ORD5567,CUST1293,2024-02-10 06:32:44.094266,SKU10072,2,423.72,847.44,paypal,RETURNED,False
ORD5568,CUST1240,,SKU10122,3,290.57,871.71,credit_card,NAN,False
ORD5569,CUST1225,,SKU10087,3,140.18,420.54, CREDIT_CARD ,delivered, False 
ORD5571,CUST1129,,SKU10122,1,290.57,290.57,,pending,FALSE
ORD5572,CUST1058,,SKU10016,3,29.2,87.6, credit_card ,delivered, FALSE 
ORD5573,CUST1205,,SKU10125,4,77.22,308.88,credit_card,DELIVERED,False
ORD5575,CUST1322,,SKU10175,1,196.78,196.78,paypal,pending,False
ORD5579,CUST1043,,SKU10063,3,119.19,357.57,credit_card,DELIVERED, True 
ORD5580,CUST1060,,SKU10142,2,109.23,218.46, wallet ,delivered,False
ORD5582,CUST1310,,SKU10152,4,106.57,426.28,credit_card,delivered,False
ORD5584,CUST1115,,SKU10198,2,188.46,376.93,credit_card,delivered,False
ord5585,CUST1267,,SKU10097,2,304.07,608.14,,cancelled,TRUE
ORD5589,CUST1291,,SKU10158,4,56.33,225.32,credit_card,delivered,False
ORD5590,NAN,,SKU10156,2,45.67,91.34,credit_card,delivered, True 
ORD5591,CUST1491,,sku10189,2,385.05,770.1,credit_card,delivered, true 
ORD5592,CUST1050,,SKU10195,3,47.36,142.07999999999998,paypal,DELIVERED,False
ORD5594,CUST1108,,SKU10067,2,298.44,596.89,credit_card,delivered,
ORD5597,CUST1088,,SKU10141,2,209.73,419.46,PAYPAL, DELIVERED , false 
ORD5598,CUST1038,,SKU10040,1,165.9,165.9,credit_card,returned, nan 
ORD5600,CUST1230,,SKU10176,3,306.47,919.4100000000001,, delivered ,True
ORD5605,CUST1359,,SKU10116,4,255.4,1021.61, credit_card ,delivered,FALSE
ORD5608,CUST1403,,SKU10160,1,148.09,148.09,PAYPAL,DELIVERED, False 
ord5609,CUST1301,,SKU10169,4,49.5,198.0,credit_card,delivered,False
ORD5612,cust1278,,SKU10057,1,158.04,158.04,credit_card, delivered , False 
ORD5614,CUST1465,,SKU10068,2,187.8,375.61,credit_card, delivered ,False
ORD5615,NAN,2025-06-03 04:50:59.404847,SKU10036,1,152.98,152.98,paypal,delivered, true 
ORD5296,CUST1337,,SKU10049,2,169.49,338.98,bank_transfer,delivered,False
ORD5617,CUST1084,,sku10078,2,251.19,502.38,,,True
ORD5619,CUST1422,,SKU10145,1,64.96,64.96, nan , delivered ,FALSE
ORD5620,cust1471,,SKU10073,4,67.05,268.19,credit_card,PENDING,True
ORD5621,CUST1224,,SKU10031,3,366.25,1098.74,,delivered,false
ORD5622,CUST1239,,nan,1,306.47,306.47,credit_card,,False
ORD5623,CUST1155,,SKU10179,2,69.07,138.14,paypal, delivered ,FALSE
ORD5624,CUST1206,,SKU10069,4,113.04,452.16,credit_card,delivered,False
ORD5625,CUST1256,,SKU10138,1,156.7,156.7,credit_card,returned,False
ORD5626,CUST1252,,sku10112,2,204.98,409.95,wallet,returned,True
ORD5628,CUST1020,2024-05-01 04:27:44.469934,SKU10110,2,184.51,369.02,credit_card,cancelled,False
ORD5629,CUST1376,,SKU10082,4,23.59,94.36,credit_card,delivered,True
ORD5630,CUST1309,,SKU10064,3,308.52,925.56,paypal,delivered,False
ORD5631,CUST1013,,SKU10023,1,136.28,136.28,PAYPAL,, True 
ORD5632,CUST1117,,sku10172,3,165.93,497.79,credit_card, pending ,False
nan,CUST1310,2024-03-04 19:36:10.289821,SKU10167,1,82.19,82.19,credit_card,delivered,False
ORD5638,CUST1390,,SKU10193,4,89.05,356.19,,delivered,True
ORD5641,cust1226,,sku10071,2,179.67,359.34,credit_card,DELIVERED,True
nan,CUST1092,,SKU10149,2,235.67,471.34,,delivered,False
ORD5643,CUST1223,,SKU10162,3,162.12,486.36,,returned,False
ORD5644,cust1416,,sku10125,2,77.22,154.44,,DELIVERED,False
ORD5645,CUST1496,,SKU10023,2,136.28,272.56,paypal,delivered, False 
ORD5647,cust1209,,SKU10085,3,99.58,298.73,BANK_TRANSFER,delivered, False 
ord5648,CUST1164,2025-02-08 15:02:26.642719,SKU10171,2,106.08,212.16,credit_card,delivered,
ORD5649,CUST1053,,SKU10041,3,110.18,330.54,wallet,pending, FALSE 
ORD5653,cust1483,,SKU10102,4,210.31,841.25,paypal,delivered, FALSE 
ORD5655,CUST1281,,SKU10009,3,233.2,699.6,paypal, nan ,True
ORD5656,CUST1232,2024-06-03 08:45:09.899835,sku10022,3,345.01,1035.03,credit_card,cancelled,True
ORD5658,CUST1165,,SKU10029,2,100.89,201.78,credit_card,delivered,False
ORD5660,CUST1206,,SKU10131,4,141.63,566.53,credit_card,delivered,False
ORD5662,cust1336,,SKU10138,1,156.7,156.7,credit_card,delivered, False 
ORD5663,CUST1236,,sku10105,2,251.59,503.18,CREDIT_CARD,CANCELLED,true
ORD5665,CUST1265,2024-08-26 22:16:16.748472,SKU10092,4,157.04,628.16, credit_card , delivered , False 
ORD5666,CUST1318,,SKU10193,3,89.05,267.15, credit_card ,delivered, True 
ORD5669,CUST1026,,SKU10052,4,170.46,681.84, credit_card , NAN , False 
ORD5670,CUST1136,2024-10-27 21:15:39.435235,SKU10140,4,276.59,1106.36, paypal ,returned, False 
ord5671,CUST1067,,SKU10073,4,67.05,268.19,credit_card,delivered,False
ORD5672,CUST1224,,SKU10178,2,15.87,31.74,paypal,pending,False
ord5674,CUST1014,,nan,3,189.33,567.98,credit_card,RETURNED,True
ord5675,CUST1311,,SKU10061,4,25.12,100.48,wallet,pending,FALSE
ORD5676,CUST1363,,SKU10040,1,165.9,165.9,credit_card,delivered,false
ORD5677,CUST1159,,SKU10141,4,209.73,838.92,credit_card,returned,False
ORD5678,CUST1007,,SKU10141,3,209.73,629.19,paypal,DELIVERED,False
ORD5679,CUST1208,2025-02-26 00:20:53.501804,SKU10023,2,136.28,272.56,credit_card,NAN,TRUE
ORD5680,CUST1115,2024-08-29 01:24:49.561853,SKU10029,1,100.89,100.89, credit_card , delivered ,FALSE
ORD5681,CUST1236,,SKU10030,4,125.82,503.28,wallet,returned,False
ORD5683,CUST1255,,SKU10183,3,162.88,488.64,paypal,pending, True 
ORD5684,CUST1149,2024-06-28 21:33:32.649932,SKU10130,2,12.36,24.72, credit_card ,pending, False 
ORD5685,CUST1361,,SKU10069,4,113.04,452.16,CREDIT_CARD,delivered, False 
ord5686,CUST1212,,SKU10123,3,186.08,558.24,credit_card,DELIVERED,False
ord5687,CUST1241,,SKU10062,2,145.6,291.2,credit_card,delivered,FALSE
ORD5688,CUST1233,,SKU10141,4,209.73,838.92, paypal ,delivered,False
ORD5689,CUST1074,,SKU10098,2,464.74,929.48,wallet,DELIVERED,false
ORD5691,CUST1260,,SKU10191,1,90.35,90.35,paypal,delivered,FALSE
ORD5693,CUST1442,,SKU10017,4,80.1,320.4,credit_card,delivered,True
ord5694,CUST1141,2025-08-20 04:19:41.104387,SKU10197,4,117.74,470.96, paypal ,delivered,True
ord5695,CUST1404,,SKU10106,1,201.38,201.38,CREDIT_CARD,delivered,
ORD5698,cust1144,2025-10-07 04:21:52.394220,SKU10185,1,335.85,335.85,bank_transfer, pending ,False
ORD5700,CUST1296,,SKU10168,2,135.35,270.69,credit_card,,False
ORD5701,cust1250,,sku10038,4,5.96,23.84,wallet,delivered, False 
ORD5703,CUST1247,,SKU10088,1,179.45,179.45,credit_card,delivered, True 
ORD5704,CUST1170,,SKU10141,2,209.73,419.46,,,False
ORD5706,CUST1193,,SKU10116,1,255.4,255.4,bank_transfer, delivered ,False
ORD5708,CUST1445,,SKU10048,2,420.29,840.58,credit_card,delivered,False
ORD5709,CUST1357,,SKU10061,1,25.12,25.12,credit_card, delivered ,
ORD5711,CUST1119,,SKU10198,3,188.46,565.39,,DELIVERED,True
ORD5716,CUST1197,,sku10169,1,49.5,49.5, credit_card ,delivered,FALSE
ORD5717,CUST1405,2024-12-25 20:18:07.077200,SKU10166,1,37.75,37.75, credit_card ,delivered,false
ORD5718,CUST1077,,SKU10126,1,171.9,171.9,CREDIT_CARD,delivered,False
ORD5721,CUST1494,,sku10151,4,242.11,968.44,bank_transfer,,TRUE
ORD5726,CUST1007,,SKU10184,4,273.5,1094.0,credit_card, delivered , True 
ORD5727,CUST1073,,SKU10104,3,164.86,494.59,CREDIT_CARD,delivered, nan 
ORD5728,CUST1445,,SKU10167,3,82.19,246.57, BANK_TRANSFER , delivered ,False
ORD5729,cust1496,,SKU10039,2,248.67,497.34, credit_card , cancelled ,False
ORD5731,CUST1400,,SKU10067,3,298.44,895.3199999999999,credit_card,returned,
ORD5734,CUST1332,,sku10020,1,22.3,22.3,credit_card,delivered,True
ORD5737,CUST1439,,SKU10136,2,366.08,732.16,credit_card,delivered, TRUE 
ORD5738,CUST1194,,SKU10081,2,265.9,531.79,credit_card,returned,false
ORD5740,CUST1454,,SKU10194,2,54.15,108.3,CREDIT_CARD,delivered,True
ORD5741,CUST1249,2024-08-13 09:12:39.860348,SKU10138,2,156.7,313.4, credit_card ,NAN,TRUE
ORD5742,cust1018,,SKU10158,3,56.33,168.99,credit_card,delivered,FALSE
ORD5745,NAN,,SKU10073,2,67.05,134.1, credit_card ,returned,False
ord5746,CUST1116,,SKU10191,3,90.35,271.04999999999995, bank_transfer ,DELIVERED,False
ORD5747,CUST1046,,SKU10111,2,101.51,203.02,credit_card,, False 
ORD5748,CUST1050,,SKU10194,4,54.15,216.6,,delivered,False
ORD5749,CUST1324,,SKU10180,1,297.89,297.89,NAN,delivered,False
ord5750,CUST1446,,SKU10025,4,65.84,263.36,credit_card,returned,False
ORD5751,CUST1227,,SKU10042,3,129.58,388.75,paypal,RETURNED,True
ORD5753,CUST1462,2024-01-18 08:24:31.714602,SKU10007,1,41.29,41.29,wallet,,False
ORD5756,CUST1150,,SKU10091,1,311.49,311.49, credit_card ,delivered,True
ORD5758,CUST1074,,SKU10062,4,145.6,582.4,bank_transfer,delivered, True 
ORD5759,CUST1271,,SKU10105,2,251.59,503.18,credit_card, cancelled ,False
ORD5761,cust1405,,SKU10046,2,91.57,183.14,credit_card,PENDING,FALSE
ORD5762,nan,,SKU10044,2,19.24,38.48, credit_card ,delivered, False 
ORD5763,CUST1040,,SKU10156,1,45.67,45.67,credit_card,delivered,
ord5764,CUST1445,,SKU10097,2,304.07,608.14,CREDIT_CARD,cancelled,
ORD5765,cust1317,2024-03-19 04:21:39.774849,SKU10174,2,139.93,279.85,paypal,delivered,True
ORD5766,CUST1123,,SKU10127,2,185.84,371.68,CREDIT_CARD,returned, FALSE 
ord5767,CUST1467,,SKU10149,2,235.67,471.34, credit_card , DELIVERED ,True
ORD5770,CUST1130,,SKU10117,4,93.95,375.8,credit_card,delivered,False
ORD5773,CUST1461,,SKU10073,1,67.05,67.05,CREDIT_CARD,returned, TRUE 
ord5775,CUST1080,,SKU10018,1,113.67,113.67,credit_card, nan , False 
nan,CUST1233,,SKU10077,3,77.24,231.71,paypal,delivered, FALSE 
ORD5782,NAN,,SKU10123,3,186.08,558.24,credit_card,delivered,True
ORD5784,cust1195,2024-08-15 14:15:26.298546,SKU10146,4,22.53,90.12,credit_card,delivered,true
ORD5785,CUST1183,,SKU10147,3,199.66,598.98, paypal ,returned,False
ORD5786,CUST1151,,sku10179,2,69.07,138.14,credit_card,delivered,True
ord5787,CUST1151,2024-06-16 10:11:33.761072,SKU10005,2,82.33,164.66,credit_card, nan , FALSE 
ORD5792,CUST1398,,SKU10190,4,18.9,75.6,CREDIT_CARD, delivered ,False
ORD5793,CUST1498,,SKU10012,3,279.38,838.14,credit_card,pending,True
ORD5795,CUST1381,,SKU10127,4,185.84,743.36,paypal, pending ,False
ORD5796,CUST1426,,sku10073,4,67.05,268.19,credit_card,delivered, TRUE 
ORD5797,CUST1397,,SKU10058,1,152.39,152.39,credit_card,delivered,False
ORD5798,cust1310,,SKU10090,4,71.43,285.72,bank_transfer,delivered,False
ORD5799,CUST1112,,sku10162,3,162.12,486.36,credit_card,, False 
ORD5801,CUST1128,,SKU10173,2,10.04,20.07,credit_card,delivered,False
ORD5803,CUST1392,,SKU10168,4,135.35,541.39,credit_card,pending,FALSE
ORD5804,CUST1348,,SKU10035,3,194.27,582.81,credit_card,delivered,False
ORD5805,CUST1321,,SKU10024,4,25.6,102.41, paypal ,delivered,False
ORD5806,CUST1462,,SKU10160,2,148.09,296.17, nan , delivered ,False
ORD5807,CUST1330,,SKU10010,2,253.32,506.64,credit_card,delivered,FALSE
ord5811,CUST1067,,SKU10023,3,136.28,408.84,credit_card,,False
ORD5812,CUST1465,,SKU10075,3,139.26,417.78,credit_card,delivered,FALSE
ord5813,cust1167,,SKU10191,4,90.35,361.4,credit_card, delivered ,True
ORD5814,CUST1212,,SKU10044,1,19.24,19.24, credit_card , cancelled ,FALSE
ORD5818,CUST1271,,SKU10128,3,129.43,388.29, credit_card , pending ,True
ORD5820,CUST1425,2025-03-12 18:02:20.205073,SKU10042,1,129.58,129.58,credit_card,delivered, False 
ORD5823,CUST1382,,sku10086,3,191.38,574.15, credit_card ,CANCELLED,False
ORD5824,CUST1411,,SKU10029,1,100.89,100.89, wallet ,returned,true
ord5827,CUST1494,,SKU10057,2,158.04,316.08, nan ,delivered, False 
ORD5829,CUST1370,2025-07-01 22:02:16.669960,SKU10172,1,165.93,165.93,credit_card,cancelled, False 
ord5832,CUST1404,,sku10101,2,234.43,468.86,bank_transfer,delivered,True
ORD5834,CUST1274,,SKU10031,1,366.25,366.25, paypal ,returned,
ORD5835,CUST1232,,SKU10094,2,82.35,164.7,credit_card,delivered,false
ORD5837,CUST1344,,SKU10067,1,298.44,298.44,wallet, cancelled ,False
ORD5838,CUST1299,,SKU10097,3,304.07,912.21,credit_card,delivered,False
ORD5839,CUST1421,,SKU10163,3,131.62,394.87,, RETURNED ,TRUE
ORD5842,cust1119,,SKU10120,2,300.78,601.56,credit_card,delivered,False
ORD5844,NAN,2024-06-25 06:19:36.772252,SKU10143,3,210.66,631.98, paypal ,delivered,False
ORD5848,CUST1421,,SKU10118,2,233.87,467.74,bank_transfer,pending,False
ORD5849,CUST1465,,SKU10179,3,69.07,207.20999999999998, wallet ,DELIVERED,False
ORD5850,CUST1154,,SKU10166,2,37.75,75.5,bank_transfer,returned,false
ORD5851,CUST1209,2024-09-30 20:35:58.941460,SKU10029,4,100.89,403.55,paypal, delivered ,FALSE
ORD5853,CUST1484,,SKU10009,2,233.2,466.4,NAN,delivered,True
ORD5854,CUST1155,,sku10126,3,171.9,515.69,,delivered,False
ORD5855,CUST1059,,SKU10024,4,25.6,102.41,credit_card,returned,
ORD5856,CUST1120,,sku10137,1,54.45,54.45, credit_card ,delivered,FALSE
ORD5858,CUST1232,2025-01-10 00:15:22.931018,SKU10094,3,82.35,247.05,credit_card,returned,False
ORD5859,cust1343,2024-08-28 12:43:56.462572,SKU10190,4,18.9,75.6,PAYPAL,pending, False 
ORD5860,nan,,SKU10138,1,156.7,156.7,credit_card,cancelled,False
ORD5861,cust1214,2024-09-16 23:58:48.958018,SKU10150,3,169.42,508.25,CREDIT_CARD,delivered, False 
ORD5862,CUST1380,,SKU10186,2,421.28,842.55,credit_card,delivered,True
ORD5042,cust1443,,SKU10025,1,65.84,65.84,paypal,DELIVERED,True
ORD5864,CUST1335,,SKU10025,4,65.84,263.36,wallet,cancelled,False
ord5865,CUST1426,,SKU10125,2,77.22,154.44,credit_card,,False
ORD5866,CUST1315,,SKU10104,2,164.86,329.72,PAYPAL,returned,false
ORD5867,CUST1480,,SKU10071,3,179.67,539.01,paypal,delivered,False
ORD5870,CUST1227,,SKU10113,1,13.69,13.69,paypal,PENDING,FALSE
ORD5875,CUST1461,,SKU10165,3,29.99,89.97,credit_card,delivered, nan 
ORD5877,CUST1203,2024-01-30 02:24:30.183657,SKU10070,1,113.63,113.63, credit_card ,delivered,False
ORD5879,CUST1485,,SKU10116,3,255.4,766.21, nan ,delivered,True
ORD5880,CUST1046,2025-05-19 01:43:08.028170,SKU10169,4,49.5,198.0,credit_card, delivered ,TRUE
ORD5881,CUST1108,,SKU10164,2,186.03,372.06,paypal,pending,True
ord5882,nan,,SKU10152,2,106.57,213.14,credit_card,delivered,True
ORD5884,CUST1025,,SKU10085,3,99.58,298.73,paypal,delivered,TRUE
ORD5888,CUST1424,,SKU10195,2,47.36,94.72,credit_card,, False 
ORD5889,CUST1283,,SKU10053,3,75.16,225.48,CREDIT_CARD,delivered,FALSE
ORD5891,CUST1416,,SKU10059,3,197.12,591.35,PAYPAL,CANCELLED,False
ORD5893,CUST1075,,SKU10152,2,106.57,213.14,,pending,False
ORD5897,CUST1128,,SKU10044,2,19.24,38.48,wallet,cancelled,FALSE
ORD5899,CUST1443,,SKU10006,1,211.29,211.29, credit_card , returned , True 
ORD5900,cust1067,,SKU10003,1,138.09,138.09,CREDIT_CARD,delivered,False
ORD5904,CUST1135,,SKU10013,1,263.12,263.12,credit_card,DELIVERED,false
ORD5905,CUST1064,,SKU10189,2,385.05,770.1,credit_card,delivered,True
ORD5907,CUST1058,,SKU10190,2,18.9,37.8,,DELIVERED,FALSE
ORD5908,NAN,,SKU10121,2,262.97,525.94,credit_card,delivered,FALSE
ord5912,CUST1231,2024-03-28 09:39:31.218816,SKU10128,4,129.43,517.71, bank_transfer ,delivered, False 
ORD5917,cust1234,2024-11-09 23:07:01.584314,SKU10164,2,186.03,372.06,,delivered,false
ORD5918,CUST1493,,SKU10007,2,41.29,82.58,paypal,delivered,NAN
ORD5919,CUST1031,,SKU10122,1,290.57,290.57,credit_card,delivered,TRUE
ORD5920,CUST1433,,SKU10102,1,210.31,210.31,credit_card,NAN,TRUE
ORD5922,CUST1055,2024-01-24 13:19:27.955704,SKU10125,1,77.22,77.22,credit_card,delivered, False 
ORD5923,CUST1364,,SKU10113,3,13.69,41.07, CREDIT_CARD , delivered , False 
ORD5924,CUST1037,,SKU10020,4,22.3,89.2,CREDIT_CARD,delivered,
ORD5925,CUST1164,,SKU10155,3,214.51,643.52,credit_card,,NAN
ORD5927,CUST1064,,SKU10070,4,113.63,454.52,credit_card,delivered,False
ORD5929,CUST1299,,SKU10140,2,276.59,553.18,paypal,cancelled, True 
ORD5930,CUST1364,,SKU10083,2,320.12,640.24,wallet, delivered ,true
ORD5931,CUST1195,,SKU10152,4,106.57,426.28,credit_card,DELIVERED,False
ORD5932,CUST1271,,SKU10075,3,139.26,417.78, credit_card ,returned,False
ORD5933,CUST1232,,SKU10129,1,126.19,126.19,,pending, False 
ORD5934,cust1309,,SKU10110,3,184.51,553.53,bank_transfer,delivered,True
ORD5936,CUST1058,,SKU10167,1,82.19,82.19,credit_card,delivered, nan 
ORD5937,CUST1333,,SKU10196,3,270.31,810.94,paypal,DELIVERED,false
ORD5938,CUST1282,,SKU10184,1,273.5,273.5,credit_card, delivered ,True
ord5940,CUST1220,,SKU10115,3,299.75,899.25,paypal, nan ,False
ORD5941,CUST1454,,SKU10058,3,152.39,457.16,credit_card,delivered,True
ord5942,CUST1211,2025-07-25 19:43:33.943789,SKU10086,2,191.38,382.77,bank_transfer,returned,False
ORD5943,CUST1423,,SKU10116,3,255.4,766.21,credit_card, delivered ,FALSE
ORD5945,cust1373,,SKU10024,2,25.6,51.2,CREDIT_CARD,delivered, false 
ORD5948,CUST1130,,SKU10095,1,354.56,354.56, credit_card , delivered ,False
ORD5950,NAN,2024-12-13 06:33:54.203980,SKU10121,1,262.97,262.97,credit_card,DELIVERED,False
ORD5951,CUST1034,2025-01-28 12:33:08.939476,SKU10023,2,136.28,272.56,credit_card, delivered ,False
ORD5954,CUST1049,,SKU10190,2,18.9,37.8,credit_card,,False
ORD5959,CUST1287,2025-02-04 18:51:17.996442,SKU10084,2,49.44,98.88,paypal,delivered,False
ORD5960,CUST1343,,SKU10031,3,366.25,1098.74,wallet, cancelled ,True
ORD5961,CUST1210,,SKU10090,2,71.43,142.86,credit_card,delivered,False
ORD5962,CUST1447,,SKU10170,4,150.16,600.64, credit_card ,delivered,False
ORD5964,CUST1216,,SKU10184,3,273.5,820.5,credit_card,delivered,False
ORD5966,CUST1307,,SKU10079,2,258.64,517.28,wallet, RETURNED ,True
ord5969,CUST1108,,SKU10039,4,248.67,994.68,,cancelled, False 
ORD5971,cust1114,2024-02-03 09:49:20.604095,SKU10027,1,42.35,42.35, PAYPAL , cancelled ,False
ORD5972,CUST1179,,SKU10142,1,109.23,109.23,credit_card,,True
ORD5974,CUST1390,,SKU10071,3,179.67,539.01,credit_card,,TRUE
ORD5975,CUST1293,,SKU10057,4,158.04,632.16, credit_card , delivered ,False
ORD5976,cust1413,,sku10109,3,232.74,698.22,credit_card,delivered,True
ORD5977,CUST1432,,SKU10143,2,210.66,421.32,paypal, DELIVERED ,
ORD5979,CUST1419,,SKU10159,2,79.65,159.3, credit_card , delivered ,False
ORD5985,CUST1136,,SKU10007,1,41.29,41.29,paypal,pending,
ORD5986,CUST1092,,SKU10069,3,113.04,339.12,wallet,cancelled,FALSE
ORD5521,CUST1284,,SKU10002,2,135.51,271.01,credit_card,delivered,false
ord5989,cust1179,,SKU10001,3,229.27,687.81,PAYPAL,delivered,False
ORD5990,CUST1092,,SKU10036,4,152.98,611.92,paypal,,False
ORD5992,CUST1205,,SKU10017,2,80.1,160.2, credit_card ,delivered,True
ORD5994,cust1324,,sku10007,1,41.29,41.29,PAYPAL,delivered,True
ORD5995,CUST1046,,SKU10191,2,90.35,180.7,CREDIT_CARD,delivered,False
ORD5996,CUST1271,,SKU10055,4,81.4,325.6,credit_card,delivered,True
ORD5997,cust1192,,SKU10107,4,56.61,226.44,paypal, delivered ,False
ORD5998,CUST1232,,SKU10087,3,140.18,420.54,credit_card, delivered ,False
ORD6000,CUST1159,,SKU10184,2,273.5,547.0,,,FALSE
ORD6001,CUST1166,,SKU10198,4,188.46,753.84,wallet,delivered,False
ORD5778,cust1327,,SKU10108,1,140.37,140.37,wallet, cancelled ,True
ORD6003,CUST1305,2025-06-12 05:27:52.047339,SKU10021,3,332.64,997.92, paypal ,delivered,
ORD6005,cust1079,,SKU10040,2,165.9,331.8,credit_card,cancelled, False 
ORD6006,CUST1386,,SKU10158,4,56.33,225.32,,delivered,False
ORD6007,CUST1025,,SKU10172,3,165.93,497.79, paypal ,delivered, False 
ORD6008,CUST1041,,SKU10069,2,113.04,226.08,,DELIVERED,False
ORD6013,CUST1110,,SKU10193,3,89.05,267.14,credit_card, delivered ,False
ORD6015,CUST1176,,SKU10110,3,184.51,553.53,credit_card, pending ,False
ORD5595,CUST1338,2025-07-22 20:37:25.131330,SKU10020,2,22.3,44.6,paypal,delivered,False
ORD6018,CUST1303,,SKU10124,1,57.61,57.61,wallet,delivered,False
nan,CUST1112,,SKU10101,2,234.43,468.86,paypal,,False
ORD6022,CUST1306,,SKU10014,2,15.89,31.78, credit_card ,returned,False
ord6023,CUST1003,,SKU10052,1,170.46,170.46,,PENDING,False
ORD6024,CUST1154,,SKU10054,4,44.25,177.0, wallet ,pending,False
ORD6025,CUST1392,,SKU10035,3,194.27,582.81, CREDIT_CARD ,delivered,False
ORD6026,CUST1391,,SKU10065,2,432.3,864.6,,delivered,false
ORD6028,CUST1061,,SKU10001,4,229.27,917.08,credit_card,delivered, FALSE 
ORD6029,CUST1254,,SKU10191,1,90.35,90.35,BANK_TRANSFER,delivered, False 
ORD6031,CUST1066,,SKU10097,1,304.07,304.07, credit_card ,returned,False
ORD6032,CUST1272,,SKU10180,1,297.89,297.89,credit_card,delivered,False
ORD6033,CUST1117,,SKU10128,4,129.43,517.71,bank_transfer, cancelled ,False
ORD6038,cust1021,2025-01-27 08:30:54.067894,SKU10111,4,101.51,406.04,credit_card,,False
ORD6039,NAN,,SKU10117,1,93.95,93.95,CREDIT_CARD,delivered,False
ord6040,CUST1471,,SKU10019,1,242.9,242.9,BANK_TRANSFER,delivered,True
ORD6041,CUST1441,2025-05-14 07:28:59.151550,SKU10080,2,372.79,745.58,, delivered ,False
ORD6042,CUST1294,,sku10109,3,232.74,698.22, bank_transfer ,delivered, False 
NAN,CUST1363,,SKU10163,4,131.62,526.48,credit_card,delivered,NAN
ORD6046,CUST1058,,SKU10103,2,98.3,196.6,credit_card,delivered,
ORD6050,CUST1470,,sku10092,3,157.04,471.12, credit_card ,DELIVERED,True
ORD6051,CUST1045,,SKU10111,1,101.51,101.51, credit_card , pending ,True
ORD6053,CUST1124,,SKU10111,1,101.51,101.51, credit_card ,returned,False
ORD6054,CUST1301,,SKU10102,4,210.31,841.25,bank_transfer,pending, True 
ORD6055,CUST1268,,SKU10020,3,22.3,66.9,,returned,True
ORD6057,CUST1381,,SKU10086,2,191.38,382.77, credit_card ,pending,True
ORD6058,CUST1113,,SKU10085,2,99.58,199.15,paypal,delivered,False
ORD6060,CUST1039,2025-08-07 19:06:36.594667,SKU10130,1,12.36,12.36,paypal,cancelled, False 
ORD6062,CUST1271,2024-06-05 17:28:44.249277,SKU10130,3,12.36,37.08, paypal , delivered ,True
ORD6064,CUST1178,,SKU10089,1,358.61,358.61,CREDIT_CARD, delivered ,True
ORD6065,CUST1372,,SKU10165,4,29.99,119.95,credit_card,,False
ORD6066,CUST1417,2024-07-24 06:53:33.639577,SKU10037,3,32.77,98.31, credit_card ,delivered,true
ORD6067,CUST1120,,SKU10026,4,41.51,166.03,credit_card,delivered,False
ORD6068,cust1074,2024-06-25 20:43:34.884963,SKU10065,1,432.3,432.3,paypal,delivered, true 
ORD6070,CUST1308,,SKU10039,4,248.67,994.68,credit_card,returned, True 
ORD6071,CUST1389,,nan,2,54.15,108.3, credit_card ,delivered,False
ORD6072,CUST1335,,SKU10019,4,242.9,971.6, NAN ,delivered,True
ORD6074,CUST1321,,SKU10126,1,171.9,171.9,PAYPAL,delivered,True
ORD5250,cust1216,2024-08-28 08:19:49.707484,NAN,4,113.63,454.52,paypal,delivered, True 
ORD6077,CUST1296,,SKU10114,2,81.05,162.1, credit_card ,delivered,False
ORD6079,CUST1329,,SKU10162,1,162.12,162.12,credit_card,delivered,FALSE
ORD6081,CUST1442,,SKU10160,2,148.09,296.17,credit_card,DELIVERED,False
ORD6082,CUST1161,,SKU10038,2,5.96,11.92,paypal,DELIVERED,FALSE
ORD6085,cust1323,2024-03-12 04:57:30.477795,SKU10077,1,77.24,77.24, credit_card ,delivered,False
ORD6086,CUST1407,,SKU10070,3,113.63,340.89,bank_transfer,cancelled,True
ORD6089,CUST1037,,sku10079,2,258.64,517.28,bank_transfer,,FALSE
ORD6090,cust1236,,SKU10115,3,299.75,899.25,credit_card,delivered,False
ORD6092,CUST1188,2025-05-21 10:39:10.740422,SKU10073,1,67.05,67.05, credit_card ,delivered,True
ORD6093,CUST1039,,SKU10165,3,29.99,89.97,credit_card,delivered,False
ORD6094,CUST1442,,sku10023,3,136.28,408.84,CREDIT_CARD,delivered,True
ORD6096,CUST1259,,SKU10098,2,464.74,929.48,credit_card,delivered,False
ORD6098,cust1283,,SKU10189,2,385.05,770.1,CREDIT_CARD,returned, False 
ORD6100,CUST1230,,SKU10146,2,22.53,45.06,PAYPAL, delivered ,TRUE
ORD6105,CUST1230,,SKU10026,4,41.51,166.03,paypal, delivered ,False
ORD5454,CUST1035,2024-01-25 22:31:30.034109,SKU10199,4,73.81,295.24,credit_card,,False
ord6110,CUST1126,,SKU10181,4,208.07,832.28,wallet,DELIVERED,True
ORD6111,CUST1224,,SKU10112,1,204.98,204.98,paypal,,False
ORD6112,CUST1268,,SKU10133,4,230.44,921.76,credit_card,DELIVERED,True
