campaign_id,channel,campaign_type,campaign_date,end_date,promo_code,ad_spend,impressions,clicks,conversions,revenue,ctr,conversion_rate
CAMP3506,in_app, RETARGETING ,2024-12-21,2025-03-04,,490.61,28156,1722,218,28210.81,0.0612,0.1266
CAMP3507,nan,seasonal_sale,2025-05-27,,,283.85,43850,1169,38,4293.33,0.0267,0.0325
CAMP3508,in_app,brand_awareness,2024-12-08,2025-01-19, nan ,406.27,6690,165,3,314.37,0.0247,0.0182
CAMP3511,social,seasonal_sale,2024-12-29,2024-06-15,,73.49,9679,139,15,2060.78,0.0144,0.1079
CAMP3512,social, brand_awareness ,2025-08-26,2025-01-13,,470.65,27690,868,32,855.8,0.0313,0.0369
CAMP3515,in_app, retargeting ,2024-08-31,,SUMMER15,182.68,33875,447,21,2106.91,0.0132,0.047
CAMP3518,social,,2025-03-26,2024-11-09, nan ,102.41,21802,757,88,9482.58,0.0347,0.1162
CAMP3529,social,brand_awareness,2024-07-02,2025-08-17,,484.92,27474,1834,59,7341.41,0.0668,0.0322
camp3533,nan,seasonal_sale,2024-12-19,2024-08-31,SUMMER15,52.78,19669,613,77,7779.31,0.0312,0.1256
CAMP3534,social,new_arrival,2025-02-13,2024-06-05,,277.44,48797,876,91,12340.22,0.018,
CAMP3535,google_ads, brand_awareness ,2024-08-13,,WELCOME10,134.26,47157,1209,149,15923.49,0.0256,0.1232
CAMP3536,email, retargeting ,2024-07-11,2025-08-09,,59.48,31564,398,8,703.44,0.2460293779829661,
camp3538,email,seasonal_sale,2024-06-12,2025-01-23,,375.67,20305,1085,66,7075.99,0.0534,0.0608
CAMP3539,email,retargeting,2025-01-29,2024-08-01,SUMMER15,155.36,36022,1492,140,18407.22,0.0414,0.0938
CAMP3542,google_ads,retargeting,2025-03-16,2025-08-18,FREESHIP,285.93,47489,1645,206,13572.23,0.0346,0.4808925093678742
camp3544,social,retargeting,2024-11-29,2025-07-12,,289.89,7696,88,5,255.71,,0.0568
CAMP3545,social,brand_awareness,2024-08-28,2024-05-28,,374.26,21581,535,44,3763.32,0.0248,0.0822
CAMP3548,email,seasonal_sale,2024-08-07,,bf2025,428.19,21837,850,119,4529.01,0.0389,0.14
nan,in_app, new_arrival ,2025-09-08,2025-05-31,,105.27,25814,549,91,5693.05,0.0213,0.1658
CAMP3554,social,BRAND_AWARENESS,2025-09-11,,FREESHIP,441.44,21635,437,54,2079.47,0.0202,0.1236
CAMP3555,in_app,,2025-03-26,,,190.73,37232,2578,55,7556.3,0.0692,0.0213
CAMP3559,google_ads,NEW_ARRIVAL,2024-06-03,,,243.44,6208,194,27,576.47,0.0312,0.1392
CAMP3566,social,new_arrival,2025-04-14,2025-02-12,WELCOME10,336.64,16980,903,108,9420.33,,0.1196
CAMP3569,social, seasonal_sale ,2025-06-25,,,491.99,2468,25,4,357.01,0.0101,
CAMP3570,social,RETARGETING,2025-09-16,2025-03-06,,158.42,37738,840,88,8611.23,0.0223,0.1048
NAN,email,RETARGETING,2024-12-27,,,254.68,6357,214,18,1973.15,0.0337,0.0841
CAMP3573,social,new_arrival,2025-07-04,2024-02-01,BF2025,269.3,20685,316,49,3772.0,0.0153,0.1551
CAMP3575,email,BRAND_AWARENESS,2025-10-30,2025-03-18,SUMMER15,93.82,21604,435,60,87556.8156026327,0.0201,0.1379
CAMP3262,social, SEASONAL_SALE ,2024-03-24,2025-08-30, nan ,359.11,18702,1117,150,9123.41,0.0597,0.1343
CAMP3579,social,retargeting,2024-08-30,2025-09-08,WELCOME10,422.04,24371,536,78,10461.04,0.022,0.1455
CAMP3580,email,seasonal_sale,2024-08-26,2024-06-25,NAN,81.73,48369,911,123,7519.48,0.0188,
CAMP3582,email,seasonal_sale,2025-06-12,,,,41898,616,43,4171.87,0.0147,0.0698
CAMP3588,in_app,retargeting,2024-07-24,2024-08-31,,172.32,11558,354,23,2905.74,0.0306,0.065
CAMP3593,social,seasonal_sale,2024-10-24,,SUMMER15,344.45,17468,1071,39,5039.5,0.0613,0.0364
CAMP3595,email,brand_awareness,2024-03-20,2025-03-16,SUMMER15,447.24,9846,356,13,1639.22,0.0362,
camp3596,social,retargeting,2025-07-03,2025-02-07, NAN ,75.78,47075,1682,169,4753.06,0.0357,
CAMP3599,google_ads,brand_awareness,2024-08-21,2025-07-12,BF2025,478.28,25618,1733,151,87556.8156026327,0.0676,0.0871
CAMP3602,social,seasonal_sale,2025-07-14,,WELCOME10,494.08,34691,1312,112,8149.92,0.0378,0.0854
CAMP3607,social, retargeting ,2024-02-07,2025-02-13,SUMMER15,385.41,32376,1212,206,7955.63,0.0374,0.17
CAMP3609,email,new_arrival,2024-07-13,2024-01-24,WELCOME10,354.6,28639,1476,78,87556.8156026327,0.0515,0.0528
CAMP3613,social,new_arrival,2024-08-17,,WELCOME10,237.1,27728,1527,185,20373.55,0.0551,0.1212
CAMP3102,google_ads,BRAND_AWARENESS,2024-11-19,2025-11-17,FREESHIP,457.77,30655,385,54,1526.39,0.0126,0.1403
CAMP3616,in_app, NEW_ARRIVAL ,2025-09-13,2025-07-03,BF2025,282.07,10392,233,36,906.17,0.0224,
CAMP3617,social,retargeting,2024-03-02,2025-10-12,SUMMER15,173.36,42313,2241,195,5275.74,0.053,0.087
camp3618,in_app,SEASONAL_SALE,2024-09-17,2024-10-07, welcome10 ,353.89,48313,2395,213,12280.06,0.0496,0.0889
CAMP3620,in_app,brand_awareness,2025-02-04,2024-07-07,WELCOME10,435.94,7140,464,41,1612.75,,0.0884
CAMP3623,email, seasonal_sale ,2025-05-03,2025-08-25,bf2025,202.78,25002,1887,254,23611.79,0.0755,0.1346
CAMP3625,social,new_arrival,2024-02-16,2024-08-08, nan ,381.23,17975,598,71,8927.02,0.0333,0.1187
CAMP3627,in_app,NEW_ARRIVAL,2025-03-25,,,331.45,33601,430,45,87556.8156026327,0.0128,
CAMP3628,in_app, seasonal_sale ,2024-12-06,2025-09-05, welcome10 ,299.36,8195,330,25,3545.15,0.0403,
CAMP3629,google_ads, brand_awareness ,2025-03-26,2025-06-10, nan ,347.52,7614,533,46,1564.77,0.07,0.0863
CAMP3630,email,,2024-06-03,2024-12-30,BF2025,234.42,15022,488,68,2787.3,0.0325,0.1393
CAMP3633,in_app,new_arrival,2025-06-26,2025-04-02,WELCOME10,318.56,44393,652,84,8677.93,0.0147,0.1288
CAMP3636,email,new_arrival,2025-04-08,,,476.18,29914,1924,132,87556.8156026327,0.0643,0.0686
CAMP3638,in_app,new_arrival,2025-07-20,2025-02-17,SUMMER15,279.13,35808,1359,76,3615.85,0.038,0.0559
CAMP3639,social, RETARGETING ,2024-12-19,2024-06-07, nan ,410.18,4592,152,10,200.45,0.0331,0.0658
CAMP3640,social,brand_awareness,2025-08-11,,NAN,239.29,28865,2347,131,7728.53,0.0813,0.0558
CAMP3642,social,SEASONAL_SALE,2024-01-02,2025-03-03,,308.27,41016,1901,98,11439.11,0.0463,0.0516
camp3643,in_app,seasonal_sale,2024-06-29,2024-02-26,FREESHIP,356.61,26672,1617,113,13945.88,0.0606,0.0699
CAMP3646,google_ads, seasonal_sale ,2025-08-25,2024-12-11,welcome10,79.04,37002,389,51,4713.95,0.0105,0.1311
CAMP3649,social,retargeting,2025-07-06,2024-03-18,,460.57,25797,309,7,735.37,0.012,0.4808925093678742
CAMP3304,email,retargeting,2025-03-05,2025-09-12,SUMMER15,376.64,27169,2082,239,27118.67,0.0766,0.1148
CAMP3653,google_ads,SEASONAL_SALE,2024-10-14,2025-08-25,,,2210,57,5,143.92,0.0258,0.0877
CAMP3654,in_app,retargeting,2024-01-04,,BF2025,385.09,41428,2176,79,8785.82,0.0525,0.0363
CAMP3655,google_ads, NEW_ARRIVAL ,2024-07-19,,,430.53,48515,520,62,3820.97,0.0107,0.1192
CAMP3657,email,brand_awareness,2024-05-14,2025-07-14,WELCOME10,384.72,43145,1198,121,14863.86,0.0278,
camp3658,in_app, brand_awareness ,2024-06-27,2025-11-02,BF2025,292.1,25195,357,5,734.71,0.2460293779829661,0.014
camp3659,google_ads, retargeting ,2025-03-17,2024-05-06,SUMMER15,288.53,19132,1040,68,5096.73,0.0544,0.0654
camp3661,google_ads,new_arrival,2025-04-16,2025-09-15,SUMMER15,366.47,14377,547,47,87556.8156026327,0.038,0.0859
CAMP3662,email,seasonal_sale,2024-10-04,2025-01-16, WELCOME10 ,116.91,3489,199,16,1548.4,0.057,0.0804
CAMP3663,social,brand_awareness,2024-07-13,2024-07-16,,160.94,37855,2871,219,11407.32,0.0758,0.0763
CAMP3669,in_app,seasonal_sale,2025-05-29,2024-09-18,,278.5,27822,1865,192,27723.44,0.067,0.1029
CAMP3674,email, BRAND_AWARENESS ,2024-09-27,2024-07-15,WELCOME10,375.95,25887,769,69,2035.98,0.0297,0.0897
CAMP3675,in_app, seasonal_sale ,2024-01-12,2024-12-07, SUMMER15 ,458.96,8811,268,27,3933.04,0.0304,0.1007
CAMP3679,social,SEASONAL_SALE,2024-08-29,2025-05-17, nan ,78.08,2381,164,7,907.41,0.0689,0.0427
nan,google_ads,seasonal_sale,2025-01-03,2024-06-29,WELCOME10,314.88,24013,1270,170,19286.13,0.0529,
CAMP3684,google_ads, NEW_ARRIVAL ,2024-07-13,2024-07-07,WELCOME10,388.38,14608,273,29,87556.8156026327,0.0187,0.1062
CAMP3686,social,brand_awareness,2024-01-25,2024-05-31,freeship,348.92,8798,411,51,6582.2,0.0467,0.1241
CAMP3687,google_ads,new_arrival,2025-10-31,2024-11-18, nan ,262.96,25102,581,38,5537.85,0.0231,0.0654
CAMP3688,in_app,,2025-02-27,2024-11-20, nan ,194.55,8074,590,70,8656.64,0.0731,0.1186
CAMP3692,email,brand_awareness,2024-02-05,,NAN,158.54,37396,2753,184,8472.01,0.0736,0.0668
CAMP3693,social,SEASONAL_SALE,2025-07-29,2024-06-11,NAN,393.35,13006,211,11,542.92,0.0162,0.0521
CAMP3695,social, brand_awareness ,2024-07-16,,FREESHIP,165.16,30269,773,40,2884.59,0.0255,0.0517
CAMP3697,in_app,new_arrival,2025-03-24,2025-06-13, nan ,259.44,12859,676,51,3238.98,0.0526,0.0754
CAMP3704,social,,2025-06-03,2025-01-21, nan ,429.5,12450,668,90,8910.19,0.2460293779829661,0.1347
CAMP3705,social,seasonal_sale,2025-04-28,2025-08-27, nan ,326.54,1030,52,1,143.8,0.0505,0.0192
CAMP3706,in_app,retargeting,2024-04-03,,,443.8,28346,1522,84,9181.19,0.0537,0.0552
CAMP3710,google_ads,seasonal_sale,2024-08-29,2024-10-27,,,20945,1324,82,10188.7,,0.0619
CAMP3712,social, BRAND_AWARENESS ,2024-07-09,,NAN,80.17,43468,2417,66,87556.8156026327,0.0556,0.0273
CAMP3715,social,brand_awareness,2024-05-27,2024-08-11,SUMMER15,276.36,28666,575,15,980.46,0.0201,
CAMP3716,google_ads,brand_awareness,2024-03-18,2025-09-25,NAN,408.68,1559,95,2,51.69,0.0609,0.0211
CAMP3718,social,RETARGETING,2024-03-28,2025-04-20,,431.42,40903,767,91,,0.0188,0.1186
CAMP3720,in_app,retargeting,2024-01-25,2024-10-04,BF2025,236.63,25129,1895,132,6285.1,0.0754,0.0697
CAMP3722,social,retargeting,2024-06-28,2025-06-20,SUMMER15,213.25,8787,325,36,4460.43,0.037,0.1108
NAN,nan,seasonal_sale,2024-04-15,2025-01-25,WELCOME10,94.4,12655,140,2,125.13,0.0111,0.0143
CAMP3725,in_app,brand_awareness,2025-08-25,2025-08-17,WELCOME10,432.47,44908,2152,189,,0.0479,0.0878
CAMP3730,email, seasonal_sale ,2025-06-05,2024-04-17,,169.94,27533,998,161,20353.61,0.0362,0.1613
CAMP3732,social,new_arrival,2024-02-28,2025-02-02,,66.08,47997,1484,79,8412.95,0.0309,0.0532
CAMP3735,social,new_arrival,2025-04-15,,NAN,232.17,35253,636,7,87556.8156026327,0.018,0.011
CAMP3738,social,retargeting,2024-06-21,2025-09-11,,486.89,32090,1848,126,15970.05,0.0576,0.0682
CAMP3739,google_ads,NEW_ARRIVAL,2025-08-20,2025-06-16,,216.2,48428,1188,118,14087.92,0.0245,0.0993
CAMP3744,email,retargeting,2024-05-20,2024-07-05,,223.01,24304,1402,116,13392.58,0.0577,0.0827
CAMP3745,email,retargeting,2024-05-02,2024-10-25,SUMMER15,499.2,21706,331,40,1436.66,0.0152,0.1208
CAMP3747,in_app,brand_awareness,2025-04-01,2024-04-05,,,23754,476,38,1009.86,0.02,0.0798
CAMP3749,social,retargeting,2025-08-27,2025-10-05,,68.74,17585,895,84,12193.54,0.0509,0.0939
CAMP3752,social,seasonal_sale,2025-03-17,2024-01-30,SUMMER15,249.33,10369,310,8,933.17,0.0299,0.0258
CAMP3753,social,new_arrival,2025-05-04,2025-05-28,WELCOME10,76.56,12631,561,24,1622.94,0.0444,0.0428
CAMP3757,google_ads,brand_awareness,2024-01-11,,WELCOME10,136.31,16295,597,51,6305.98,0.0366,0.0854
CAMP3759,social,new_arrival,2025-01-03,,NAN,,12304,629,39,1809.5,0.0511,
camp3761,email,seasonal_sale,2024-04-23,, nan ,62.68,41431,892,67,,0.0215,0.0751
camp3766,social, retargeting ,2024-11-09,2024-05-03,,150.97,38931,1967,104,14224.95,0.0505,0.0529
CAMP3767,in_app,retargeting,2024-06-12,2025-08-18,WELCOME10,285.31,1785,144,14,442.81,,0.0972
CAMP3768,google_ads,seasonal_sale,2024-01-20,2025-10-03,,260.02,8235,404,8,574.52,0.0491,0.0198
CAMP3769,social,retargeting,2025-04-23,2024-01-15,,64.08,39490,3018,163,87556.8156026327,0.0764,0.054
CAMP3771,social, brand_awareness ,2025-02-16,2025-10-11,,181.34,4884,334,42,5127.91,0.0684,0.1257
CAMP3773,in_app,brand_awareness,2024-02-26,2024-11-10,,115.92,36129,1007,134,6594.67,0.0279,0.1331
CAMP3774,google_ads,seasonal_sale,2025-04-06,,,223.98,2789,180,16,373.52,0.0645,
CAMP3776,google_ads,retargeting,2025-06-12,,welcome10,174.35,32386,1619,68,3426.66,0.05,
camp3778,in_app,BRAND_AWARENESS,2024-10-28,2025-04-28,NAN,54.2,4006,181,9,,0.0452,0.0497
CAMP3779,social,brand_awareness,2024-08-31,2025-09-22,,157.43,41955,1353,178,21195.93,0.0322,0.1316
camp3784,google_ads,new_arrival,2024-08-28,2025-09-10,NAN,283.72,40241,2609,146,10412.96,0.0648,0.056
camp3785,in_app,SEASONAL_SALE,2024-10-24,2024-03-28, NAN ,341.73,32077,772,95,3255.77,0.0241,0.1231
CAMP3792,social,,2024-09-24,2024-12-18,,210.17,10704,408,34,4694.53,0.0381,0.0833
CAMP3796,google_ads,brand_awareness,2025-01-17,2025-05-11,,,13926,820,90,7756.82,0.0589,0.1098
CAMP3801,google_ads,retargeting,2024-06-28,2024-05-15,,424.24,30180,370,36,1991.93,0.0123,0.0973
CAMP3803,in_app,seasonal_sale,2024-07-13,2025-06-12,WELCOME10,354.95,18161,1072,126,,0.059,0.1175
CAMP3809,in_app, brand_awareness ,2024-05-02,2024-05-26,WELCOME10,70.14,31465,1021,64,9450.64,0.0324,0.0627
CAMP3812,social,seasonal_sale,2024-06-01,,,205.77,32723,1974,216,21582.77,0.0603,0.1094
NAN,social,seasonal_sale,2024-01-24,2024-01-29,NAN,143.23,6167,426,10,234.69,0.0691,0.0235
CAMP3814,social,seasonal_sale,2024-06-23,2024-03-28, nan ,95.55,38928,1865,132,16573.31,0.0479,0.0708
CAMP3815,social,retargeting,2025-04-29,,,324.67,14118,644,20,87556.8156026327,0.0456,0.0311
CAMP3816,social,new_arrival,2025-04-12,2025-10-16,,116.35,4938,177,11,1504.41,0.0358,0.0621
CAMP3818,social,NEW_ARRIVAL,2025-07-13,2024-09-16,,,41214,981,60,6675.78,0.0238,0.0612
CAMP3819,social,seasonal_sale,2024-11-30,2024-02-22,FREESHIP,391.44,45217,1364,65,3939.11,0.0302,0.0477
CAMP3821,nan,retargeting,2024-07-13,, nan ,361.97,24922,1612,139,5253.18,0.0647,
CAMP3823,social,brand_awareness,2024-09-18,2025-07-15, NAN ,95.77,21398,1642,89,12179.08,0.0767,0.0542
CAMP3829,social, retargeting ,2025-09-06,2024-12-21,,78.7,29294,1480,76,6568.17,0.0505,0.0514
CAMP3844,in_app, retargeting ,2024-02-18,,FREESHIP,98.75,17696,400,51,4316.46,0.0226,0.1275
CAMP3848,social,retargeting,2024-03-09,2025-11-10, nan ,317.82,8990,367,11,1395.19,,0.03
CAMP3849,in_app, seasonal_sale ,2025-08-14,,,211.29,38265,926,102,13043.41,0.0242,0.1102
nan,social,seasonal_sale,2025-09-16,2025-10-08,,139.1,13113,298,16,1189.87,0.0227,0.0537
nan,google_ads,seasonal_sale,2025-09-16,2024-09-28,,370.54,19719,729,40,,0.037,0.0549
CAMP3854,google_ads, brand_awareness ,2024-12-12,2025-05-02,,494.94,26667,934,112,15747.07,0.035,0.1199
CAMP3857,social, seasonal_sale ,2025-07-02,2024-05-30,SUMMER15,208.25,3632,248,41,87556.8156026327,0.0683,
CAMP3859,social,BRAND_AWARENESS,2025-04-25,2025-02-06,,434.47,24995,786,68,3275.03,0.0314,0.0865
CAMP3861,social,retargeting,2024-10-06,2025-04-23,SUMMER15,153.56,46896,745,104,2138.76,0.0159,0.1396
CAMP3862,social,seasonal_sale,2024-07-31,2025-04-19, nan ,131.03,9996,135,25,2611.89,0.0135,0.1852
camp3863,email,RETARGETING,2025-04-13,,WELCOME10,150.93,24202,546,74,3628.37,0.0226,0.1355
CAMP3869,social,new_arrival,2025-04-28,,,439.33,19068,1224,82,9446.52,0.0642,0.067
CAMP3870,google_ads, seasonal_sale ,2025-02-02,2025-04-21,NAN,95.66,15586,1253,170,18619.16,0.0804,0.1357
camp3873,google_ads,retargeting,2025-07-02,2025-01-30, BF2025 ,72.2,35562,2793,135,15169.16,0.0785,0.0483
camp3876,google_ads,retargeting,2024-01-09,2025-03-14,SUMMER15,111.16,38230,1774,71,5008.37,0.0464,0.04
CAMP3877,social,brand_awareness,2024-07-06,2024-08-03,SUMMER15,356.29,1002,58,9,873.15,0.0579,0.1552
CAMP3879,social,RETARGETING,2024-12-10,2025-04-26,,294.62,40104,2636,128,5725.03,0.0657,0.0486
CAMP3003,social, new_arrival ,2024-11-19,,,267.01,28768,432,22,860.71,0.015,0.0509
CAMP3022,social,brand_awareness,2024-09-29,2024-06-22,,492.83,3177,127,3,352.92,0.04,0.0236
CAMP3884,email,seasonal_sale,2024-04-23,2024-04-16,SUMMER15,67.11,13167,476,35,2253.05,0.0362,0.0735
CAMP3885,google_ads,new_arrival,2024-01-03,2024-06-19, nan ,231.08,47030,1229,70,10237.09,0.0261,0.057
CAMP3888,google_ads, new_arrival ,2024-04-25,2025-03-09,,409.82,14194,368,42,3328.51,0.0259,0.1141
CAMP3889,email, retargeting ,2024-01-04,, BF2025 ,50.07,37389,1418,33,4609.07,0.0379,0.0233
CAMP3891,in_app,retargeting,2024-06-28,,welcome10,227.83,2143,33,0,0.0,,0.0
CAMP3893,google_ads,seasonal_sale,2025-04-02,2025-11-13,WELCOME10,231.64,23046,1443,43,,0.0626,0.0298
CAMP3894,in_app,brand_awareness,2024-11-12,,,128.24,41456,440,39,1222.84,0.0106,
CAMP3896,google_ads,retargeting,2025-08-25,2025-06-03, FREESHIP ,297.07,12322,315,9,243.35,0.0256,0.0286
CAMP3897,in_app,BRAND_AWARENESS,2025-01-27,2024-05-25,bf2025,371.69,2775,174,12,1417.4,0.0627,0.069
CAMP3901,google_ads,RETARGETING,2024-01-27,2025-05-05,NAN,459.85,17623,377,11,490.78,0.0214,0.0292
CAMP3902,google_ads,seasonal_sale,2025-02-04,2025-09-12,,203.45,10617,460,55,6581.34,0.0433,0.1196
CAMP3905,email, retargeting ,2024-01-28,2025-01-07, nan ,343.16,17500,1017,92,11675.49,0.0581,0.0905
CAMP3908,in_app,new_arrival,2025-08-10,2024-09-06,FREESHIP,1612.48950299938,23963,1354,136,7788.12,0.0565,0.1004
camp3910,google_ads,retargeting,2024-01-07,2025-08-26,,476.47,43146,2204,53,6311.71,0.0511,0.024
CAMP3451,social,RETARGETING,2024-04-09,2025-01-02,SUMMER15,365.66,38107,920,89,4903.42,,0.0967
CAMP3913,social,new_arrival,2025-05-27,2025-02-08,,277.58,41098,1168,81,3677.66,0.0284,
CAMP3916,social,new_arrival,2025-02-11,2025-03-07, nan ,1612.48950299938,13949,1002,21,2169.03,0.0718,0.021
CAMP3917,social,brand_awareness,2024-06-28,2024-12-06,,187.37,8130,420,73,2399.62,0.0517,0.1738
CAMP3919,email, nan ,2024-12-19,2024-11-11,FREESHIP,485.46,43579,1677,94,4974.63,,0.0561
CAMP3923,social, new_arrival ,2025-01-11,2024-03-27,SUMMER15,438.86,26109,1932,60,1532.48,0.074,0.0311
CAMP3926,social,brand_awareness,2024-10-29,2024-05-13, nan ,439.68,34550,375,37,1455.77,0.0109,0.0987
camp3929,in_app,new_arrival,2024-05-20,2025-10-17,WELCOME10,422.24,9920,98,12,535.63,0.0099,
CAMP3930,in_app,new_arrival,2024-04-16,2024-09-08,,117.53,8900,369,39,4266.69,,0.1057
CAMP3933,email,brand_awareness,2024-06-17,,,322.81,15558,1091,57,3591.53,0.0701,0.0522
CAMP3935,social,brand_awareness,2025-04-15,,,72.56,32073,568,28,87556.8156026327,0.0177,
CAMP3936,google_ads,retargeting,2024-07-02,,welcome10,390.08,12936,963,40,4688.83,,0.0415
CAMP3939,social, new_arrival ,2025-09-10,,WELCOME10,326.27,29940,461,58,1649.5,0.0154,0.1258
CAMP3940,nan,seasonal_sale,2024-12-27,,,172.62,5261,159,25,638.36,0.0302,0.1572
camp3944,in_app,brand_awareness,2025-05-09,,,302.0,2658,50,6,87556.8156026327,0.0188,0.12
CAMP3945,google_ads,seasonal_sale,2025-07-14,,SUMMER15,487.47,31408,624,79,4351.85,0.0199,0.1266
NAN,google_ads,brand_awareness,2025-08-20,,,355.24,23342,727,31,3926.21,0.0311,0.0426
CAMP3947,social,new_arrival,2024-04-12,,WELCOME10,234.98,25290,505,75,6173.24,0.02,0.1485
NAN,in_app, nan ,2025-05-22,2024-12-22,,215.33,10358,327,40,3874.24,0.0316,0.1223
CAMP3950,google_ads,BRAND_AWARENESS,2025-09-01,2024-03-16,welcome10,197.67,5854,239,25,3594.06,0.2460293779829661,0.1046
CAMP3951,in_app,NEW_ARRIVAL,2024-08-06,2025-03-19,SUMMER15,401.65,12349,139,24,1195.94,0.2460293779829661,0.1727
CAMP3952,social,brand_awareness,2025-05-03,, WELCOME10 ,328.5,11275,657,108,5682.33,0.0583,0.1644
camp3955,social, new_arrival ,2025-05-15,,,279.06,22963,819,99,12580.63,0.0357,0.1209
CAMP3959,google_ads,new_arrival,2025-10-31,2025-09-08,,110.9,7160,87,12,,0.0122,0.1379
CAMP3960,social,seasonal_sale,2025-09-08,,BF2025,186.79,21466,448,46,4555.78,0.0209,0.1027
camp3963,social,retargeting,2024-01-12,2025-08-29,,193.13,21561,1309,148,13288.23,0.0607,0.1131
CAMP3964,email,seasonal_sale,2024-12-01,,WELCOME10,,26589,494,68,,,0.1377
camp3309,email,SEASONAL_SALE,2025-04-12,,NAN,350.41,6724,523,38,2374.63,0.0778,0.0727
CAMP3968,social, retargeting ,2025-09-30,,,303.12,33168,442,67,9997.49,0.0133,0.1516
CAMP3972,social,NEW_ARRIVAL,2024-04-07,2024-04-22,,125.11,7960,302,12,1736.25,0.0379,0.0397
CAMP3974,email,NEW_ARRIVAL,2024-10-27,2025-09-18, WELCOME10 ,409.68,24065,1407,132,4895.47,0.0585,0.0938
CAMP3976,social, NEW_ARRIVAL ,2024-04-24,2024-09-30,,230.9,32704,942,112,5143.88,0.0288,0.1189
CAMP3979,email,new_arrival,2024-09-15,,,166.97,9057,471,27,,0.052,0.0573
CAMP3982,social,seasonal_sale,2025-09-05,,NAN,294.35,31617,1845,36,1792.84,0.0584,0.0195
CAMP3984,google_ads,brand_awareness,2025-04-23,,NAN,168.13,30482,1655,127,17947.33,0.0543,0.0767
CAMP3985,nan,new_arrival,2024-08-06,2025-05-20,,374.98,11136,781,81,5423.72,0.0701,0.1037
CAMP3986,social,new_arrival,2024-11-26,2025-04-26,freeship,138.58,44775,734,29,960.59,0.0164,0.0395
nan,social,retargeting,2024-06-27,2025-01-01,NAN,237.06,6335,291,23,869.13,,0.079
CAMP3991,social,retargeting,2024-05-20,2024-07-02,,360.17,2417,43,0,0.0,0.2460293779829661,0.0
CAMP3993,email,retargeting,2024-08-02,2025-07-30,,307.7,33001,2016,250,8203.75,0.2460293779829661,0.124
CAMP3995,social,brand_awareness,2024-03-21,2024-03-01,SUMMER15,1612.48950299938,6765,232,7,473.28,,0.0302
CAMP3996,email,retargeting,2025-09-13,2025-01-16,freeship,,3367,77,10,894.27,0.0229,0.1299
camp3998,in_app,retargeting,2025-10-01,2024-12-07,bf2025,457.19,1977,114,4,529.54,0.0577,0.0351
CAMP3999,social, NAN ,2025-04-07,2024-10-04,,81.75,42528,1964,60,5137.12,0.0462,0.0305
