campaign_id,channel,campaign_type,start_date,end_date,promo_code,ad_spend,impressions,clicks,conversions,revenue,ctr,conversion_rate
CAMP3226,google_ads,brand_awareness,2025-06-09,2025-05-16,,287.55,5843,363,43,4424.54,0.0621,0.1185
CAMP3227,email,seasonal_sale,2024-03-26,2024-12-07,,343.6,20968,1038,82,12169.2,0.0495,0.079
CAMP3228,google_ads,brand_awareness,2025-10-11,2024-07-05,,372.25,44622,490,55,7069.01,0.011,0.1122
CAMP3229,email,new_arrival,2024-07-12,2024-02-13,WELCOME10,323.39,13378,584,18,1063.05,0.0437,0.0308
CAMP3230,instagram,retargeting,2024-01-19,2025-09-22,WELCOME10,328.6,42582,3000,194,12295.37,0.0705,0.0647
CAMP3231,in_app,seasonal_sale,2025-03-16,2024-12-29,SUMMER15,50.49,35493,2778,169,11440.47,0.0783,0.0608
CAMP3232,in_app,seasonal_sale,2024-09-17,2024-12-15,FREESHIP,207.41,35288,2179,216,4383.06,0.0617,0.0991
CAMP3233,email,brand_awareness,2024-12-03,2024-02-19,,158.44,21011,1004,62,8748.39,0.0478,0.0618
CAMP3234,email,seasonal_sale,2025-08-10,2025-03-06,,351.58,2662,168,21,1052.61,0.0631,0.125
CAMP3235,in_app,seasonal_sale,2024-07-02,2025-11-13,,372.77,29441,1503,182,18787.59,0.0511,0.1211
CAMP3236,in_app,brand_awareness,2024-03-28,2025-09-02,,362.48,9422,672,90,8567.83,0.0713,0.1339
CAMP3237,google_ads,seasonal_sale,2024-09-16,2024-05-04,SUMMER15,97.26,26205,1845,190,27188.07,0.0704,0.103
CAMP3238,google_ads,new_arrival,2025-03-14,2025-09-21,,305.84,37348,1074,73,9106.09,0.0288,0.068
CAMP3239,google_ads,retargeting,2025-09-10,2024-06-10,,313.73,20022,433,46,1394.01,0.0216,0.1062
CAMP3240,google_ads,new_arrival,2025-04-26,2024-03-01,,474.4,49438,648,49,3875.11,0.0131,0.0756
CAMP3241,facebook,new_arrival,2025-05-27,2024-06-25,,145.94,17811,719,38,3675.14,0.0404,0.0529
CAMP3242,google_ads,retargeting,2024-03-11,2025-03-11,,340.96,42472,806,65,3817.6,0.019,0.0806
CAMP3243,facebook,retargeting,2025-02-28,2025-09-08,,235.33,35043,1662,106,11936.7,0.0474,0.0638
CAMP3244,instagram,new_arrival,2025-01-27,2024-04-20,,224.22,34473,2040,191,13222.54,0.0592,0.0936
CAMP3245,in_app,seasonal_sale,2025-04-09,2024-02-25,BF2025,416.34,4114,198,24,3430.05,0.0481,0.1212
CAMP3246,instagram,brand_awareness,2025-07-01,2024-09-01,,275.94,48417,3778,370,46294.23,0.078,0.0979
CAMP3247,in_app,seasonal_sale,2024-01-20,2025-03-26,,148.02,27285,748,92,3541.66,0.0274,0.123
CAMP3248,email,new_arrival,2024-03-04,2024-09-19,,490.77,13673,382,39,5554.07,0.0279,0.1021
CAMP3249,facebook,seasonal_sale,2024-07-02,2025-03-07,,478.22,22916,1808,38,3042.76,0.0789,0.021
CAMP3250,instagram,seasonal_sale,2024-12-13,2024-08-27,FREESHIP,60.86,10734,821,42,3680.11,0.0765,0.0512
CAMP3251,email,new_arrival,2024-11-14,2025-11-09,WELCOME10,358.33,2387,56,3,416.92,0.0235,0.0536
CAMP3252,instagram,seasonal_sale,2025-07-22,2025-04-17,,113.84,18870,602,26,3831.76,0.0319,0.0432
CAMP3253,in_app,brand_awareness,2025-01-28,2024-04-22,WELCOME10,289.05,47169,1782,235,7555.78,0.0378,0.1319
CAMP3254,in_app,seasonal_sale,2024-07-26,2024-01-21,WELCOME10,78.29,15219,1082,58,7454.8,0.0711,0.0536
CAMP3255,in_app,new_arrival,2025-03-26,2025-04-12,,405.36,4343,301,32,2017.54,0.0693,0.1063
CAMP3256,in_app,retargeting,2024-07-13,2025-03-12,WELCOME10,65.2,26850,1219,126,12793.92,0.0454,0.1034
CAMP3257,in_app,brand_awareness,2025-05-13,2024-11-22,,65.12,36433,1397,84,3745.29,0.0383,0.0601
CAMP3258,in_app,retargeting,2025-02-07,2025-04-05,,191.53,4268,154,10,806.53,0.0361,0.0649
CAMP3259,facebook,retargeting,2024-01-09,2024-04-13,,122.41,28150,1335,165,16705.61,0.0474,0.1236
CAMP3260,facebook,brand_awareness,2025-01-14,2024-08-14,SUMMER15,495.58,33252,2245,252,30240.64,0.0675,0.1122
CAMP3261,email,retargeting,2024-12-06,2025-07-17,,363.84,6247,404,10,1295.16,0.0647,0.0248
CAMP3262,instagram,seasonal_sale,2024-03-24,2025-08-30,BF2025,359.11,18702,1117,150,9123.41,0.0597,0.1343
CAMP3263,instagram,brand_awareness,2024-12-05,2025-01-13,SUMMER15,323.35,43350,1296,47,5019.63,0.0299,0.0363
CAMP3264,instagram,new_arrival,2024-03-07,2025-06-09,SUMMER15,480.41,39402,3066,249,22591.09,0.0778,0.0812
CAMP3265,in_app,brand_awareness,2024-03-08,2025-03-25,,104.56,5126,113,7,931.14,0.022,0.0619
CAMP3266,in_app,new_arrival,2024-01-02,2025-07-10,SUMMER15,264.9,3469,243,29,2461.92,0.07,0.1193
CAMP3267,email,retargeting,2025-08-28,2024-02-21,,284.49,6700,159,11,878.39,0.0237,0.0692
CAMP3268,in_app,brand_awareness,2025-08-07,2025-10-23,,185.12,49345,3883,256,28672.98,0.0787,0.0659
CAMP3269,facebook,new_arrival,2025-09-01,2024-02-25,WELCOME10,130.64,5480,150,13,1731.31,0.0274,0.0867
CAMP3270,in_app,retargeting,2024-10-06,2025-08-06,,369.77,13228,389,9,996.98,0.0294,0.0231
CAMP3271,instagram,brand_awareness,2025-04-15,2025-04-18,,128.83,46806,2545,117,9125.61,0.0544,0.046
CAMP3272,google_ads,brand_awareness,2025-09-18,2024-05-10,,163.16,13893,847,54,3570.38,0.061,0.0638
CAMP3273,instagram,seasonal_sale,2025-08-30,2024-03-28,,259.97,19895,768,68,2268.62,0.0386,0.0885
CAMP3274,instagram,brand_awareness,2024-01-27,2025-06-09,SUMMER15,384.84,19435,729,56,7456.18,0.0375,0.0768
CAMP3275,instagram,brand_awareness,2024-10-04,2025-11-12,,84.46,12677,801,41,4153.37,0.0632,0.0512
CAMP3276,in_app,retargeting,2024-04-23,2024-03-05,,215.26,5483,53,7,643.45,0.0097,0.1321
CAMP3277,google_ads,retargeting,2025-05-17,2025-07-31,WELCOME10,89.73,31743,1458,132,6669.79,0.0459,0.0905
CAMP3278,google_ads,retargeting,2024-09-05,2025-01-12,,88.04,13654,793,49,4257.71,0.0581,0.0618
CAMP3279,in_app,brand_awareness,2024-10-30,2025-04-07,FREESHIP,52.73,25970,906,28,1359.92,0.0349,0.0309
CAMP3280,email,retargeting,2025-02-25,2025-10-13,,84.07,35818,1955,75,6949.09,0.0546,0.0384
CAMP3281,instagram,retargeting,2025-03-29,2024-07-13,WELCOME10,58.9,6481,286,36,4827.08,0.0441,0.1259
CAMP3282,google_ads,new_arrival,2024-04-09,2025-02-08,,107.26,17052,680,49,1246.67,0.0399,0.0721
CAMP3283,instagram,new_arrival,2024-04-06,2025-10-31,SUMMER15,496.69,38964,1827,175,3772.14,0.0469,0.0958
CAMP3284,facebook,retargeting,2024-07-03,2024-01-12,FREESHIP,423.09,14209,883,20,818.65,0.0621,0.0227
CAMP3285,email,seasonal_sale,2024-11-11,2024-11-28,,490.75,35546,2612,175,22228.28,0.0735,0.067
CAMP3286,email,brand_awareness,2024-03-30,2024-03-17,SUMMER15,350.39,1121,78,12,1688.42,0.0696,0.1538
CAMP3287,email,retargeting,2025-01-24,2025-11-05,,152.67,16638,348,10,928.19,0.0209,0.0287
CAMP3288,email,brand_awareness,2024-03-23,2024-09-30,,79.37,6269,194,10,977.21,0.0309,0.0515
CAMP3289,facebook,new_arrival,2025-07-14,2024-08-18,,431.43,3921,189,13,990.34,0.0482,0.0688
CAMP3290,google_ads,brand_awareness,2024-03-19,2024-11-01,,478.33,41345,929,93,6816.05,0.0225,0.1001
CAMP3291,facebook,new_arrival,2024-05-12,2025-01-06,SUMMER15,205.08,8872,536,67,9502.97,0.0604,0.125
CAMP3292,in_app,retargeting,2024-03-05,2025-08-27,SUMMER15,345.97,21087,1638,38,2184.01,0.0777,0.0232
CAMP3293,instagram,brand_awareness,2025-01-05,2025-02-28,WELCOME10,473.74,2758,78,11,586.71,0.0283,0.141
CAMP3294,in_app,brand_awareness,2024-12-01,2025-08-15,,57.96,6559,172,11,220.64,0.0262,0.064
CAMP3295,in_app,new_arrival,2025-04-12,2024-09-12,SUMMER15,174.98,24572,1827,169,21864.89,0.0744,0.0925
CAMP3296,in_app,brand_awareness,2025-04-16,2024-01-14,SUMMER15,175.39,10564,197,10,1309.13,0.0186,0.0508
CAMP3297,email,brand_awareness,2025-05-01,2024-05-15,SUMMER15,150.59,41716,1480,242,28579.92,0.0355,0.1635
CAMP3298,facebook,new_arrival,2024-05-14,2025-09-02,WELCOME10,441.84,20226,989,62,3740.21,0.0489,0.0627
CAMP3299,email,brand_awareness,2024-10-16,2025-09-28,WELCOME10,320.8,27843,1624,247,19916.66,0.0583,0.1521
CAMP3300,in_app,brand_awareness,2025-07-23,2024-11-12,BF2025,462.9,9152,560,53,6784.45,0.0612,0.0946
CAMP3301,in_app,brand_awareness,2024-01-19,2025-10-30,WELCOME10,443.13,46093,3464,111,10313.9,0.0752,0.032
CAMP3302,google_ads,seasonal_sale,2024-06-08,2024-08-01,WELCOME10,259.01,6905,70,9,376.85,0.0101,0.1286
CAMP3303,in_app,retargeting,2024-09-05,2025-01-31,BF2025,148.86,11850,232,25,3583.79,0.0196,0.1078
CAMP3304,email,retargeting,2025-03-05,2025-09-12,SUMMER15,376.64,27169,2082,239,27118.67,0.0766,0.1148
CAMP3305,facebook,seasonal_sale,2025-04-07,2025-02-10,FREESHIP,121.0,19833,240,6,606.03,0.0121,0.025
CAMP3306,google_ads,brand_awareness,2024-10-05,2025-09-03,,260.91,46417,3000,289,10403.0,0.0646,0.0963
CAMP3307,facebook,brand_awareness,2024-12-14,2025-08-17,SUMMER15,152.26,26093,1941,93,12040.32,0.0744,0.0479
CAMP3308,instagram,retargeting,2025-03-26,2025-09-12,,60.13,23016,259,30,2085.26,0.0113,0.1158
CAMP3309,email,seasonal_sale,2025-04-12,2025-10-08,,350.41,6724,523,38,2374.63,0.0778,0.0727
CAMP3310,email,retargeting,2025-08-23,2024-04-23,,395.66,15214,1014,94,9642.87,0.0666,0.0927
CAMP3311,in_app,brand_awareness,2024-12-06,2025-03-05,,409.17,23474,1272,147,10559.25,0.0542,0.1156
CAMP3312,email,new_arrival,2025-05-21,2025-07-26,,483.19,20646,650,53,4820.6,0.0315,0.0815
CAMP3313,in_app,brand_awareness,2024-11-13,2025-09-27,BF2025,168.09,34133,686,38,1804.67,0.0201,0.0554
CAMP3314,email,retargeting,2025-03-21,2025-07-29,SUMMER15,150.83,14036,662,60,2882.06,0.0472,0.0906
CAMP3315,email,new_arrival,2024-04-28,2025-06-15,,142.91,31802,384,40,5047.37,0.0121,0.1042
CAMP3316,instagram,brand_awareness,2025-09-06,2024-09-23,SUMMER15,126.92,21654,951,104,13850.83,0.0439,0.1094
CAMP3317,facebook,retargeting,2024-06-28,2025-05-30,BF2025,457.62,5687,151,15,2126.32,0.0266,0.0993
CAMP3318,facebook,brand_awareness,2025-09-18,2024-09-05,SUMMER15,150.53,43769,1894,50,3750.48,0.0433,0.0264
CAMP3319,email,new_arrival,2024-03-23,2024-08-25,,472.65,31860,1306,106,13672.4,0.041,0.0812
CAMP3320,google_ads,seasonal_sale,2024-02-11,2024-05-06,,204.91,23752,1399,197,6512.94,0.0589,0.1408
CAMP3321,facebook,seasonal_sale,2024-02-07,2025-03-18,SUMMER15,349.92,43694,2919,424,55633.97,0.0668,0.1453
CAMP3322,email,brand_awareness,2024-09-16,2024-07-16,,315.72,11015,682,68,9149.96,0.0619,0.0997
CAMP3323,in_app,seasonal_sale,2025-08-28,2025-02-09,WELCOME10,343.25,17802,1056,65,4387.07,0.0593,0.0616
CAMP3324,in_app,retargeting,2025-01-08,2024-09-23,,478.05,6971,350,43,2088.03,0.0502,0.1229
CAMP3325,in_app,new_arrival,2024-05-16,2024-12-28,BF2025,124.8,17161,665,65,9138.54,0.0388,0.0977
CAMP3326,google_ads,retargeting,2024-10-13,2024-10-14,WELCOME10,474.87,26435,809,95,11109.91,0.0306,0.1174
CAMP3327,in_app,new_arrival,2025-08-13,2024-01-30,,390.58,47588,3682,221,31080.92,0.0774,0.06
CAMP3328,google_ads,retargeting,2024-03-12,2024-07-17,BF2025,496.93,1683,121,3,67.94,0.0719,0.0248
CAMP3329,facebook,brand_awareness,2025-03-25,2025-01-14,WELCOME10,404.18,12884,961,90,7229.67,0.0746,0.0937
CAMP3330,facebook,retargeting,2025-09-03,2025-01-22,,116.6,34089,1185,69,7439.58,0.0348,0.0582
CAMP3331,facebook,new_arrival,2024-12-06,2025-08-12,,470.63,47519,2733,212,13456.28,0.0575,0.0776
CAMP3332,email,brand_awareness,2024-01-28,2025-04-16,,341.31,38515,959,38,1571.93,0.0249,0.0396
CAMP3333,google_ads,retargeting,2024-02-21,2025-02-04,WELCOME10,70.65,39319,537,70,5819.26,0.0137,0.1304
CAMP3334,facebook,retargeting,2025-02-10,2025-10-21,BF2025,59.27,9839,597,82,9436.46,0.0607,0.1374
CAMP3335,email,retargeting,2025-04-07,2024-10-09,,312.11,34532,2022,160,6441.45,0.0586,0.0791
CAMP3336,instagram,retargeting,2024-06-20,2025-09-02,,114.35,20713,1023,158,19534.83,0.0494,0.1544
CAMP3337,google_ads,seasonal_sale,2024-06-21,2024-03-05,SUMMER15,326.45,4474,280,46,4757.35,0.0626,0.1643
CAMP3338,in_app,new_arrival,2025-03-16,2024-12-11,,59.52,30121,2418,346,32028.15,0.0803,0.1431
CAMP3339,facebook,brand_awareness,2025-05-06,2024-11-21,,191.95,23447,534,54,1477.8,0.0228,0.1011
CAMP3340,in_app,new_arrival,2025-04-24,2025-04-08,,175.84,30790,591,41,4974.33,0.0192,0.0694
CAMP3341,google_ads,retargeting,2025-05-15,2024-10-21,SUMMER15,146.52,14089,159,3,240.66,0.0113,0.0189
CAMP3342,instagram,brand_awareness,2024-10-15,2024-10-11,BF2025,94.06,8531,319,43,3712.62,0.0374,0.1348
CAMP3343,google_ads,brand_awareness,2024-08-13,2024-07-12,WELCOME10,491.94,17626,556,44,2550.37,0.0315,0.0791
CAMP3344,google_ads,new_arrival,2024-01-26,2025-07-20,FREESHIP,472.94,34366,1643,205,18432.7,0.0478,0.1248
CAMP3345,email,new_arrival,2024-06-07,2025-04-21,WELCOME10,190.23,33263,1041,60,4841.7,0.0313,0.0576
CAMP3346,google_ads,new_arrival,2024-10-04,2025-01-05,,177.55,40330,872,37,5504.62,0.0216,0.0424
CAMP3347,instagram,seasonal_sale,2025-06-15,2024-07-30,FREESHIP,179.35,36118,692,90,2857.48,0.0192,0.1301
CAMP3348,google_ads,seasonal_sale,2025-05-17,2025-06-26,,136.99,24410,1928,47,5127.37,0.079,0.0244
CAMP3349,instagram,seasonal_sale,2024-12-21,2024-01-24,SUMMER15,325.6,4004,103,12,347.01,0.0257,0.1165
CAMP3350,email,brand_awareness,2024-05-07,2024-12-27,,72.56,44779,467,16,397.49,0.0104,0.0343
CAMP3351,instagram,retargeting,2024-01-04,2024-10-29,,260.97,35282,1205,70,7016.72,0.0342,0.0581
CAMP3352,google_ads,retargeting,2025-01-14,2025-09-04,,85.75,8537,523,67,3287.32,0.0613,0.1281
CAMP3353,instagram,seasonal_sale,2024-04-08,2024-10-05,SUMMER15,463.97,19297,1427,73,4880.35,0.0739,0.0512
CAMP3354,google_ads,retargeting,2024-03-24,2025-05-10,WELCOME10,460.08,35960,1495,187,20043.21,0.0416,0.1251
CAMP3355,google_ads,retargeting,2024-05-01,2024-12-10,,362.98,31904,1817,62,8966.35,0.057,0.0341
CAMP3356,facebook,retargeting,2025-01-09,2025-02-19,,273.99,16266,1118,86,9620.61,0.0687,0.0769
CAMP3357,facebook,new_arrival,2024-05-03,2024-11-22,,287.0,6099,152,10,1104.29,0.0249,0.0658
CAMP3358,facebook,retargeting,2025-03-21,2024-04-16,WELCOME10,56.08,19150,1319,57,3130.41,0.0689,0.0432
CAMP3359,instagram,brand_awareness,2024-05-10,2025-06-18,,405.31,28629,1337,80,8631.96,0.0467,0.0598
CAMP3360,facebook,retargeting,2024-05-24,2025-06-01,BF2025,226.28,25997,1885,200,28780.39,0.0725,0.1061
CAMP3361,in_app,new_arrival,2025-03-12,2024-11-05,,487.55,1639,44,3,250.21,0.0268,0.0682
CAMP3362,google_ads,retargeting,2025-04-28,2024-08-18,,343.9,38172,2781,101,9628.85,0.0729,0.0363
CAMP3363,facebook,seasonal_sale,2024-05-14,2025-06-05,SUMMER15,53.09,31190,2190,262,25988.03,0.0702,0.1196
CAMP3364,email,retargeting,2024-04-02,2024-02-11,SUMMER15,87.09,35356,2005,70,3996.41,0.0567,0.0349
CAMP3365,email,new_arrival,2025-04-02,2025-01-02,WELCOME10,64.53,43088,1616,66,8594.07,0.0375,0.0408
CAMP3366,in_app,brand_awareness,2024-07-08,2025-11-05,,420.45,38853,2717,332,42774.83,0.0699,0.1222
CAMP3367,in_app,seasonal_sale,2024-09-29,2025-04-08,,292.34,10946,332,22,2838.36,0.0303,0.0663
CAMP3368,instagram,new_arrival,2024-01-25,2025-02-13,,240.61,30812,1030,61,3249.19,0.0334,0.0592
CAMP3369,google_ads,new_arrival,2024-02-24,2024-02-24,,292.62,5655,209,30,4066.23,0.037,0.1435
CAMP3370,facebook,seasonal_sale,2024-06-16,2025-04-04,SUMMER15,241.42,31462,1591,99,8606.16,0.0506,0.0622
CAMP3371,email,seasonal_sale,2024-04-12,2024-07-24,,313.58,15681,634,79,5463.17,0.0404,0.1246
CAMP3372,google_ads,brand_awareness,2025-02-26,2024-12-20,,221.55,49592,2513,161,23300.11,0.0507,0.0641
CAMP3373,facebook,new_arrival,2025-06-25,2024-01-19,FREESHIP,435.57,22274,338,30,953.35,0.0152,0.0888
CAMP3374,instagram,new_arrival,2025-02-13,2024-04-03,WELCOME10,389.72,3487,49,3,364.76,0.0141,0.0612
CAMP3375,email,seasonal_sale,2025-06-29,2025-11-07,WELCOME10,77.9,29769,1135,70,6016.61,0.0381,0.0617
CAMP3376,facebook,retargeting,2025-02-13,2024-05-14,,175.9,9509,277,34,2727.73,0.0291,0.1227
CAMP3377,facebook,new_arrival,2024-07-26,2025-11-23,WELCOME10,164.9,6773,262,15,1052.56,0.0387,0.0573
CAMP3378,facebook,brand_awareness,2025-06-03,2025-11-01,FREESHIP,460.57,7816,337,15,437.59,0.0431,0.0445
CAMP3379,in_app,retargeting,2025-02-04,2024-02-12,,54.11,11701,816,64,9412.14,0.0697,0.0784
CAMP3380,in_app,retargeting,2025-05-13,2024-05-30,SUMMER15,468.94,12237,719,112,2646.37,0.0588,0.1558
CAMP3381,google_ads,brand_awareness,2025-07-14,2025-11-04,BF2025,94.74,29327,1916,136,14688.62,0.0653,0.071
CAMP3382,google_ads,brand_awareness,2025-02-27,2024-07-29,WELCOME10,312.74,41482,1371,76,1572.95,0.0331,0.0554
CAMP3383,google_ads,new_arrival,2025-08-31,2024-03-17,,484.36,10540,780,16,579.58,0.074,0.0205
CAMP3384,in_app,brand_awareness,2025-01-03,2025-04-25,SUMMER15,341.55,8179,239,29,2776.16,0.0292,0.1213
CAMP3385,email,seasonal_sale,2025-08-07,2025-08-23,SUMMER15,202.88,47531,1563,43,3738.21,0.0329,0.0275
CAMP3386,google_ads,brand_awareness,2025-09-11,2025-05-02,,157.36,35846,2577,133,11965.45,0.0719,0.0516
CAMP3387,facebook,new_arrival,2024-09-13,2025-09-17,,125.06,22902,641,71,2041.3,0.028,0.1108
CAMP3388,google_ads,new_arrival,2024-04-08,2025-09-14,,68.32,45830,3422,223,9953.66,0.0747,0.0652
CAMP3389,google_ads,retargeting,2024-03-01,2024-02-01,SUMMER15,369.03,12390,379,64,8528.53,0.0306,0.1689
CAMP3390,google_ads,seasonal_sale,2024-12-03,2025-09-07,SUMMER15,407.34,25936,966,40,5018.24,0.0372,0.0414
CAMP3391,email,seasonal_sale,2025-02-13,2024-10-13,,335.25,44289,1579,66,3680.25,0.0357,0.0418
CAMP3392,instagram,retargeting,2025-05-13,2024-04-23,SUMMER15,382.63,33759,2170,201,12513.23,0.0643,0.0926
CAMP3393,facebook,seasonal_sale,2025-08-30,2024-04-21,,389.67,46685,3601,455,25672.3,0.0771,0.1264
CAMP3394,instagram,retargeting,2024-11-26,2024-02-29,,100.27,41527,2891,193,28170.92,0.0696,0.0668
CAMP3395,email,retargeting,2025-03-25,2024-06-27,WELCOME10,263.53,1948,46,8,514.47,0.0236,0.1739
CAMP3396,facebook,brand_awareness,2025-08-14,2024-10-27,FREESHIP,172.37,20572,419,14,1007.41,0.0204,0.0334
CAMP3397,in_app,new_arrival,2024-09-16,2025-10-30,,121.36,42949,3248,230,14533.94,0.0756,0.0708
CAMP3398,facebook,seasonal_sale,2024-04-07,2024-02-14,,124.16,31480,982,82,2512.67,0.0312,0.0835
CAMP3399,google_ads,retargeting,2025-04-07,2025-08-24,,437.0,13188,759,86,9179.73,0.0576,0.1133
CAMP3400,email,brand_awareness,2025-02-25,2024-04-02,BF2025,466.2,5132,348,45,2767.25,0.0678,0.1293
CAMP3401,in_app,brand_awareness,2024-07-31,2024-06-13,SUMMER15,408.98,14932,784,75,2026.02,0.0525,0.0957
CAMP3402,in_app,retargeting,2025-03-02,2025-08-26,,124.02,25125,1316,207,11108.74,0.0524,0.1573
CAMP3403,google_ads,new_arrival,2024-03-24,2024-02-04,,331.93,25703,1353,141,9489.06,0.0526,0.1042
CAMP3404,email,retargeting,2024-10-02,2025-06-07,,421.0,6226,224,25,1522.68,0.036,0.1116
CAMP3405,email,seasonal_sale,2025-05-09,2025-10-22,,251.76,35155,1520,79,4460.5,0.0432,0.052
CAMP3406,facebook,seasonal_sale,2025-01-13,2024-11-03,WELCOME10,98.41,19501,1332,143,12398.95,0.0683,0.1074
CAMP3407,google_ads,seasonal_sale,2024-06-08,2024-02-26,,249.42,18207,234,16,416.37,0.0129,0.0684
CAMP3408,facebook,seasonal_sale,2024-10-20,2024-08-28,,62.09,45543,2947,284,17639.12,0.0647,0.0964
CAMP3409,in_app,seasonal_sale,2025-03-21,2024-10-16,,241.91,38109,1411,52,6968.21,0.037,0.0369
CAMP3410,in_app,seasonal_sale,2024-06-25,2025-09-06,SUMMER15,319.78,14031,796,89,9386.71,0.0567,0.1118
CAMP3411,in_app,brand_awareness,2025-02-25,2025-01-04,,475.72,1188,36,2,202.57,0.0303,0.0556
CAMP3412,email,new_arrival,2024-11-19,2024-03-14,,278.39,33592,1382,94,3820.73,0.0411,0.068
CAMP3413,instagram,retargeting,2025-07-22,2024-10-16,FREESHIP,442.11,49477,1705,49,5766.53,0.0345,0.0287
CAMP3414,instagram,retargeting,2025-08-28,2024-06-03,,216.51,37180,1043,155,17237.28,0.0281,0.1486
CAMP3415,instagram,new_arrival,2025-10-20,2025-09-03,,318.4,48509,2526,109,11356.52,0.0521,0.0432
CAMP3416,email,retargeting,2025-01-16,2024-05-19,,316.51,35227,2764,268,18631.9,0.0785,0.097
CAMP3417,instagram,brand_awareness,2024-01-11,2024-05-31,WELCOME10,460.06,36141,1981,187,12018.7,0.0548,0.0944
CAMP3418,google_ads,seasonal_sale,2025-05-03,2024-03-16,,200.53,37486,1654,112,12920.94,0.0441,0.0677
CAMP3419,email,seasonal_sale,2024-04-22,2024-04-20,BF2025,260.33,11884,583,39,5388.39,0.0491,0.0669
CAMP3420,in_app,seasonal_sale,2024-01-07,2024-03-20,,331.13,29606,2005,140,12754.36,0.0677,0.0698
CAMP3421,google_ads,seasonal_sale,2025-05-31,2025-04-21,WELCOME10,162.24,40965,640,39,3727.98,0.0156,0.0609
CAMP3422,email,retargeting,2024-12-06,2025-04-11,,455.64,19869,628,81,9158.24,0.0316,0.129
CAMP3423,google_ads,brand_awareness,2025-07-06,2024-02-21,,211.88,11805,416,28,3013.04,0.0352,0.0673
CAMP3424,email,seasonal_sale,2025-03-25,2025-01-03,SUMMER15,330.6,2365,28,1,118.83,0.0118,0.0357
CAMP3425,email,seasonal_sale,2025-05-03,2024-06-22,,424.97,10718,302,40,1597.89,0.0282,0.1325
CAMP3426,google_ads,new_arrival,2024-05-15,2024-07-10,WELCOME10,348.71,46510,1047,121,14723.37,0.0225,0.1156
CAMP3427,instagram,brand_awareness,2025-01-24,2024-04-06,SUMMER15,99.01,20052,1342,212,24408.95,0.0669,0.158
CAMP3428,google_ads,brand_awareness,2024-04-30,2024-04-17,FREESHIP,126.05,35883,2258,322,33949.41,0.0629,0.1426
CAMP3429,instagram,new_arrival,2025-08-28,2025-08-14,,340.37,30803,1268,197,8809.21,0.0412,0.1554
CAMP3430,instagram,brand_awareness,2025-01-13,2025-02-16,,401.93,6155,81,15,1079.04,0.0132,0.1852
CAMP3431,facebook,seasonal_sale,2025-02-20,2024-05-22,WELCOME10,412.08,4779,186,6,308.44,0.0389,0.0323
CAMP3432,instagram,seasonal_sale,2024-08-24,2025-03-12,WELCOME10,138.52,15349,878,69,5374.07,0.0572,0.0786
CAMP3433,email,seasonal_sale,2025-10-03,2024-01-16,BF2025,413.37,27046,1133,37,3906.43,0.0419,0.0327
CAMP3434,in_app,seasonal_sale,2024-12-06,2025-01-16,,229.42,22767,1185,129,3246.12,0.052,0.1089
CAMP3435,google_ads,brand_awareness,2025-03-20,2024-02-11,,341.17,15316,589,64,6547.71,0.0385,0.1087
CAMP3436,facebook,seasonal_sale,2024-08-24,2025-10-04,FREESHIP,181.8,23761,504,48,5830.92,0.0212,0.0952
CAMP3437,email,seasonal_sale,2025-09-17,2024-11-30,FREESHIP,252.35,7104,367,50,7190.54,0.0517,0.1362
CAMP3438,in_app,retargeting,2024-09-21,2024-10-15,WELCOME10,471.98,27048,1686,85,11067.16,0.0623,0.0504
CAMP3439,in_app,new_arrival,2024-09-09,2025-11-11,,104.75,36144,2422,218,20207.8,0.067,0.09
CAMP3440,email,brand_awareness,2025-07-25,2024-01-30,FREESHIP,256.65,11068,254,26,520.07,0.0229,0.1024
CAMP3441,in_app,new_arrival,2025-08-25,2025-04-18,WELCOME10,265.75,2412,109,8,998.48,0.0452,0.0734
CAMP3442,instagram,new_arrival,2025-08-18,2024-03-16,,163.05,21526,1028,63,4125.53,0.0478,0.0613
CAMP3443,google_ads,seasonal_sale,2025-06-29,2025-08-16,BF2025,131.08,13093,635,71,10498.31,0.0485,0.1118
CAMP3444,google_ads,brand_awareness,2024-10-15,2024-07-05,,69.8,2514,24,0,0.0,0.0095,0.0
CAMP3445,instagram,seasonal_sale,2025-05-19,2024-12-27,SUMMER15,374.14,5907,202,25,1278.36,0.0342,0.1238
CAMP3446,google_ads,retargeting,2025-09-12,2025-06-27,WELCOME10,396.99,9369,602,71,9035.82,0.0643,0.1179
CAMP3447,email,new_arrival,2025-01-26,2024-07-11,WELCOME10,149.79,22827,425,10,1065.0,0.0186,0.0235
CAMP3448,instagram,new_arrival,2025-01-09,2024-06-30,,273.98,14478,656,14,1696.4,0.0453,0.0213
CAMP3449,in_app,new_arrival,2024-06-10,2025-01-06,SUMMER15,345.28,27358,760,77,10177.49,0.0278,0.1013
CAMP3450,email,new_arrival,2025-03-21,2024-03-24,,451.28,44014,2428,204,24250.72,0.0552,0.084
CAMP3451,facebook,retargeting,2024-04-09,2025-01-02,SUMMER15,365.66,38107,920,89,4903.42,0.0241,0.0967
CAMP3452,in_app,retargeting,2024-01-25,2024-08-08,,490.62,29143,1768,233,8734.07,0.0607,0.1318
