event_id,session_id,customer_id,event_datetime,page_type,action,add_to_cart,referral_source
WEB303126,SESS106214,CUST1018,2025-07-26 13:30:48.000000,,purchase,False,paid_ads
WEB303127,SESS103679,CUST1401,2025-08-08 21:17:24.000000,cart,view_page,False,organic_search
WEB303128,SESS102353,CUST1228,2026-02-01 10:12:02.000000,cart,purchase,False,paid_ads
WEB303129,SESS105815,CUST1220,2026-01-13 00:22:36.000000,cart,remove_from_cart,False,direct
,SESS100988,CUST1018,2026-01-17 16:34:21.000000,cart,remove_from_cart,False,paid_ads
WEB303131,SESS106247,CUST1005,2025-06-18 12:06:17.000000,home,remove_from_cart,False,
WEB303132,SESS107710,CUST1235,2025-07-28 15:03:43.000000,category,search,False,paid_ads
WEB303133,SESS106507,CUST1321,2025-11-26 19:17:55.000000,cart,,True,organic_search
WEB303134,SESS100963,CUST1112,2026-01-11 04:29:43.000000,cart,view_page,False,email
WEB303135,SESS102862,CUST1003,2025-06-03 20:03:53.000000,home, search ,False,email
WEB303136,SESS100252,CUST1122,2025-12-13 17:20:42.000000,checkout,remove_from_cart,False,
WEB303137,,CUST1430,2025-06-16 10:53:28.000000,cart,purchase,False,direct
WEB303138,sess102315,CUST1495,2025-04-08 13:22:30.000000,category,remove_from_cart,False,email
WEB303139,SESS107021,CUST1465,2025-10-04 22:04:52.000000,search_results,remove_from_cart,False,email
,SESS102434,CUST1097,2025-03-29 08:09:20.000000,product,view_page,False,paid_ads
WEB303141,SESS104052,CUST1260,2026-01-27 04:24:01.000000,category,remove_from_cart,False,paid_ads
WEB303142,SESS100963,CUST1154,2026-02-04 07:39:55.000000,CATEGORY,view_page,False,organic_search
WEB303143,SESS107541,CUST1421,2025-07-11 10:56:39.000000,product,search,False,direct
WEB303144,SESS103101,CUST1025,2025-06-25 02:52:12.000000,checkout,add_to_cart,True,social
WEB303145,SESS105562,CUST1328,2026-01-05 23:14:02.000000,home,add_to_cart,True,direct
WEB303146,SESS102824,CUST1455,,product,purchase,False,social
,SESS107985,CUST1394,2025-08-14 19:46:04.000000,search_results,purchase,False,paid_ads
WEB303148,SESS107675,CUST1027,2025-07-30 06:42:23.000000,product,purchase,False,organic_search
WEB303149,SESS101723,CUST1088,2026-01-29 21:01:54.000000,checkout,add_to_cart,,social
WEB303150,SESS100051,CUST1192,2025-07-18 17:21:15.000000,category,view_page,False,direct
WEB303151,SESS105844,CUST1096,,product,add_to_cart,True,paid_ads
WEB303152,SESS101468,CUST1259,2025-07-13 00:50:10.000000,search_results,purchase,False,paid_ads
WEB303153,SESS104669,CUST1393,2025-11-22 22:01:08.000000,search_results,search,False,organic_search
WEB303154,SESS107961,CUST1086,2025-10-19 13:56:35.000000,search_results,view_page,False,email
WEB303155,SESS104774,CUST1304,2026-02-08 11:15:00.000000,checkout,search,False,email
WEB303156,SESS106213,CUST1445,2025-08-07 11:17:47.000000,cart,view_page,,organic_search
WEB303157,SESS102017,CUST1143,2025-03-26 09:16:11.000000,home,view_page,False,paid_ads
WEB303158,SESS103042,CUST1407,2025-02-24 21:56:58.000000,checkout,remove_from_cart,False,direct
WEB303159,SESS107030,CUST1431,2025-06-05 11:32:39.000000,category,search,False,paid_ads
WEB303160,SESS101389,CUST1417,2025-10-28 05:41:14.000000,home,view_page,False,organic_search
WEB303161,SESS103873,CUST1404,2025-04-04 21:36:22.000000,category,add_to_cart,True,SOCIAL
WEB303162,SESS104360,CUST1487,2025-11-07 06:41:04.000000,category,remove_from_cart,False,organic_search
WEB303163,SESS106448,CUST1028,2025-10-16 09:58:49.000000,product,add_to_cart,True,social
WEB303164,SESS107529,CUST1365,2025-03-06 07:52:28.000000,home,remove_from_cart,False,email
,SESS101359,CUST1429,2025-03-09 19:19:20.000000,product,add_to_cart,True, social 
WEB303166,SESS106484,CUST1359,2025-09-12 15:59:20.000000,category,add_to_cart,True,paid_ads
WEB303167,SESS103757,CUST1038,2025-02-16 16:59:50.000000,home,remove_from_cart,False,
WEB303168,SESS106706,CUST1202,2025-06-19 05:28:18.000000,cart,search,False,
WEB303169,SESS104111,CUST1445,2025-04-15 14:51:56.000000,home,remove_from_cart,,organic_search
WEB303170,SESS102993,CUST1407,2025-07-09 18:29:23.000000,category,remove_from_cart,False,organic_search
WEB303171,SESS101532, cust1244 ,2025-11-16 05:43:32.000000,checkout,add_to_cart,True,social
WEB303172,SESS107505,CUST1034,2026-01-31 23:40:22.000000,,remove_from_cart,False,social
WEB303173,SESS106515,CUST1313,2025-04-26 16:49:42.000000,search_results,search,,email
WEB303174,SESS105609,CUST1394,2025-03-09 15:48:25.000000,category,purchase,False,social
WEB303175,,CUST1060,2025-04-23 15:31:00.000000,checkout,remove_from_cart,False,direct
WEB303176,SESS107708,CUST1126,2025-07-24 11:07:09.000000,,search,False,direct
WEB303177,SESS101474,CUST1306,2025-03-09 06:29:58.000000,search_results,purchase,False,paid_ads
WEB303178,SESS106532, CUST1416 ,2026-01-18 21:18:51.000000,category,search,False,direct
WEB303179, SESS100465 ,CUST1183,2025-05-08 20:05:03.000000,search_results,add_to_cart,True,organic_search
WEB303180,,CUST1276,2025-04-20 02:07:05.000000,search_results,remove_from_cart,False,social
WEB303181,SESS104560,CUST1261,2025-06-13 10:04:50.000000,category,view_page,False,paid_ads
WEB303182,,CUST1087,2025-02-19 13:16:01.000000,search_results,search,False,social
WEB303183,SESS103277,CUST1306,2025-08-28 04:38:19.000000,cart,remove_from_cart,False,organic_search
WEB303184,SESS107587,CUST1083,2025-08-26 21:09:40.000000,product,remove_from_cart,False,direct
WEB303185,SESS103522,CUST1234,2025-07-15 13:36:44.000000,cart,view_page,False,paid_ads
WEB303186,SESS100555,CUST1475,2025-08-14 09:52:29.000000,product,add_to_cart,True,organic_search
WEB303187,SESS100967,CUST1125,2025-09-19 06:39:55.000000,search_results,search,False,direct
WEB303188,SESS105198,CUST1386,2025-10-29 02:35:01.000000,cart,view_page,False,email
WEB303189,SESS106466,CUST1060,2025-03-28 10:46:24.000000,category,add_to_cart,,organic_search
WEB303190,SESS104392,CUST1352,2025-05-03 21:17:35.000000,search_results,view_page,,paid_ads
WEB303191,SESS102179,CUST1462,2025-11-07 21:28:01.000000,category,remove_from_cart,False,direct
WEB303192,SESS107566,CUST1243,2025-09-11 02:33:02.000000,home,add_to_cart,True,organic_search
WEB303193,SESS104620,CUST1313,2025-10-31 12:48:51.000000,category, view_page ,False,email
WEB303194,SESS106877,CUST1387,2026-01-18 19:34:29.000000,product,search,False,social
WEB303195,SESS103735,CUST1152,,cart,view_page,False,email
WEB303196,SESS105848,CUST1300,2025-03-09 17:25:57.000000,cart,view_page,False,paid_ads
WEB303197,,CUST1203,2025-09-16 06:27:27.000000,home,view_page,False,organic_search
WEB303198,SESS101150,CUST1390,2025-06-30 04:43:45.000000,checkout,view_page,False,direct
WEB303199,SESS103277,CUST1202,2025-06-21 07:57:56.000000,search_results,add_to_cart,True,paid_ads
WEB303200,SESS100795,CUST1321,2025-12-28 10:33:57.000000,cart,search,False,email
WEB303201,SESS102149,CUST1023,2025-04-09 03:30:19.000000,category,add_to_cart,True,
WEB303202,SESS103287,CUST1418,2025-03-12 01:33:02.000000,product,remove_from_cart,False,organic_search
WEB303203,SESS106109,CUST1153,2025-09-11 00:21:12.000000,search_results,view_page,False,paid_ads
WEB303204,SESS105467,CUST1050,2025-03-07 13:56:00.000000,category,view_page,False,email
WEB303205,SESS101620,CUST1369,2025-10-21 18:45:17.000000,home,purchase,False,organic_search
WEB303206,SESS104721,CUST1069,2025-04-07 22:08:58.000000,cart,,True,paid_ads
WEB303207,SESS101459,CUST1115,2025-05-17 19:22:57.000000,home,view_page,False,social
WEB303208,SESS101291,CUST1371,2026-02-13 18:41:38.000000,product,search,False,email
WEB303209,SESS107373,CUST1137,2025-03-17 21:44:46.000000,home,view_page,False,organic_search
WEB303210,SESS102944,CUST1339,2025-04-16 20:55:25.000000,checkout,view_page,False,organic_search
WEB303211,SESS104951,CUST1259,2025-10-05 18:11:26.000000,product,add_to_cart,True,organic_search
WEB303212,,CUST1344,2026-02-04 16:12:40.000000,home,REMOVE_FROM_CART,False,email
WEB303213,SESS104771,CUST1452,2025-06-27 05:00:09.000000,home,view_page,False,direct
WEB303214,SESS104154,CUST1390,2026-01-02 11:07:16.000000,product,purchase,False,paid_ads
WEB303215, sess103279 ,CUST1177,2025-09-01 18:17:19.000000,category,remove_from_cart,False,direct
WEB303216,SESS104297,CUST1470,2025-03-27 10:44:23.000000,checkout,search,False,email
WEB303217,SESS106537,CUST1077,2025-11-26 02:59:57.000000,category,purchase,,email
WEB303218,SESS105049,CUST1005,2025-10-14 05:10:49.000000,home,remove_from_cart,False,organic_search
WEB303219,SESS103244,CUST1457,2025-02-18 19:28:47.000000,cart,purchase,,social
WEB303220,SESS106071,CUST1099,2025-06-26 01:53:14.000000,product,view_page,False,email
WEB303221,SESS105648,CUST1402,2025-07-20 21:17:56.000000,category,purchase,False,organic_search
,SESS107974,CUST1272,2026-02-11 00:56:17.000000,search_results,purchase,False,social
WEB303223,SESS106307,CUST1407,2025-11-16 00:53:41.000000,product,purchase,,paid_ads
WEB303224,SESS101116,CUST1397,2025-06-26 21:18:12.000000,search_results,search,False,social
WEB303225,SESS104940,CUST1343,2025-10-06 12:48:47.000000,checkout,add_to_cart,True,email
WEB303226,SESS101493,CUST1043,2025-10-21 13:27:42.000000,checkout,view_page,False,social
WEB303227,SESS100911,CUST1402,2025-03-18 12:11:35.000000,,view_page,False,direct
WEB303228,SESS104887,CUST1243,2025-02-19 06:16:45.000000,home,remove_from_cart,False,organic_search
WEB303229,SESS107767,CUST1492,2025-03-19 09:15:52.000000,category, view_page ,False,email
WEB303230,SESS105170,CUST1151,2025-09-21 11:09:32.000000,product,purchase,False,direct
WEB303231,SESS100535,CUST1230,2025-05-23 11:53:15.000000,home,search,False,email
WEB303232,SESS105081,CUST1431,2025-10-15 14:41:55.000000,home,remove_from_cart,False,social
WEB303233,SESS106539,CUST1239,2026-01-07 10:48:12.000000,product,add_to_cart,True,email
WEB303234,SESS104672,CUST1294,2025-06-10 07:51:40.000000,search_results,PURCHASE,False,paid_ads
WEB303235,SESS100000,CUST1307,2025-09-16 23:47:22.000000,category,view_page,False,paid_ads
WEB303236,SESS104291,CUST1030,2025-07-09 22:10:23.000000,checkout,search,False,paid_ads
WEB303237,SESS102190,CUST1138,2026-02-12 16:24:28.000000,search_results,add_to_cart,True,organic_search
WEB303238,SESS106513,CUST1086,2025-05-06 23:06:28.000000,cart,add_to_cart,True,email
WEB303239,,CUST1047,2025-08-30 20:44:35.000000,,view_page,False,paid_ads
WEB303240,SESS106778,CUST1245,2025-11-28 21:22:24.000000,product,add_to_cart,True,paid_ads
WEB303241,SESS105818,CUST1250,2025-05-23 19:08:45.000000,checkout,add_to_cart,True,social
WEB303242,SESS106368,CUST1463,2025-07-23 06:38:48.000000,home,remove_from_cart,False,direct
WEB303243,SESS105577,CUST1491,2025-07-20 02:06:56.000000,home,add_to_cart,True,direct
WEB303244,SESS106388,CUST1052,2025-02-23 13:49:55.000000,home,PURCHASE,False,paid_ads
WEB303245,SESS103420,CUST1482,2025-11-11 14:29:32.000000, search_results ,add_to_cart,True,organic_search
WEB303246,SESS102239,CUST1349,2025-06-28 02:31:33.000000,search_results,remove_from_cart,False,email
WEB303247,SESS100773,CUST1163,2025-06-07 05:27:21.000000,cart,view_page,False,email
WEB303248,SESS107257,CUST1361,2025-08-11 13:00:32.000000,home,view_page,False,
WEB303249,SESS106641,CUST1127,2025-03-15 11:40:52.000000,category,remove_from_cart,False,
WEB303250,SESS107982,CUST1053,2025-12-22 11:16:31.000000,home,remove_from_cart,False,paid_ads
WEB303251,SESS101732,CUST1284,2025-12-23 06:12:42.000000,cart,add_to_cart,True,paid_ads
WEB303252,SESS106679,CUST1448,,home,purchase,False,social
WEB303253,SESS102795,CUST1280,2025-04-18 23:20:41.000000,product,add_to_cart,True,organic_search
WEB303254,SESS102791,CUST1404,2025-08-29 01:39:07.000000, category ,add_to_cart,True,social
WEB303255,SESS106701,CUST1423,2025-09-03 23:57:15.000000,checkout,purchase,False,organic_search
WEB303256,SESS106906,CUST1069,2026-01-30 15:44:23.000000,search_results,purchase,False, paid_ads 
WEB303257,SESS103213,CUST1380,2025-03-10 08:57:40.000000,checkout,purchase,False,direct
WEB303258,SESS103509,CUST1075,2026-02-07 12:50:32.000000,home,add_to_cart,True,organic_search
WEB303259,SESS106719,CUST1028,2025-09-03 18:43:01.000000,checkout,remove_from_cart,False,social
WEB303260,SESS102258,CUST1303,2025-08-19 00:02:20.000000,category,remove_from_cart,False,direct
WEB303261,SESS107275,CUST1329,2025-12-28 22:05:30.000000,category,REMOVE_FROM_CART,False,social
WEB303262,SESS106942,CUST1373,2025-04-16 07:40:45.000000,,search,False,organic_search
WEB303263,SESS104863,CUST1076,2026-02-14 00:45:47.000000,category,add_to_cart,True,paid_ads
WEB303264,SESS101820,CUST1334,2025-05-09 14:32:52.000000,,add_to_cart,True, direct 
WEB303265,SESS107558,CUST1241,2026-02-06 00:50:24.000000,product,add_to_cart,,paid_ads
WEB303266,SESS107049,CUST1479,2025-12-07 07:33:01.000000,checkout,add_to_cart,True,paid_ads
WEB303267,SESS102446,cust1442,,search_results,add_to_cart,True,paid_ads
WEB303268,,CUST1400,2025-06-10 12:40:54.000000,home,search,False,email
WEB303269,SESS104349,CUST1252,2025-04-28 10:13:41.000000,cart,add_to_cart,True,organic_search
WEB303270,,CUST1113,2025-04-17 14:11:59.000000,home,search,False,paid_ads
WEB303271,SESS102689,CUST1456,2025-04-22 23:06:44.000000,checkout,purchase,False,direct
WEB303272,SESS106751,CUST1425,2025-12-18 16:25:41.000000,checkout,search,False,paid_ads
WEB303273, SESS106469 ,CUST1087,2025-03-07 04:35:39.000000, product ,purchase,False,paid_ads
WEB303274,SESS103400,CUST1280,2025-06-02 13:58:27.000000,category,view_page,False,direct
WEB303275,SESS100723,CUST1224,2025-11-02 03:31:39.000000,cart,add_to_cart,True,social
WEB303276,SESS102515,CUST1179,2025-10-10 03:28:44.000000,category,view_page,False,organic_search
WEB303277,SESS103522,CUST1291,2025-12-29 01:06:50.000000,cart,add_to_cart,True,organic_search
WEB303278,SESS102466,CUST1309,2025-04-05 10:16:41.000000,checkout,add_to_cart,True,email
WEB303279,SESS106886,CUST1327,2025-09-20 20:40:19.000000,checkout,search,False,paid_ads
WEB303280,SESS105260,CUST1173,2025-09-18 11:49:26.000000,product,add_to_cart,True,social
WEB303281,SESS105693,CUST1087,2025-10-03 09:58:54.000000,category,search,False,direct
WEB303282,SESS101201,CUST1283,2026-01-20 06:08:36.000000,product,purchase,False,paid_ads
WEB303283,SESS104135,CUST1486,2026-01-14 19:30:14.000000,category,add_to_cart,True,paid_ads
WEB303284,SESS104009,CUST1315,,product,purchase,False,email
WEB303285,SESS105096,CUST1443,2025-10-13 11:31:21.000000,product,view_page,False,direct
WEB303286,SESS107113,CUST1496,2025-12-03 13:08:59.000000,product,add_to_cart,True,direct
WEB303287,SESS101720,CUST1369,2025-05-09 22:56:45.000000,product,add_to_cart,True,direct
WEB303288,SESS106254,CUST1210,2025-11-11 21:21:51.000000,search_results,remove_from_cart,False,paid_ads
WEB303289,SESS103544,CUST1456,2025-04-27 10:53:15.000000,home,remove_from_cart,False,social
WEB303290,SESS102621,CUST1328,2026-02-08 10:42:11.000000,,remove_from_cart,False,paid_ads
WEB303291,SESS101899,CUST1315,2025-05-16 03:34:38.000000,checkout,search,False,ORGANIC_SEARCH
WEB303292,,CUST1152,2025-02-15 09:07:28.000000, cart ,search,False,email
WEB303293,SESS102040,CUST1085,2025-11-27 21:38:51.000000,home,add_to_cart,True,social
WEB303294,SESS106288,CUST1238,2026-01-08 03:59:24.000000,home,view_page,False,direct
,SESS104985,CUST1346,2025-02-22 15:50:29.000000,cart,add_to_cart,True,direct
WEB303296,SESS102615,CUST1275,2025-07-26 04:50:17.000000,checkout,SEARCH,False,paid_ads
WEB303297,SESS107833,CUST1070,2025-02-24 15:30:13.000000,product,search,False, social 
WEB303298,SESS105429,CUST1153,2025-08-25 09:05:59.000000,search_results,add_to_cart,True,organic_search
WEB303299,sess101896,CUST1170,2025-05-11 11:22:09.000000,cart,remove_from_cart,False,organic_search
WEB303300,SESS107703,CUST1087,2025-11-06 21:20:40.000000,category,remove_from_cart,False,social
WEB303301,SESS105488,CUST1145,2025-08-31 20:04:29.000000,search_results,search,False,paid_ads
WEB303302,SESS104239,CUST1115,2025-09-19 03:34:32.000000,checkout,view_page,False,direct
WEB303303,SESS104172, CUST1027 ,2025-05-20 21:38:14.000000,home,add_to_cart,True,organic_search
WEB303304,SESS102894,CUST1013,2025-10-16 23:01:04.000000,cart,search,False,direct
WEB303305,SESS104503, CUST1459 ,2025-09-29 02:45:23.000000,category,remove_from_cart,False,email
WEB303306,SESS103754,CUST1422,2025-10-24 07:35:59.000000,search_results,REMOVE_FROM_CART,False,paid_ads
WEB303307,SESS103715,CUST1365,2025-04-05 19:38:52.000000,checkout,,True,direct
WEB303308,SESS102548,CUST1238,2025-11-29 04:22:30.000000,cart,search,False,social
WEB303309,SESS107277,CUST1298,2025-04-02 18:16:01.000000,cart,add_to_cart,True,organic_search
WEB303310,SESS104597,CUST1033,2025-05-13 18:23:04.000000,checkout,purchase,False,organic_search
WEB303311,SESS104086,CUST1064,,,view_page,False,paid_ads
WEB303312,,CUST1146,,category,view_page,False,direct
WEB303313,SESS102722, CUST1255 ,2025-10-17 14:07:39.000000,home,search,False,email
WEB303314,SESS106581,CUST1323,2026-01-08 21:26:56.000000,checkout,search,False,email
WEB303315,SESS103507,CUST1197,2025-09-28 03:22:45.000000,checkout,remove_from_cart,False,paid_ads
WEB303316,SESS105401,CUST1469,2025-07-31 07:15:38.000000,,view_page,False,direct
WEB303317,,CUST1225,2026-01-05 08:57:06.000000,category,view_page,False,social
WEB303318,SESS107370,CUST1487,2025-07-25 02:30:28.000000,home,,False,social
WEB303319,SESS102491,CUST1443,2025-05-20 10:28:05.000000,category,PURCHASE,False,direct
WEB303320,SESS107485,CUST1138,2026-01-28 09:13:34.000000,home,remove_from_cart,False,email
WEB303321,SESS101398,CUST1352,,checkout,view_page,False,email
WEB303322,SESS105049,CUST1396,2025-06-05 16:12:03.000000,home,add_to_cart,True,social
 WEB303323 ,SESS104353,CUST1445,2025-05-25 10:36:18.000000,checkout,remove_from_cart,False,organic_search
WEB303324, sess100247 ,CUST1162,2025-11-30 16:38:44.000000,cart,remove_from_cart,False,email
WEB303325,SESS100590, CUST1255 ,2025-04-16 15:52:44.000000,search_results,remove_from_cart,False,paid_ads
WEB303326,SESS100506,CUST1437,2025-06-13 04:21:53.000000,home,add_to_cart,True,paid_ads
WEB303327,SESS103716,CUST1132,2025-06-15 07:20:21.000000,product,add_to_cart,True,direct
WEB303328,SESS101728,CUST1429,2025-11-15 23:47:47.000000,home,search,False,social
,SESS103450,CUST1113,2026-02-09 13:58:02.000000,home,search,False,
WEB303330,SESS106696,CUST1102,2025-05-12 10:07:55.000000,product,view_page,False,paid_ads
WEB303331, sess107097 ,CUST1384,2025-04-26 12:10:51.000000,search_results,,True,direct
WEB303332,SESS100538,CUST1253,2025-11-24 17:19:28.000000,home,remove_from_cart,False,social
WEB303333,SESS105722,CUST1459,2025-04-16 17:12:14.000000,checkout,add_to_cart,True,email
WEB303334,SESS103817,CUST1101,2025-08-12 14:23:26.000000,product,purchase,False,social
WEB303335,SESS106831,CUST1286,2025-04-11 10:00:58.000000,,,False,paid_ads
WEB303336,SESS100174,CUST1459,2026-01-18 03:05:50.000000,checkout,add_to_cart,True,paid_ads
WEB303337,SESS107222,CUST1347,2025-10-18 05:05:52.000000,cart,search,False,social
WEB303338,SESS102368,CUST1345,2025-08-15 05:36:35.000000,product,add_to_cart,True,social
WEB303339,SESS101170,CUST1454,2026-01-07 17:39:29.000000,checkout,search,False,social
WEB303340,SESS102112,CUST1176,,category,purchase,False,social
WEB303341,SESS104987,CUST1002,2025-05-16 16:36:04.000000,cart,view_page,False,social
WEB303342,SESS107816,CUST1431,2025-08-09 06:17:26.000000,product,add_to_cart,True,paid_ads
WEB303343,SESS102948,CUST1241,2025-09-18 13:56:17.000000,search_results,search,False,direct
WEB303344,SESS104191,CUST1450,2026-02-02 16:22:50.000000,search_results,view_page,False,direct
WEB303345,SESS102509,CUST1065,2025-08-23 04:23:02.000000,home,search,False,email
WEB303346,SESS104369,CUST1270,2025-05-31 07:57:19.000000,cart, view_page ,False,email
WEB303347,SESS104770,CUST1027,2025-05-05 13:13:06.000000, category ,search,False,direct
,SESS106683,CUST1177,2025-10-27 12:28:36.000000,search_results,remove_from_cart,False,ORGANIC_SEARCH
WEB303349,SESS102614,CUST1181,2025-05-16 20:27:53.000000,cart,add_to_cart,True,social
WEB303350,SESS100260,CUST1005,2025-09-23 21:54:55.000000,product,search,False,social
WEB303351,SESS103367,CUST1070,2025-10-31 13:08:06.000000,category,view_page,False,direct
WEB303352,SESS101718,CUST1014,2025-03-23 22:30:59.000000,home,remove_from_cart,False,direct
WEB303353,SESS103817,CUST1438,2025-07-30 20:55:35.000000,home,remove_from_cart,,email
WEB303354,SESS107670,CUST1363,2025-09-18 05:43:49.000000, category ,purchase,False,direct
WEB303355,SESS103376,CUST1192,2025-05-25 19:12:29.000000,product,purchase,False,organic_search
WEB303356,SESS103144,CUST1414,2025-05-01 16:15:49.000000,cart,search,False,direct
WEB303357,SESS106073,CUST1427,2025-07-07 19:25:28.000000,search_results,search,False,email
WEB303358,SESS102645,CUST1333,2025-07-23 22:11:50.000000,home,search,False,social
WEB303359, SESS101505 ,CUST1012,2025-11-14 06:58:19.000000,category,,False,organic_search
WEB303360,SESS106838,CUST1326,2025-12-21 22:25:52.000000,home,remove_from_cart,False,social
WEB303361,SESS102657,CUST1234,2025-06-14 08:49:57.000000,checkout,remove_from_cart,False,
WEB303362,SESS106818,CUST1216,2025-03-02 03:49:38.000000,home,remove_from_cart,False,email
WEB303363,SESS107018,CUST1426,2025-02-27 11:03:59.000000,cart,purchase,False,social
WEB303364,SESS105527,CUST1369,2025-10-08 15:42:00.000000,cart,search,False,organic_search
WEB303365,SESS100953,cust1349,2025-07-29 09:56:42.000000, category ,add_to_cart,True,social
WEB303366,SESS104971,CUST1014,2025-10-04 11:21:08.000000,search_results,view_page,,email
WEB303367,SESS107220,CUST1332,2025-02-22 02:01:20.000000,cart,search,False,organic_search
WEB303368,SESS105397,CUST1363,2025-11-20 17:27:48.000000,cart,add_to_cart,True,email
WEB303369,SESS104328,CUST1172,2025-12-14 21:25:48.000000,search_results,add_to_cart,True,organic_search
WEB303370,SESS104128,CUST1342,,product,remove_from_cart,False,direct
WEB303371,SESS103395,CUST1097,2025-04-06 22:47:37.000000,,,False,social
WEB303372,SESS105798,cust1319,2025-10-11 07:53:30.000000,home,search,False,paid_ads
WEB303373,SESS107137,CUST1400,,checkout,view_page,False,organic_search
WEB303374,SESS101420,CUST1110,2025-11-25 15:56:47.000000,search_results,view_page,False,direct
WEB303375,SESS105115,CUST1461,2025-02-21 04:37:32.000000,category,view_page,False,paid_ads
WEB303376,SESS103178,CUST1188,2025-04-18 20:06:41.000000,product,search,False,
WEB303377,SESS106991,CUST1202,2025-05-25 10:20:46.000000,checkout,remove_from_cart,False,paid_ads
WEB303378,SESS107264,CUST1052,2025-02-16 16:59:15.000000,product,remove_from_cart,False,direct
WEB303379,SESS102606,CUST1484,2025-06-30 06:08:09.000000,category,view_page,False,organic_search
WEB303380,SESS106356,CUST1315,2025-07-14 14:09:01.000000,category,view_page,False,direct
WEB303381,SESS101016,cust1267,2025-08-01 01:15:12.000000,product,add_to_cart,True,paid_ads
web303382,SESS103460,CUST1391,2025-07-15 14:16:43.000000,cart,remove_from_cart,False,direct
WEB303383,, CUST1281 ,2025-06-01 19:29:57.000000,category,purchase,False,social
WEB303384,SESS103091,CUST1116,2025-08-25 09:38:49.000000,cart,view_page,False,paid_ads
WEB303385,SESS102631,CUST1241,2025-05-18 08:34:14.000000,checkout,,,social
WEB303386,SESS103381,CUST1491,2025-06-28 03:46:32.000000,product,remove_from_cart,False,organic_search
WEB303387,SESS106974,CUST1446,2026-01-15 01:15:07.000000,search_results,purchase,False,social
WEB303388,SESS100128,CUST1226,2025-10-20 17:16:37.000000,search_results,view_page,False,paid_ads
WEB303389,SESS103292,CUST1368,2026-01-23 05:27:33.000000,CART,search,False,email
WEB303390,SESS107598,CUST1192,2025-12-20 07:55:24.000000,product,purchase,False,direct
WEB303391,SESS100160,CUST1484,2025-05-23 15:17:39.000000,category,view_page,False,email
WEB303392,SESS103130,CUST1102,2025-10-09 15:19:24.000000,HOME,add_to_cart,True,email
WEB303393,SESS107915,CUST1302,2026-01-17 04:30:31.000000,product,,False,social
WEB303394,SESS102693,CUST1189,2025-05-07 04:10:12.000000,home,view_page,False,organic_search
,SESS103075,CUST1318,,home,search,False,social
WEB303396,SESS101939,CUST1367,2025-04-16 04:54:49.000000,category,view_page,False,direct
WEB303397,SESS101931,CUST1024,2025-10-15 10:53:05.000000,cart,add_to_cart,True,organic_search
WEB303398,SESS107619,CUST1008,2025-05-09 08:22:56.000000,category,purchase,False,social
WEB303399,SESS101334,CUST1014,2025-09-05 13:03:47.000000,product,add_to_cart,True,paid_ads
WEB303400,SESS102153,CUST1079,2025-09-07 11:00:32.000000,search_results,remove_from_cart,False,email
WEB303401,SESS107758,CUST1282,2025-12-03 19:42:15.000000,checkout,purchase,False,direct
WEB303402,SESS102677,CUST1329,2025-09-17 00:34:22.000000,product,remove_from_cart,False,paid_ads
WEB303403,SESS103201,CUST1484,2025-12-12 13:37:22.000000,cart,purchase,False,email
WEB303404,SESS103931,CUST1367,2025-07-09 04:27:36.000000,product,search,False,social
WEB303405,,CUST1176,2025-06-09 10:34:14.000000,checkout,SEARCH,False,email
WEB303406,SESS103871,CUST1151,2026-02-11 10:31:53.000000,product,purchase,False,organic_search
WEB303407,SESS102819,CUST1472,2025-11-05 13:18:12.000000,checkout,view_page,False,paid_ads
WEB303408,SESS101238,CUST1430,2025-10-12 19:24:01.000000,search_results,search,False,social
WEB303409,,CUST1298,2025-03-08 17:36:18.000000,product,add_to_cart,True,paid_ads
WEB303410,SESS100169,CUST1293,2025-10-18 17:10:44.000000,search_results,purchase,False,email
,SESS107883,CUST1085,2025-12-08 00:54:13.000000,product,remove_from_cart,False,paid_ads
WEB303412,SESS106695,CUST1444,2025-08-02 16:39:48.000000,home,add_to_cart,True,direct
WEB303413,SESS105041,CUST1259,2025-07-29 20:56:11.000000,search_results,view_page,,email
,SESS104462,CUST1422,2025-11-02 04:12:09.000000,product,view_page,False,organic_search
WEB303415,sess105361,CUST1176,2025-11-04 20:21:15.000000,checkout,add_to_cart,True,email
WEB303416,SESS103650,CUST1293,2025-02-28 11:06:28.000000,search_results,search,False,social
WEB303417,SESS105222,CUST1007,2025-04-20 12:09:24.000000,category,add_to_cart,,social
WEB303418,SESS102909,CUST1188,2025-09-11 07:19:34.000000,product,add_to_cart,True,paid_ads
WEB303419,SESS100977,CUST1072,2025-06-19 03:53:13.000000,checkout,remove_from_cart,False,organic_search
WEB303420,SESS100690,CUST1021,2026-02-13 16:14:05.000000,home,remove_from_cart,False,social
WEB303421,SESS100668,CUST1454,,cart,,False,social
 web303422 ,SESS105688,CUST1207,2025-06-16 16:45:05.000000,search_results,search,False,email
WEB303423,SESS102130,CUST1077,2025-03-01 18:02:16.000000,search_results,view_page,False,paid_ads
WEB303424,,CUST1351,2025-02-16 12:38:31.000000,cart,add_to_cart,True,social
WEB303425,SESS101739,CUST1043,2025-05-24 20:30:18.000000,search_results,add_to_cart,True,social
