date,campaign_id,channel,campaign_name,impressions,clicks,spend,sessions,orders,attributed_revenue
2025-05-20,CAMP3020,in_app,Spring Clearance,973.0,30.0,46.2,1.0,1.0,123.28
2025-05-21,camp3020,in_app,Spring Clearance,671.0,21.0,31.85,15.0,0.0,0.0
2025-05-22,CAMP3020,in_app,Spring Clearance,1404.0,44.0,66.66,1.0,1.0,100.74
2025-05-23,CAMP3020,in_app,Spring Clearance,1127.0,35.0,53.51,6.0,0.0,0.0
2025-05-24,CAMP3020,in_app,Spring Clearance,1378.0,43.0,65.42,2.0,1.0,148.73
2025-05-25,CAMP3020,in_app,,1134.0,35.0,53.85,5.0,1.0,26.09
2025-05-26,CAMP3020,in_app,Spring Clearance,1291.0,40.0,61.29,14.0,1.0,177.09
2025-05-27,CAMP3020,in_app,Spring Clearance,827.0,26.0,39.26,11.0,2.0,392.85
2025-05-28,CAMP3020,in_app,Spring Clearance,1400.0,44.0,66.46,6.0,1.0,163.75
2025-05-29,CAMP3020,in_app,Spring Clearance,1028.0,32.0,48.82,13.0,1.0,68.36
2025-05-30,CAMP3020,in_app,Spring Clearance,701.0,22.0,33.28,12.0,,151.19
2025-05-31,CAMP3020,in_app,Spring Clearance,511.0,16.0,24.3,10.0,0.0,0.0
2025-06-01,CAMP3020,in_app,Spring Clearance,1127.0,35.0,53.52,0.0,0.0,0.0
2025-06-02,CAMP3020,in_app,Spring Clearance,1027.0,32.0,48.76,9.0,1.0,118.92
2025-06-03,CAMP3020,in_app,Spring Clearance,558.0,17.0,26.53,,2.0,217.51
,CAMP3020,in_app,Spring Clearance,640.0,20.0,30.42,3.0,0.0,0.0
2025-06-05,CAMP3020, in_app ,Spring Clearance,591.0,18.0,28.1,1.0,1.0,
2025-06-06,,in_app,Spring Clearance,830.0,26.0,39.44,11.0,2.0,219.01
2025-06-07,CAMP3020,in_app,,1154.0,36.0,54.83,9.0,1.0,138.57
2025-06-08,CAMP3020,in_app,Spring Clearance,1294.0,41.0,61.47,15.0,0.0,0.0
,CAMP3020,in_app,Spring Clearance,896.0,28.0,42.56,11.0,2.0,80.07
2025-06-10,CAMP3020,in_app,Spring Clearance,1019.0,32.0,48.38,4.0,0.0,0.0
2025-06-11,CAMP3020,in_app,Spring Clearance,1044.0,33.0,49.56,3.0,0.0,0.0
2025-06-12,CAMP3020,in_app,Spring Clearance,1263.0,40.0,59.99,15.0,2.0,116.45
2025-06-13,CAMP3020,in_app,Spring Clearance,1004.0,31.0,47.67,5.0,0.0,0.0
2025-06-14,CAMP3020,in_app,Spring Clearance,1341.0,42.0,63.69,8.0,1.0,25.14
2025-06-15,CAMP3020,in_app,Spring Clearance,627.0,19.0,29.77,2.0,1.0,139.02
2025-06-16,CAMP3020,in_app,Spring Clearance,1274.0,40.0,60.51,11.0,0.0,0.0
2025-06-17,CAMP3020,in_app,Spring Clearance,789.0,25.0,37.47,1.0,0.0,0.0
2025-06-18,CAMP3020,IN_APP,Spring Clearance,615.0,19.0,29.22,14.0,2.0,102.2
2025-06-19,CAMP3020,in_app,Spring Clearance,1129.0,35.0,53.61,4.0,1.0,152.25
2025-06-20,CAMP3020,in_app,Spring Clearance,864.0,27.0,41.04,7.0,1.0,60.0
2025-06-21,CAMP3020,in_app,Spring Clearance,1121.0,35.0,53.23,2.0,0.0,0.0
2025-06-22,CAMP3020,in_app,Spring Clearance,601.0,19.0,28.54,4.0,0.0,0.0
2025-06-23,CAMP3020,in_app,Spring Clearance,902.0,28.0,42.86,10.0,0.0,0.0
2025-06-24,CAMP3020,in_app,Spring Clearance,1413.0,44.0,67.1,3.0,0.0,0.0
2025-06-25,CAMP3020,in_app,,979.0,31.0,46.5,11.0,0.0,0.0
2025-06-26,CAMP3020,,Spring Clearance,1355.0,42.0,64.35,15.0,,464.5
2025-06-27,CAMP3020,in_app,Spring Clearance,515.0,16.0,24.48,11.0,0.0,0.0
2025-06-28,,in_app,Spring Clearance,886.0,28.0,42.08,15.0,1.0,131.41
,CAMP3020,in_app,Spring Clearance,788.0,24.0,37.41,5.0,1.0,38.83
2025-06-30,CAMP3020,in_app,Spring Clearance,763.0,24.0,36.26,2.0,0.0,0.0
,CAMP3020,in_app,Spring Clearance,819.0,25.0,38.91,9.0,0.0,0.0
2025-07-02,CAMP3020,in_app,,550.0,17.0,26.14,3.0,0.0,0.0
2025-07-03,CAMP3020,in_app,Spring Clearance,857.0,27.0,40.7,3.0,1.0,150.9
2025-07-04,CAMP3020,,Spring Clearance,832.0,26.0,39.5,1.0,1.0,70.43
,CAMP3020,in_app,Spring Clearance,1302.0,41.0,61.82,,0.0,0.0
,CAMP3023,instagram,,3029.0,38.0,59.61,,0.0,0.0
2025-10-09,CAMP3023,instagram,,2604.0,33.0,51.24,4.0,1.0,167.8
2025-10-10,CAMP3023,instagram,,1984.0,25.0,39.04,,1.0,86.76
2025-10-11,CAMP3023,instagram,,1854.0,,36.49,12.0,1.0,166.79
2025-10-12,CAMP3023,instagram,,2864.0,36.0,56.35,11.0,0.0,0.0
2025-10-13,CAMP3023,instagram,,1700.0,21.0,33.45,12.0,2.0,311.49
2025-10-14,CAMP3023,instagram,,1142.0,14.0,22.47,15.0,1.0,175.84
2025-10-15,CAMP3023, instagram ,,2411.0,30.0,47.44,5.0,1.0,125.36
2025-10-16,CAMP3023,instagram,,1904.0,24.0,37.48,9.0,1.0,122.73
2025-10-17,CAMP3023,instagram,,1568.0,19.0,30.85,8.0,0.0,0.0
2025-10-18,CAMP3023,instagram,,1860.0,23.0,36.61,12.0,2.0,119.38
2025-10-19,CAMP3023,instagram,,2226.0,28.0,43.79,13.0,2.0,176.97
2025-10-20,CAMP3023,instagram,,2800.0,35.0,,6.0,0.0,0.0
,CAMP3023,,,,13.0,,4.0,0.0,0.0
2025-10-22,CAMP3023,instagram,,2183.0,27.0,42.96,,0.0,0.0
2025-10-23,CAMP3023,instagram,,1285.0,16.0,25.28,14.0,0.0,0.0
2025-10-24,CAMP3023,instagram,,2604.0,,51.23,0.0,1.0,187.09
2025-10-25,CAMP3023,instagram,,2586.0,32.0,50.88,,0.0,0.0
2025-10-26,CAMP3023,instagram,,2966.0,37.0,58.36,5.0,0.0,0.0
2025-10-27,CAMP3023,instagram,,1785.0,22.0,,13.0,1.0,149.97
2025-10-28,CAMP3023,instagram,,1924.0,24.0,37.86,13.0,0.0,0.0
2025-10-29,CAMP3023,instagram,,2101.0,26.0,41.35,5.0,1.0,175.35
2025-10-30,CAMP3023,instagram,,,16.0,25.75,13.0,0.0,0.0
2025-04-10,CAMP3024,instagram,Christmas Countdown,1210.0,52.0,0.0,14.0,2.0,
2025-04-11,CAMP3024,instagram,Christmas Countdown,,34.0,0.0,13.0,2.0,89.31
2025-04-12,CAMP3024,instagram,Christmas Countdown,964.0,42.0,,12.0,0.0,0.0
2025-04-13,CAMP3024,instagram,Christmas Countdown,928.0,40.0,0.0,9.0,0.0,0.0
2025-04-14,CAMP3024,instagram,Christmas Countdown,1294.0,56.0,0.0,7.0,0.0,0.0
2025-04-15,CAMP3024,instagram,Christmas Countdown,712.0,31.0,0.0,0.0,1.0,87.6
2025-04-16,CAMP3024,instagram,Christmas Countdown,1006.0,43.0,0.0,9.0,1.0,157.36
2025-04-17,CAMP3024,instagram,Christmas Countdown,851.0,37.0,0.0,11.0,1.0,152.28
2025-04-18,CAMP3024,instagram,Christmas Countdown,1124.0,48.0,0.0,4.0,1.0,121.65
2025-04-19,CAMP3024,instagram,Christmas Countdown,1141.0,49.0,0.0,9.0,0.0,0.0
2025-04-20,CAMP3024,instagram,Christmas Countdown,971.0,42.0,0.0,,1.0,56.43
2025-04-21,,instagram,Christmas Countdown,911.0,39.0,0.0,6.0,0.0,0.0
2025-04-22,CAMP3024,instagram,Christmas Countdown,1054.0,,0.0,1.0,1.0,194.64
2025-04-23,CAMP3024,instagram,Christmas Countdown,1202.0,52.0,0.0,8.0,0.0,0.0
2025-04-24,CAMP3024,instagram,Christmas Countdown,496.0,21.0,0.0,14.0,,198.85
2025-04-25,CAMP3024,instagram,Christmas Countdown,,,0.0,6.0,0.0,0.0
2025-04-26,CAMP3024,instagram,Christmas Countdown,832.0,36.0,0.0,14.0,,132.79
2025-04-27,CAMP3024,instagram,Christmas Countdown,,56.0,,3.0,0.0,0.0
2025-04-28,CAMP3024,instagram,Christmas Countdown,590.0,25.0,0.0,6.0,1.0,
2025-04-29,CAMP3024,instagram,,1294.0,56.0,0.0,15.0,2.0,327.06
2025-04-30,CAMP3024,instagram,Christmas Countdown,915.0,39.0,0.0,13.0,1.0,145.78
,CAMP3024,instagram,Christmas Countdown,750.0,32.0,0.0,4.0,0.0,0.0
2025-05-02,CAMP3024,instagram,Christmas Countdown,1189.0,51.0,0.0,10.0,0.0,0.0
2025-05-03,,instagram,Christmas Countdown,636.0,,0.0,6.0,1.0,70.0
2025-05-04,CAMP3024,instagram,Christmas Countdown,701.0,30.0,0.0,1.0,1.0,27.92
,CAMP3024,instagram,,753.0,32.0,0.0,15.0,3.0,501.87
2025-05-06,CAMP3024,instagram,Christmas Countdown,1306.0,56.0,0.0,9.0,1.0,164.56
2025-05-07,camp3024,instagram,Christmas Countdown,489.0,21.0,0.0,14.0,0.0,0.0
2025-05-08,CAMP3024,instagram,Christmas Countdown,1253.0,54.0,0.0,11.0,0.0,0.0
2025-05-09,CAMP3024, instagram ,Christmas Countdown,839.0,36.0,0.0,2.0,1.0,78.34
2025-05-10,CAMP3024,instagram,Christmas Countdown,892.0,,0.0,0.0,1.0,141.51
2025-05-11,CAMP3024,instagram,Christmas Countdown,583.0,25.0,0.0,1.0,1.0,184.74
2025-05-12,CAMP3024,instagram,Christmas Countdown,1148.0,50.0,0.0,8.0,0.0,0.0
2025-05-13,CAMP3024,instagram,Christmas Countdown,1117.0,48.0,0.0,2.0,0.0,0.0
2025-05-14,CAMP3024,instagram,Christmas Countdown,734.0,32.0,0.0,6.0,0.0,0.0
2025-05-15,CAMP3024,instagram,Christmas Countdown,677.0,29.0,0.0,8.0,1.0,182.4
2025-05-16,CAMP3024,instagram,Christmas Countdown,863.0,,0.0,10.0,1.0,85.5
2025-05-17,CAMP3024,instagram,Christmas Countdown,,21.0,0.0,11.0,2.0,153.92
2025-05-18,,instagram,Christmas Countdown,794.0,34.0,0.0,13.0,0.0,0.0
2025-05-19,CAMP3024,instagram,Christmas Countdown,1335.0,58.0,0.0,4.0,,0.0
2025-05-20,CAMP3024,instagram,Christmas Countdown,569.0,24.0,,14.0,2.0,154.83
,CAMP3024,instagram,Christmas Countdown,1048.0,45.0,0.0,8.0,1.0,177.68
2025-05-22,CAMP3024,instagram,Christmas Countdown,691.0,30.0,0.0,4.0,0.0,0.0
,CAMP3024,instagram,Christmas Countdown,750.0,32.0,0.0,11.0,2.0,116.55
2025-05-24,CAMP3024,instagram,Christmas Countdown,1334.0,58.0,0.0,11.0,0.0,
2025-05-25,CAMP3024,instagram,Christmas Countdown,611.0,26.0,,6.0,1.0,151.2
2025-05-26,CAMP3024,instagram,Christmas Countdown,712.0,31.0,0.0,0.0,0.0,0.0
2025-05-27,CAMP3024,instagram,Christmas Countdown,820.0,35.0,0.0,14.0,0.0,0.0
2025-05-28,CAMP3024,instagram,Christmas Countdown,1053.0,45.0,0.0,7.0,0.0,0.0
2025-05-29,CAMP3024,instagram,Christmas Countdown,699.0,30.0,0.0,0.0,1.0,106.92
2025-05-30,CAMP3024,instagram,,,50.0,0.0,5.0,1.0,98.55
2025-05-31,CAMP3024,instagram,,1205.0,52.0,0.0,12.0,0.0,0.0
2025-06-01,CAMP3024,instagram,Christmas Countdown,721.0,31.0,0.0,3.0,1.0,49.91
2025-06-02,CAMP3024,instagram,Christmas Countdown,1187.0,51.0,0.0,15.0,0.0,0.0
2025-06-03,CAMP3024,instagram,Christmas Countdown,1250.0,54.0,0.0,11.0,1.0,149.74
2025-06-04,CAMP3024,instagram,,1155.0,50.0,0.0,8.0,1.0,180.38
2025-06-05,CAMP3024,instagram,Christmas Countdown,903.0,39.0,0.0,5.0,0.0,0.0
2025-06-06,,instagram,Christmas Countdown,673.0,29.0,0.0,2.0,1.0,
2025-06-07,CAMP3024,instagram,Christmas Countdown,689.0,30.0,0.0,6.0,0.0,0.0
2025-06-08,CAMP3024,instagram,Christmas Countdown,597.0,26.0,0.0,12.0,1.0,91.12
,CAMP3024,instagram,Christmas Countdown,1115.0,48.0,0.0,13.0,2.0,201.9
2025-06-10,CAMP3024, instagram ,Christmas Countdown,1076.0,46.0,0.0,14.0,2.0,205.92
2025-06-11,CAMP3024,instagram,Christmas Countdown,1239.0,54.0,0.0,10.0,1.0,184.54
2025-06-12,CAMP3024,instagram,Christmas Countdown,674.0,29.0,,7.0,1.0,31.58
2025-06-13,CAMP3024,instagram,Christmas Countdown,819.0,35.0,0.0,10.0,1.0,132.94
2025-05-01,CAMP3025, google_ads ,End of Season Clearance,956.0,31.0,21.41,5.0,0.0,0.0
2025-05-02,CAMP3025,google_ads,End of Season Clearance,435.0,14.0,9.76,10.0,0.0,0.0
2025-05-03,CAMP3025,google_ads,End of Season Clearance,630.0,20.0,14.11,2.0,0.0,0.0
2025-05-04,CAMP3025,google_ads,End of Season Clearance,1125.0,36.0,25.2,1.0,1.0,28.8
2025-05-05,CAMP3025,google_ads,End of Season Clearance,970.0,31.0,21.73,3.0,1.0,86.19
2025-05-06,CAMP3025,google_ads,End of Season Clearance,,18.0,12.89,,1.0,163.31
2025-05-07,CAMP3025,google_ads,,1070.0,34.0,23.96,1.0,0.0,0.0
2025-05-08,CAMP3025,google_ads,End of Season Clearance,803.0,26.0,17.99,8.0,1.0,187.7
2025-05-09,CAMP3025,google_ads,,534.0,,11.96,6.0,1.0,194.65
2025-05-10,CAMP3025,google_ads,End of Season Clearance,,20.0,13.86,6.0,1.0,71.2
2025-05-11,CAMP3025,google_ads,,583.0,19.0,13.07,5.0,1.0,103.55
2025-05-12,CAMP3025,google_ads,End of Season Clearance,1086.0,35.0,24.33,3.0,1.0,98.14
2025-05-13,CAMP3025,google_ads,,1213.0,39.0,27.18,3.0,0.0,0.0
2025-05-14,CAMP3025,google_ads,End of Season Clearance,536.0,17.0,12.01,1.0,1.0,164.78
2025-05-15,CAMP3025,google_ads,End of Season Clearance,1084.0,35.0,24.28,3.0,1.0,166.77
2025-05-16,CAMP3025,google_ads,End of Season Clearance,818.0,26.0,18.32,4.0,1.0,143.84
2025-05-17,CAMP3025,google_ads,End of Season Clearance,423.0,13.0,9.49,4.0,0.0,0.0
2025-05-18,CAMP3025,google_ads,End of Season Clearance,591.0,19.0,13.25,13.0,0.0,
2025-05-19,CAMP3025,google_ads,End of Season Clearance,870.0,28.0,19.5,8.0,,84.43
2025-05-20,CAMP3025,google_ads,End of Season Clearance,1136.0,37.0,25.45,15.0,3.0,384.29
2025-05-21,CAMP3025,google_ads,End of Season Clearance,1142.0,37.0,,2.0,0.0,0.0
2025-05-22,CAMP3025,google_ads,End of Season Clearance,1001.0,32.0,22.43,10.0,0.0,0.0
2025-05-23,CAMP3025,google_ads,End of Season Clearance,811.0,26.0,18.18,3.0,,83.41
2025-05-24,CAMP3025,google_ads,End of Season Clearance,802.0,26.0,,15.0,3.0,244.6
,CAMP3025,google_ads,End of Season Clearance,686.0,22.0,15.36,15.0,1.0,59.01
2025-05-26,CAMP3025,google_ads,,1058.0,34.0,23.7,3.0,0.0,0.0
2025-05-27,,google_ads,End of Season Clearance,797.0,26.0,17.86,15.0,0.0,0.0
2025-05-28,CAMP3025,google_ads,End of Season Clearance,552.0,18.0,12.37,7.0,1.0,55.74
2025-05-29,CAMP3025,google_ads,End of Season Clearance,768.0,25.0,17.2,2.0,1.0,185.25
2025-05-30,CAMP3025,google_ads,End of Season Clearance,594.0,19.0,13.31,9.0,0.0,0.0
2025-05-31,CAMP3025,google_ads,,1090.0,35.0,24.41,13.0,2.0,152.49
2025-06-01,CAMP3025,google_ads,END OF SEASON CLEARANCE,1051.0,34.0,23.55,5.0,0.0,0.0
,,google_ads,End of Season Clearance,763.0,24.0,17.09,13.0,0.0,0.0
,CAMP3025,google_ads,End of Season Clearance,796.0,26.0,17.83,9.0,0.0,0.0
2025-06-04,CAMP3025,google_ads,End of Season Clearance,441.0,14.0,9.88,2.0,1.0,
2025-06-05,CAMP3025,google_ads,End of Season Clearance,523.0,17.0,11.71,14.0,1.0,160.66
2025-06-06,CAMP3025,google_ads,End of Season Clearance,991.0,32.0,22.2,9.0,1.0,136.59
2025-06-07,CAMP3025,google_ads,End of Season Clearance,482.0,15.0,10.8,4.0,1.0,71.29
2025-06-08,CAMP3025,google_ads,End of Season Clearance,640.0,20.0,14.33,8.0,1.0,
2025-09-01,CAMP3027,email,,1221.0,38.0,21.91,7.0,0.0,0.0
2025-09-02,camp3027,email,Fall Fashion Preview,,40.0,23.16,1.0,1.0,121.21
2025-09-03,CAMP3027,email,Fall Fashion Preview,1050.0,33.0,18.84,5.0,1.0,96.92
2025-09-04,CAMP3027,email,Fall Fashion Preview,479.0,15.0,8.61,2.0,0.0,0.0
2025-09-05,CAMP3027,email,Fall Fashion Preview,731.0,23.0,13.12,11.0,2.0,376.4
2025-09-06,CAMP3027,email,Fall Fashion Preview,941.0,29.0,16.88,8.0,1.0,
2025-09-07,CAMP3027,email,Fall Fashion Preview,727.0,22.0,13.05,1.0,0.0,0.0
2025-09-08,CAMP3027,email,Fall Fashion Preview,783.0,,14.06,5.0,0.0,0.0
2025-09-09,CAMP3027,email,Fall Fashion Preview,559.0,17.0,10.04,6.0,1.0,187.82
2025-09-10,CAMP3027,email,Fall Fashion Preview,1069.0,33.0,19.18,8.0,1.0,138.99
2025-09-11,CAMP3027,email,Fall Fashion Preview,840.0,26.0,15.08,14.0,2.0,91.86
2025-09-12,CAMP3027,email,Fall Fashion Preview,1001.0,31.0,17.96,5.0,0.0,
2025-09-13,CAMP3027,email,Fall Fashion Preview,633.0,19.0,11.37,6.0,0.0,
2025-09-14,CAMP3027,email,Fall Fashion Preview,1199.0,37.0,21.51,11.0,1.0,139.98
,CAMP3027,email,,995.0,31.0,17.85,10.0,2.0,321.42
2025-09-16,CAMP3027,email,Fall Fashion Preview,822.0,25.0,14.76,1.0,0.0,0.0
2025-09-17,CAMP3027,email,Fall Fashion Preview,1222.0,38.0,21.93,3.0,1.0,74.13
,CAMP3027,email, fall fashion preview ,615.0,19.0,,7.0,0.0,0.0
2025-09-19,CAMP3027,email,Fall Fashion Preview,1021.0,32.0,18.32,9.0,1.0,191.05
2025-10-01,,social,Labor Day Savings,178.0,2.0,16.16,10.0,2.0,84.18
2025-10-02,,social,Labor Day Savings,265.0,,24.11,1.0,0.0,0.0
2025-10-03,CAMP3028,social,Labor Day Savings,363.0,5.0,32.99,8.0,0.0,0.0
2025-10-04,CAMP3028,social,Labor Day Savings,275.0,4.0,25.02,1.0,0.0,0.0
2025-10-05,CAMP3028,social,Labor Day Savings,409.0,6.0,37.15,6.0,0.0,0.0
2025-10-06,CAMP3028,social,Labor Day Savings,490.0,7.0,44.49,4.0,1.0,43.23
2025-10-07,,SOCIAL,Labor Day Savings,199.0,3.0,18.13,7.0,1.0,24.17
2025-10-08,CAMP3028,social,Labor Day Savings,487.0,7.0,44.22,13.0,2.0,373.16
2025-10-09,CAMP3028,social,Labor Day Savings,482.0,7.0,43.75,9.0,1.0,169.69
2025-10-10,CAMP3028,social,Labor Day Savings,207.0,3.0,18.85,1.0,0.0,
2025-10-11,CAMP3028,social,Labor Day Savings,363.0,5.0,32.96,10.0,0.0,0.0
2025-10-12,CAMP3028,social,Labor Day Savings,177.0,2.0,16.06,14.0,2.0,342.49
2025-10-13,CAMP3028,,Labor Day Savings,210.0,3.0,19.11,12.0,2.0,156.0
2025-10-14,CAMP3028,social,Labor Day Savings,490.0,7.0,44.49,10.0,2.0,101.26
2025-10-15,CAMP3028,social,Labor Day Savings,302.0,4.0,27.4,,0.0,0.0
,CAMP3028,social,Labor Day Savings,339.0,5.0,30.77,7.0,,107.73
2025-10-17,CAMP3028,social,,495.0,7.0,44.89,6.0,1.0,151.89
2025-10-18,CAMP3028,social,Labor Day Savings,427.0,6.0,38.77,0.0,1.0,156.65
2025-10-19,CAMP3028,social,Labor Day Savings,434.0,6.0,39.44,4.0,1.0,69.74
2025-10-20,CAMP3028,SOCIAL,Labor Day Savings,459.0,6.0,41.65,13.0,1.0,36.79
2025-10-21,CAMP3028,social,Labor Day Savings,445.0,6.0,40.37,,2.0,60.53
2025-10-22,CAMP3028,social,Labor Day Savings,198.0,2.0,17.98,8.0,1.0,90.82
2025-10-23,CAMP3028,social,Labor Day Savings,451.0,6.0,40.91,,1.0,33.19
2025-10-24,CAMP3028,social,Labor Day Savings,314.0,4.0,28.51,9.0,1.0,132.98
2025-10-25,CAMP3028,social,Labor Day Savings,434.0,,39.38,1.0,1.0,58.5
2025-10-26,CAMP3028,social,Labor Day Savings,251.0,3.0,22.84,8.0,0.0,0.0
2025-10-27,CAMP3028,social,Labor Day Savings,278.0,4.0,25.26,3.0,1.0,111.96
,CAMP3028,social,Labor Day Savings,501.0,7.0,45.52,7.0,0.0,0.0
2025-10-29,CAMP3028,social,Labor Day Savings,,6.0,40.76,9.0,0.0,0.0
2025-10-30,CAMP3028,social,Labor Day Savings,245.0,3.0,,7.0,1.0,150.62
2025-10-31,CAMP3028,,Labor Day Savings,503.0,7.0,45.64,,0.0,0.0
2025-11-01,CAMP3028,social,Labor Day Savings,235.0,3.0,21.39,4.0,1.0,87.22
2025-11-02,CAMP3028,social,Labor Day Savings,464.0,7.0,42.16,14.0,1.0,57.52
2025-11-03,CAMP3028,SOCIAL,Labor Day Savings,275.0,4.0,25.01,14.0,0.0,0.0
,CAMP3028,social,Labor Day Savings,463.0,6.0,42.07,,1.0,47.03
2025-11-05,CAMP3028,social,Labor Day Savings,392.0,5.0,35.58,13.0,1.0,77.38
2025-11-06,CAMP3028,social,Labor Day Savings,415.0,6.0,37.66,11.0,1.0,192.35
2025-11-07,CAMP3028,social,Labor Day Savings,346.0,5.0,31.44,15.0,3.0,492.75
2025-11-08,CAMP3028,social,Labor Day Savings,342.0,5.0,31.01,13.0,2.0,363.05
2025-11-09,CAMP3028,social,,247.0,3.0,22.48,9.0,0.0,0.0
2025-11-10,CAMP3028,social,Labor Day Savings,517.0,7.0,46.96,1.0,1.0,117.21
2025-11-11,CAMP3028,,Labor Day Savings,347.0,5.0,31.48,5.0,1.0,124.48
,CAMP3028,,Labor Day Savings,216.0,3.0,19.62,6.0,,0.0
2025-11-13,CAMP3028,social,Labor Day Savings,426.0,6.0,38.65,15.0,3.0,120.34
2025-11-14,CAMP3028,social,,452.0,6.0,41.07,2.0,1.0,108.66
2025-11-15,CAMP3028,social,Labor Day Savings,271.0,4.0,24.58,12.0,2.0,353.9
2025-11-16,CAMP3028,social,Labor Day Savings,484.0,7.0,43.92,9.0,1.0,176.29
2025-11-17,CAMP3028,social,Labor Day Savings,435.0,,39.53,8.0,1.0,66.95
2025-11-18,CAMP3028,social,Labor Day Savings,501.0,7.0,45.5,4.0,0.0,0.0
2025-11-19,CAMP3028,social,Labor Day Savings,399.0,6.0,36.18,14.0,2.0,112.45
2025-11-20,CAMP3028,social,Labor Day Savings,333.0,5.0,30.23,15.0,0.0,
2025-11-21,CAMP3028,SOCIAL,Labor Day Savings,188.0,2.0,17.06,3.0,1.0,89.47
2025-11-22,CAMP3028,social,Labor Day Savings,484.0,7.0,43.93,9.0,1.0,180.49
2025-11-23,,social,Labor Day Savings,378.0,5.0,34.34,8.0,1.0,43.37
2025-11-24,CAMP3028,social,Labor Day Savings,381.0,5.0,34.59,9.0,1.0,101.28
2025-11-25,CAMP3028,social,Labor Day Savings,209.0,3.0,19.01,3.0,,0.0
2025-11-26,CAMP3028,social,Labor Day Savings,397.0,5.0,36.06,10.0,1.0,156.67
2025-11-27,CAMP3028,social,Labor Day Savings,,5.0,33.56,14.0,2.0,347.94
2025-11-28,CAMP3028,social,Labor Day Savings,501.0,7.0,45.51,1.0,1.0,191.75
2025-11-29,CAMP3028,social,Labor Day Savings,223.0,3.0,20.25,2.0,1.0,151.0
2025-11-30,CAMP3028,social,Labor Day Savings,,3.0,20.54,5.0,0.0,0.0
2025-12-01,CAMP3028,social,Labor Day Savings,263.0,3.0,23.88,7.0,1.0,47.59
2025-12-02,CAMP3028,social,Labor Day Savings,328.0,4.0,29.8,6.0,1.0,176.03
2025-12-03,CAMP3028,social,Labor Day Savings,344.0,5.0,31.22,10.0,2.0,277.95
2025-12-04,CAMP3028,social,Labor Day Savings,432.0,6.0,39.2,9.0,1.0,72.03
2025-12-05,CAMP3028,social,Labor Day Savings,438.0,6.0,39.81,0.0,0.0,0.0
2025-12-06,,social,Labor Day Savings,489.0,7.0,44.39,4.0,1.0,86.21
2025-12-07,,social,Labor Day Savings,204.0,3.0,18.55,9.0,1.0,169.26
2025-12-08,CAMP3028,social,Labor Day Savings,483.0,7.0,43.86,,2.0,357.25
2025-12-09,CAMP3028,social,Labor Day Savings,519.0,7.0,47.08,11.0,0.0,0.0
2025-12-10,CAMP3028,social,Labor Day Savings,498.0,,45.24,11.0,1.0,151.85
2025-12-11,CAMP3028,social,Labor Day Savings,438.0,6.0,39.76,7.0,1.0,52.49
2025-12-12,CAMP3028,social,,184.0,2.0,16.71,11.0,0.0,0.0
2025-12-13,CAMP3028,,Labor Day Savings,223.0,3.0,20.28,8.0,0.0,0.0
2025-12-14,CAMP3028,,Labor Day Savings,,5.0,32.32,11.0,1.0,189.43
2025-12-15,CAMP3028,social,,285.0,,25.92,15.0,3.0,130.86
2025-12-16,CAMP3028,social,Labor Day Savings,226.0,3.0,20.54,12.0,1.0,186.69
2025-12-17,CAMP3028,social,Labor Day Savings,459.0,6.0,41.66,14.0,0.0,0.0
2025-12-18,CAMP3028, social ,Labor Day Savings,380.0,5.0,34.48,8.0,0.0,0.0
2025-12-19,CAMP3028,social,Labor Day Savings,438.0,6.0,39.78,10.0,1.0,31.67
2025-12-20,CAMP3028,social,Labor Day Savings,259.0,3.0,23.55,4.0,1.0,50.7
2025-12-21,CAMP3028,social,Labor Day Savings,468.0,7.0,42.48,0.0,0.0,0.0
2025-07-23,CAMP3029,in_app,Summer Blowout 2026,2171.0,46.0,211.18,11.0,0.0,0.0
2025-07-24,CAMP3029,in_app,,2735.0,58.0,265.99,0.0,0.0,0.0
2025-07-25,CAMP3029,in_app,Summer Blowout 2026,4288.0,91.0,417.07,2.0,1.0,110.21
2025-07-26,CAMP3029,in_app,Summer Blowout 2026,1697.0,36.0,165.13,0.0,1.0,158.79
2025-07-27,CAMP3029,in_app,Summer Blowout 2026,1824.0,39.0,177.45,3.0,0.0,0.0
2025-07-28,CAMP3029,in_app,,3924.0,84.0,381.7,11.0,2.0,305.09
2025-07-29,CAMP3029,in_app,Summer Blowout 2026,3671.0,78.0,357.09,2.0,1.0,171.65
2025-07-30,CAMP3029,in_app,Summer Blowout 2026,3823.0,81.0,371.82,6.0,0.0,0.0
2025-07-31,camp3029,in_app,Summer Blowout 2026,3296.0,,320.59,15.0,1.0,43.85
2025-08-01,CAMP3029,in_app,Summer Blowout 2026,2090.0,44.0,203.35,3.0,0.0,0.0
2025-08-02,CAMP3029,in_app,Summer Blowout 2026,4301.0,92.0,418.29,10.0,0.0,0.0
2025-08-03,CAMP3029,in_app,Summer Blowout 2026,,84.0,383.87,3.0,1.0,32.63
2025-08-04,CAMP3029,in_app,Summer Blowout 2026,1753.0,37.0,170.53,6.0,1.0,97.18
2025-08-05,CAMP3029,in_app,,2311.0,49.0,224.81,12.0,2.0,163.4
2025-08-06,CAMP3029,in_app,Summer Blowout 2026,2967.0,63.0,288.57,11.0,1.0,125.61
