order_id,customer_id,order_datetime,sku,quantity,unit_price,total_amount,payment_method,order_status,coupon_applied
 nan , CUST1455 ,2024-01-30 19:42:19.265619,SKU10027,1.0,42.35,42.35, credit_card , delivered , true 
 ord5240 ,cust1380, 2024-07-12 17:19:06.355825 ,SKU10141,1.0,209.73,209.73, credit_card ,pending,false
ORD5241,cust1079,2024-10-29 08:39:56.336459,SKU10069,4.0,113.04,452.16, wallet ,delivered,True
ORD5242,CUST1144,2024-03-19 09:05:14.589150,SKU10154,,420.46,420.46,credit_card, nan ,False
ORD5243,cust1107, 2024-10-30 16:32:26.768187 ,SKU10183,3.0,162.88,488.64,CREDIT_CARD, nan ,TRUE
ORD5244,CUST1175,2025-07-25 15:04:01.419980,nan,2.0,,340.92,credit_card,delivered,True
 nan , CUST1351 ,2025-01-24 11:38:31.189844,SKU10162,3.0,162.12,486.36,credit_card, DELIVERED ,true
 ord5098 ,CUST1001, 2025-09-18 09:04:48.678947 ,SKU10184,,273.5,820.5,credit_card, DELIVERED ,False
ORD5247,CUST1258,2024-05-08 10:04:29.304447, SKU10125 ,2.0,77.22,154.44,bank_transfer,delivered,True
ORD5248,CUST1128,2024-11-13 22:40:23.341979,SKU10013,2.0,263.12,526.24, credit_card ,nan,False
 ORD5249 ,CUST1047,2024-08-30 04:42:48.128885,SKU10162,3.0,162.12,,nan,delivered,True
 ORD5250 ,cust1216, 2024-08-28 08:19:49.707484 ,NAN,4.0,113.63,454.52,paypal,delivered, True 
ORD5251,CUST1022, 2024-12-20 14:37:14.038136 , SKU10000 ,2.0,153.38,306.76,credit_card,delivered, False 
ORD5252,CUST1170,2025-01-26 13:05:11.108970,SKU10197,3.0,117.74,353.23,wallet,DELIVERED,True
nan,CUST1066,2025-06-17 21:32:02.580148, SKU10163 ,3.0,131.62,394.87,CREDIT_CARD,cancelled, False 
ORD5254,CUST1134,2024-08-16 10:44:32.425716,SKU10041,1.0,110.18,110.18, wallet ,delivered,False
 ORD5255 ,CUST1379,2025-06-23 15:53:52.192653,SKU10113,2.0,13.69,27.38,wallet,delivered,false
 ORD5256 , nan ,2024-08-14 20:52:06.830872,NAN,4.0,297.89,,wallet,DELIVERED,False
ord5257,CUST1218, nan ,SKU10143,3.0,210.66,631.98, PAYPAL ,delivered,false
ORD5258,CUST1004,2025-01-06 07:20:14.741365, sku10028 ,1.0,235.42,235.42,nan,CANCELLED, FALSE 
ORD5259,CUST1038,2025-01-28 21:28:09.783511,SKU10176,3.0,306.47,919.4,wallet,pending,nan
ord5260,CUST1462,2025-09-18 03:24:25.738558,SKU10038,3.0,5.96,3948.1646147755046,credit_card,delivered,true
ORD5261,CUST1279, 2025-05-01 11:03:58.043104 ,SKU10009,13.615599857291695,233.2,932.8, credit_card ,delivered,FALSE
ORD5262,nan,2025-09-06 21:47:03.307598,SKU10094,1.0,82.35,82.35,PAYPAL,nan,NAN
ORD5263,cust1298,2025-08-31 14:13:23.306547,SKU10141,4.0,209.73,838.92,CREDIT_CARD,pending, False 
ORD5264,CUST1075, 2025-02-09 01:33:06.094629 ,SKU10110,3.0,184.51,3948.1646147755046,wallet, returned , False 
ORD5265,CUST1065,2024-12-19 14:24:50.438196,SKU10010,1.0,253.32,253.32,paypal,nan,nan
ORD5266,CUST1157,2025-01-08 11:39:02.707166,nan,13.615599857291695,41.36,165.44,credit_card,DELIVERED,True
ORD5267,CUST1460, 2025-10-17 11:33:33.794821 ,sku10010,3.0,253.32,759.96,bank_transfer,nan,False
ORD5823, CUST1382 ,2025-10-13 16:50:05.969898, sku10086 ,3.0,191.38,574.15, credit_card ,CANCELLED,False
ORD5269,CUST1107,2024-03-12 04:45:20.696622,SKU10174,1.0,139.93,139.93,NAN,nan,False
ORD5270,CUST1127, 2025-06-05 13:07:43.611762 ,SKU10170,4.0,150.16,,bank_transfer,delivered, TRUE 
ORD5271,CUST1052,2024-04-24 06:15:06.574620,SKU10090,4.0,71.43,285.72,credit_card,delivered,False
 ORD5272 , CUST1399 ,2024-10-26 17:23:48.580838, SKU10143 ,2.0,210.66,421.32,credit_card, returned ,False
 ORD5273 ,CUST1452,2024-05-21 00:11:29.502955,SKU10104,4.0,164.86,659.45,credit_card,cancelled,False
ord5274, CUST1498 ,2025-04-07 00:29:44.497588,SKU10158,4.0,56.33,225.32,credit_card,delivered,False
 ORD5275 ,CUST1383,2025-08-10 19:08:26.008742,SKU10039,1.0,248.67,248.67, credit_card ,delivered,False
ORD5276, nan , 2024-07-13 13:01:08.820107 , nan ,,428.88,428.88,wallet,delivered,False
ORD5277,CUST1442,2024-02-24 22:43:57.787060,NAN,3.0,110.18,330.53,credit_card,delivered,True
 nan ,CUST1499, 2024-07-18 23:46:08.461364 , SKU10045 ,3.0,,269.18,bank_transfer,delivered,false
ORD5279,CUST1451,2025-03-26 11:34:43.231979,SKU10105,2.0,251.59,503.18,wallet,delivered, False 
ORD5280, cust1012 ,2024-08-08 06:27:46.263872, SKU10045 ,3.0,89.73,,credit_card,delivered,False
ORD5281,CUST1377,2024-07-05 08:02:37.155354,sku10085,2.0,99.58,199.15,wallet, DELIVERED ,True
ord5282, CUST1400 , 2024-05-03 13:43:04.312542 ,SKU10105,4.0,251.59,1006.36, paypal ,returned,True
ORD5283,CUST1410,2024-11-29 08:03:50.918907,SKU10171,13.615599857291695,106.08,424.32,credit_card,delivered,False
ORD5284,CUST1442, 2024-07-03 21:15:25.764363 ,nan,3.0,151.48,454.44,credit_card,delivered,False
ORD5285, CUST1415 ,2025-05-04 18:38:47.090986,SKU10063,4.0,119.19,476.76,credit_card, delivered ,false
ORD5184,CUST1135,2025-04-14 21:55:33.779251,SKU10116,1.0,255.4,255.4, credit_card ,nan, FALSE 
 ORD5287 ,CUST1403,nan,SKU10179,4.0,69.07,276.3,nan, returned , False 
ORD5288,CUST1055,2024-06-08 03:57:54.123299,SKU10097,2.0,304.07,608.14,nan,returned,False
 ORD5289 ,nan,2024-11-23 19:36:37.863755, SKU10009 ,3.0,233.2,699.6,credit_card,delivered, False 
ORD5290,nan,2024-07-10 16:19:33.406546,SKU10120,2.0,300.78,601.56,credit_card,delivered, False 
ORD5291,NAN,2025-04-29 06:07:13.116913,SKU10051,2.0,153.42,306.83,credit_card,NAN,False
nan,CUST1418,2025-09-25 08:32:13.946087,SKU10117,,93.95,93.95, credit_card , delivered ,False
ORD5293,CUST1179, 2025-09-06 10:35:40.609949 , SKU10078 ,1.0,251.19,251.19,WALLET, delivered ,TRUE
 ORD5294 ,nan,2025-01-25 21:29:36.742261,SKU10058,4.0,152.39,609.55,CREDIT_CARD,delivered,true
ORD5295,CUST1114,2024-11-05 22:46:25.234940,SKU10006,3.0,211.29,633.87,paypal, returned , true 
ORD5296,CUST1337,2025-07-02 06:16:19.890427,SKU10049,2.0,169.49,338.98,bank_transfer,delivered,False
 ORD5297 ,CUST1204,2025-04-02 19:53:16.479794,SKU10084,4.0,49.44,197.76,wallet,nan,True
ORD5298,CUST1142,2024-05-02 23:42:39.443790,SKU10017,1.0,80.1,80.1,PAYPAL,DELIVERED,True
 ORD5299 ,CUST1495, 2025-07-04 00:22:51.437629 , SKU10197 ,4.0,117.74,470.97, credit_card ,delivered, TRUE 
ORD5300,CUST1142,2024-10-14 08:27:39.533281,nan,,358.61,358.61, paypal ,cancelled,False
ORD5301,nan, 2024-05-06 14:53:21.884411 ,SKU10130,1.0,12.36,12.36, credit_card ,delivered,False
ord5302,cust1204,2024-07-07 19:18:05.019752,SKU10173,2.0,10.04,20.07,paypal,delivered,True
ORD5303, CUST1431 , 2024-06-28 05:50:04.727016 ,SKU10137,2.0,1300.635444514297,108.9, bank_transfer ,delivered,True
 ORD5304 ,CUST1169,nan, SKU10007 ,2.0,41.29,, NAN ,delivered,False
ORD5305, nan , 2024-06-06 00:40:15.809161 ,SKU10066,2.0,117.13,234.26,NAN,delivered, False 
ORD5306,CUST1091, 2024-03-23 18:56:56.822702 , SKU10148 ,2.0,127.0,254.0,WALLET,delivered,TRUE
ORD5307,CUST1492,2024-03-23 20:56:55.960329,SKU10067,2.0,298.44,596.89,NAN,delivered, False 
 ORD5308 ,CUST1019,2025-01-25 19:04:52.499988,SKU10027,1.0,42.35,42.35,credit_card,delivered,True
ORD5309,CUST1305, 2025-05-07 06:55:45.712913 ,SKU10111,4.0,101.51,406.04,credit_card,returned,FALSE
ORD5310,CUST1176,2024-08-03 10:15:02.815634,SKU10186,3.0,421.28,1263.83,credit_card,delivered,False
ORD5311,nan,2024-01-24 05:11:00.289714,SKU10080,2.0,372.79,745.58, nan ,delivered,false
ORD5312,CUST1223, 2024-03-26 05:46:34.255010 ,sku10155,2.0,214.51,,BANK_TRANSFER,DELIVERED,TRUE
 ORD5313 , CUST1261 ,2025-09-04 20:17:18.708791,sku10029,1.0,1300.635444514297,100.89,credit_card, delivered ,True
ORD5314, CUST1197 ,2024-11-26 16:10:55.366314,SKU10147,2.0,199.66,399.32,credit_card,cancelled,True
ORD5315, CUST1097 , 2024-10-30 21:27:02.803003 ,nan,4.0,432.3,,bank_transfer,cancelled,False
ORD5151,CUST1478,2025-05-12 03:43:15.694416,nan,3.0,22.53,67.59,wallet,delivered,True
 ORD5317 ,CUST1223,2025-05-03 04:28:59.947881,SKU10000,13.615599857291695,153.38,3948.1646147755046,CREDIT_CARD, DELIVERED ,FALSE
nan, CUST1324 , 2025-06-29 18:12:30.998827 ,nan,2.0,,,bank_transfer,delivered,False
ORD5319,CUST1351,nan,SKU10184,4.0,,1094.0,paypal, delivered ,FALSE
ORD5320,CUST1481,2024-03-14 17:59:09.829361, SKU10189 ,1.0,385.05,385.05, paypal ,delivered,True
ORD5321,CUST1377,2024-09-13 20:52:36.649929, SKU10171 ,4.0,106.08,424.32,credit_card,delivered,False
ORD5322, CUST1100 ,2025-07-14 21:33:51.783322,SKU10093,4.0,41.36,165.44, paypal , delivered ,False
 ORD5323 , CUST1220 ,nan,SKU10017,1.0,,80.1,paypal,delivered,true
ORD5324,CUST1485,2025-02-07 21:46:11.268342,SKU10170,3.0,150.16,450.48,bank_transfer,delivered,FALSE
 ORD5325 ,CUST1471,2025-05-02 10:47:08.699498,SKU10084,2.0,49.44,98.88,nan,returned,False
ORD5326,CUST1319,2024-03-18 03:42:18.221177,SKU10080,2.0,372.79,745.58,nan, DELIVERED , true 
 ORD5327 , CUST1339 ,2025-01-29 01:04:01.677803,SKU10031,3.0,366.25,3948.1646147755046,PAYPAL,delivered,False
ORD5328,CUST1368, 2025-03-22 20:48:30.643466 ,SKU10076,3.0,209.41,3948.1646147755046,wallet,DELIVERED,True
 ORD5329 ,CUST1259,2024-05-14 11:27:45.050594, SKU10079 ,13.615599857291695,258.64,1034.55,paypal, delivered ,FALSE
nan,CUST1341,2025-08-12 16:53:17.178709,SKU10104,2.0,1300.635444514297,329.72, credit_card , delivered , False 
ORD5331,CUST1167, 2024-05-10 15:32:51.141617 ,SKU10103,1.0,98.3,98.3,CREDIT_CARD, delivered ,False
ord5332, cust1356 ,2024-07-29 00:42:57.406791, SKU10075 ,13.615599857291695,139.26,139.26,credit_card,delivered,True
ORD5360,CUST1023,2024-01-11 14:53:51.443119,SKU10062,3.0,,436.8, CREDIT_CARD ,delivered, nan 
ORD5334, CUST1098 ,nan, SKU10107 ,4.0,56.61,226.44,credit_card,RETURNED,True
ORD5335,CUST1340,2025-04-13 14:06:23.886277,sku10097,4.0,304.07,1216.28,nan,nan,TRUE
ORD5336,CUST1346,2024-03-16 01:08:54.046092,nan,3.0,90.35,271.06,credit_card,pending,TRUE
 ORD5337 ,CUST1462,2025-07-23 03:23:16.919704,SKU10044,,19.24,19.24,nan,pending,false
 nan , CUST1315 ,2024-12-23 00:10:54.793613,SKU10145,4.0,64.96,259.83, nan ,nan, FALSE 
ord5339,cust1154,2024-11-11 18:51:16.017154,NAN,2.0,,196.6,credit_card,delivered,True
ORD5340,CUST1280,nan,SKU10000,2.0,153.38,306.76, CREDIT_CARD ,delivered,False
ORD5341,NAN,2025-05-11 01:16:58.853322,SKU10073,4.0,1300.635444514297,268.19,credit_card, delivered ,False
ORD5342,CUST1107,2024-03-20 01:32:12.868942,SKU10110,13.615599857291695,184.51,738.04,credit_card,pending,nan
ord5343, CUST1402 ,2025-05-21 21:08:59.312393,SKU10148,2.0,127.0,254.0,credit_card,delivered,False
 nan ,CUST1310, 2024-03-04 19:36:10.289821 ,SKU10167,1.0,82.19,82.19,credit_card,delivered,False
ord5345,CUST1164,nan,SKU10119,2.0,171.45,342.9,bank_transfer, returned ,False
 ORD5346 ,cust1226,2024-09-27 10:18:15.825384,SKU10113,1.0,13.69,3948.1646147755046,CREDIT_CARD, delivered ,False
ord5347,CUST1345,2025-10-27 16:44:13.268159,SKU10054,4.0,44.25,177.0, bank_transfer ,nan,False
ORD5348,CUST1261, 2024-04-27 04:08:01.298448 ,SKU10121,1.0,262.97,,nan,RETURNED, nan 
ord5101,CUST1390, 2024-11-01 20:39:44.618011 ,SKU10045,4.0,89.73,358.91,credit_card,delivered,False
 ORD5350 ,nan,2024-04-26 04:12:31.480540,SKU10168,3.0,135.35,406.04, credit_card , delivered ,FALSE
ORD5351,CUST1043,2025-04-30 14:34:28.406391, SKU10072 ,3.0,423.72,1271.16,credit_card,delivered,False
ORD5352,CUST1263,2024-12-04 14:05:13.146951,SKU10169,4.0,,198.02,credit_card,pending,False
ORD5353,CUST1324,2025-03-31 13:56:42.353654,SKU10158,1.0,56.33,56.33,credit_card,delivered, True 
ord5354, CUST1171 ,2024-05-15 22:12:02.407323, nan ,2.0,136.28,272.56,credit_card,delivered, False 
ord5355, CUST1419 , nan ,SKU10192,2.0,1300.635444514297,896.28,credit_card,delivered,False
 ORD5356 ,CUST1120,2025-10-29 01:33:16.123439,SKU10172,3.0,165.93,497.78,NAN,cancelled,False
ORD5357,CUST1158, 2025-03-21 23:39:36.180236 ,SKU10057,4.0,158.04,632.16,credit_card, delivered , True 
 ORD5358 ,CUST1412,2024-11-26 15:09:30.128443,SKU10050,4.0,308.51,1234.04,credit_card, returned ,False
 ORD5359 ,CUST1075,nan,SKU10006,1.0,211.29,211.29,credit_card,delivered,False
ORD5360,CUST1023,2024-01-11 14:53:51.443119,SKU10062,3.0,,436.8, CREDIT_CARD ,delivered, nan 
ORD5361,CUST1243,2025-05-04 01:10:12.684418,SKU10156,13.615599857291695,45.67,137.02,paypal,delivered, FALSE 
ord5362,CUST1435,2025-08-18 11:02:38.365318,SKU10196,1.0,,270.31,credit_card,delivered,True
 ord5363 ,CUST1037,2024-02-11 07:43:38.296650,SKU10116,3.0,255.4,3948.1646147755046,wallet,delivered,False
ORD5364,nan,2024-10-28 13:01:54.697027,SKU10161,2.0,189.33,378.65,credit_card,delivered,False
ORD5365,CUST1294,2024-05-17 03:53:19.750257,SKU10049,1.0,169.49,169.49, credit_card , delivered ,TRUE
 ORD5366 ,CUST1367, 2025-01-14 13:36:43.569548 , nan ,3.0,15.87,47.61,credit_card,delivered,nan
ORD5367,CUST1196,2025-03-11 04:39:02.787649,nan,4.0,,687.58,paypal,cancelled,false
ORD5368,CUST1204,2024-07-21 18:10:50.813380,SKU10062,1.0,145.6,145.6,nan, cancelled ,true
ORD5369,CUST1075,2024-11-04 04:30:18.894326,SKU10167,1.0,82.19,82.19,WALLET,delivered,False
 ORD5370 ,cust1352,2024-07-06 03:46:44.123689,sku10001,13.615599857291695,229.27,229.27,credit_card, delivered ,False
ORD5371,CUST1457, 2024-09-04 11:48:35.727978 , SKU10192 ,3.0,448.14,1344.42,credit_card,delivered,true
ORD5372, nan ,nan,NAN,1.0,117.74,117.74,credit_card,nan,TRUE
 ORD5373 ,NAN,2025-08-16 07:47:45.070285,sku10027,3.0,42.35,127.05, paypal ,DELIVERED,false
ORD5374,CUST1398, 2024-01-07 16:58:02.646447 ,SKU10108,3.0,140.37,421.12,CREDIT_CARD,delivered, false 
ORD5375,CUST1112,2025-08-14 05:08:22.984858,SKU10045,13.615599857291695,89.73,179.46, CREDIT_CARD , cancelled ,True
ORD5376,CUST1411,2025-01-18 00:35:46.909910,SKU10178,13.615599857291695,15.87,31.74,nan,returned,true
ORD5377,CUST1265, 2024-08-10 05:03:29.283719 ,SKU10118,2.0,233.87,467.74, credit_card ,delivered,False
ORD5378, CUST1025 ,2025-04-29 10:45:30.878648,SKU10142,1.0,109.23,109.23,credit_card,RETURNED,FALSE
 ORD5379 ,CUST1127,nan,sku10031,4.0,366.25,1464.99,credit_card, cancelled ,nan
ORD5380,nan,2024-11-30 09:40:02.000533,SKU10034,1.0,33.0,33.0, credit_card , returned ,False
 ORD5381 ,CUST1410,2024-03-14 19:05:16.473613,SKU10118,3.0,233.87,701.61, credit_card ,DELIVERED,False
ord5382,CUST1341, 2024-09-17 23:25:03.709928 ,SKU10135,1.0,,229.32,wallet,delivered,False
 ORD5383 , CUST1286 ,2024-06-10 12:18:52.852955, SKU10152 ,3.0,106.57,319.71,credit_card,PENDING, FALSE 
ORD5384,cust1162,nan,SKU10193,4.0,89.05,356.19,credit_card,returned,false
ORD5385,CUST1456, 2024-08-29 06:24:07.426715 ,SKU10113,,13.69,54.76,bank_transfer,delivered,False
ORD5386,cust1313,2024-03-01 04:20:23.428190, SKU10184 ,2.0,273.5,547.0,credit_card, DELIVERED ,nan
ORD5387,CUST1456,2024-06-21 01:49:37.223835,SKU10129,3.0,126.19,378.57,credit_card,returned,False
ORD5388,CUST1218,nan,SKU10140,1.0,276.59,276.59,credit_card,returned,True
ORD5271,CUST1052,2024-04-24 06:15:06.574620,SKU10090,4.0,71.43,285.72,credit_card,delivered,False
ORD5390, cust1380 ,2024-05-13 08:06:05.811106,SKU10121,1.0,262.97,,paypal, DELIVERED ,True
ORD5391,nan,2025-10-31 21:34:33.064829,SKU10066,1.0,117.13,117.13, paypal ,delivered,False
ORD5392,CUST1384,2024-01-02 11:07:15.661721,SKU10063,2.0,119.19,238.38,credit_card,delivered,TRUE
ORD5393,CUST1430,2025-03-03 21:51:21.559738,SKU10163,3.0,131.62,394.87,credit_card,delivered, False 
ord5394,CUST1141, nan ,SKU10196,1.0,270.31,270.31,paypal, delivered ,false
ORD5395,NAN, 2025-09-08 19:42:01.577913 ,SKU10133,2.0,230.44,460.88,nan,delivered, False 
ORD5396,cust1248,2024-03-03 17:37:00.929297,SKU10160,1.0,148.09,148.09,credit_card, delivered , NAN 
ORD5397,CUST1122,2025-10-01 21:24:57.776364,SKU10070,,113.63,227.26, PAYPAL ,cancelled, True 
ORD5398, CUST1225 ,2025-02-13 07:41:46.718644,SKU10019,4.0,242.9,,NAN,delivered, False 
ORD5681,CUST1236,nan, SKU10030 ,4.0,125.82,503.28,wallet,returned,False
ORD5400, cust1120 ,nan,SKU10069,3.0,113.04,339.12,credit_card,delivered,FALSE
ord5401,CUST1171,2024-12-15 13:07:32.757528, nan ,4.0,,1063.58, credit_card ,returned,True
ORD5402,CUST1457, 2024-06-24 23:43:45.638811 ,SKU10138,4.0,156.7,626.8,credit_card,delivered,False
ORD5403,CUST1041,2025-05-29 01:50:57.028025,SKU10035,3.0,194.27,582.81, PAYPAL ,delivered,false
ORD5404,cust1077,2025-09-12 20:46:55.583403,sku10059,3.0,197.12,591.35,credit_card,DELIVERED, False 
ORD5405,CUST1196,2024-11-20 01:44:54.370322,nan,3.0,307.17,921.51,nan,delivered, False 
ORD5406,CUST1078,2024-07-30 10:05:59.528563,SKU10180,2.0,297.89,595.78,credit_card,pending,false
ORD5407, CUST1109 ,2025-06-12 14:14:15.334345,SKU10016,3.0,29.2,87.6,credit_card,delivered,FALSE
ORD5408,cust1212,2025-04-01 19:06:38.895978,SKU10104,1.0,164.86,164.86,credit_card, delivered ,nan
 ORD5409 ,CUST1169,2025-08-18 11:08:23.779336,SKU10138,4.0,156.7,626.8,credit_card, delivered ,True
nan,CUST1238,2025-04-08 23:37:31.170720,SKU10106,4.0,201.38,805.53,paypal,pending,false
ORD5411,CUST1031,nan,nan,2.0,170.46,340.92,credit_card, delivered , False 
 ORD5412 ,CUST1426, 2025-09-16 05:04:50.650050 , SKU10107 ,2.0,56.61,113.22,paypal, DELIVERED ,False
ORD5413,CUST1199,2024-03-11 05:45:31.734260,SKU10197,4.0,117.74,470.97, credit_card ,delivered,True
 ord5414 ,cust1299,2024-06-28 12:31:09.918185,SKU10178,3.0,15.87,47.61,paypal,DELIVERED, False 
ORD5415,CUST1010,2024-12-14 12:43:45.451920, SKU10195 ,1.0,47.36,47.36,paypal, CANCELLED ,True
ORD5416,CUST1294,2025-01-14 01:07:54.405192, SKU10097 ,4.0,304.07,1216.28,credit_card,cancelled,False
ORD5417, CUST1244 ,2024-01-11 06:11:39.238658,sku10001,3.0,229.27,687.81,credit_card,delivered, False 
 ORD5418 ,CUST1482,2025-06-06 23:36:33.952322,SKU10090,13.615599857291695,71.43,71.43,CREDIT_CARD,nan,FALSE
nan,CUST1152,2024-08-30 06:38:44.449009,nan,4.0,448.14,1792.56,credit_card,cancelled,True
nan,CUST1199,2024-09-29 07:12:36.501532,SKU10107,4.0,56.61,226.44,credit_card,delivered, FALSE 
nan,CUST1275,2025-06-26 06:39:44.188366,SKU10191,1.0,90.35,90.35,CREDIT_CARD,nan, False 
ORD5422,CUST1376, 2024-09-11 02:52:36.980324 ,SKU10139,3.0,1300.635444514297,99.78, nan ,nan,True
nan,cust1409,2024-02-01 15:22:33.650528,SKU10154,1.0,420.46,420.46,credit_card,delivered, True 
nan,CUST1459,2024-04-28 05:09:05.432988,SKU10056,1.0,284.2,284.2,credit_card,pending,True
 NAN ,cust1249, 2025-10-02 10:55:22.843207 ,sku10056,4.0,,1136.81,paypal,PENDING,False
ORD5426,CUST1139, 2024-02-17 04:07:05.618757 ,SKU10111,,101.51,101.51,credit_card,cancelled,False
ORD5427,cust1248,NAN,SKU10007,4.0,41.29,165.16,credit_card,delivered, True 
ORD5428, CUST1199 ,2024-12-03 03:07:15.622268,SKU10086,3.0,191.38,574.15,credit_card,delivered, true 
ORD5429,CUST1342,2024-11-26 11:57:20.532974,SKU10173,2.0,10.04,20.07,paypal,delivered,FALSE
ORD5430,CUST1408,2024-01-03 15:40:33.181087,SKU10103,1.0,98.3,98.3,bank_transfer,delivered,True
ORD5431,CUST1370,2024-12-01 18:41:48.198611,SKU10042,,129.58,129.58,credit_card,RETURNED,False
ORD5432,CUST1430, 2024-09-14 03:03:40.047396 ,SKU10119,3.0,171.45,514.35, credit_card ,NAN,False
nan, CUST1470 ,2025-10-13 07:02:08.571951,sku10032,2.0,,622.38, credit_card ,DELIVERED,TRUE
ORD5434,CUST1318,2024-04-16 15:16:41.054235,SKU10136,4.0,,1464.33, credit_card , delivered ,False
ORD5435,CUST1013, 2024-08-25 06:47:58.142014 ,SKU10100,2.0,100.05,200.1,PAYPAL,delivered,nan
ORD5436,CUST1303,2024-10-08 01:15:44.208879,SKU10144,1.0,448.58,3948.1646147755046, PAYPAL ,delivered, False 
ORD5437,CUST1339,2024-09-18 18:21:07.475700,sku10006,13.615599857291695,211.29,211.29,NAN,delivered,False
ORD5438, CUST1042 ,nan,nan,2.0,186.03,372.06,credit_card,DELIVERED, False 
 ORD5439 , CUST1219 , 2024-05-24 09:26:48.297725 ,SKU10034,4.0,33.0,132.02,PAYPAL, delivered , False 
 ORD5440 ,CUST1443,2024-05-28 02:49:50.049296,SKU10118,2.0,233.87,467.74,paypal,returned,false
ORD5441,nan,2025-05-03 13:42:43.386817,nan,,279.38,558.76, wallet ,returned,False
nan,nan,2024-12-01 04:40:17.545243,SKU10097,1.0,,304.07,bank_transfer,PENDING,true
ORD5443,CUST1167,2024-10-05 03:42:11.775606,SKU10054,2.0,44.25,88.5,credit_card,nan,False
ORD5444,CUST1232, 2024-04-23 08:47:06.255493 ,SKU10083,4.0,320.12,1280.48,credit_card,pending,False
ord5445, CUST1172 , 2024-05-05 15:26:15.879940 ,SKU10194,1.0,54.15,54.15,credit_card,nan, False 
 ord5446 ,CUST1450,2024-01-08 01:40:13.151999,SKU10097,1.0,304.07,3948.1646147755046,credit_card,returned,False
ORD5447,CUST1142,2024-03-02 06:08:03.851867,SKU10192,2.0,448.14,896.28,nan, delivered ,True
 ORD5448 , CUST1487 ,2025-01-08 01:57:58.358229,SKU10107,4.0,56.61,3948.1646147755046, CREDIT_CARD ,DELIVERED, True 
ord5449,CUST1129,2025-08-20 13:19:11.749927,SKU10020,2.0,22.3,44.6, bank_transfer ,delivered,true
NAN,cust1240, nan ,SKU10004,1.0,248.33,,credit_card,delivered, True 
 ORD5451 ,cust1383,2024-08-07 14:10:31.412675,SKU10138,2.0,156.7,313.4, NAN ,delivered,True
ORD5452,CUST1026,2024-03-18 10:56:17.587079,SKU10089,3.0,358.61,3948.1646147755046,credit_card, delivered ,False
ORD5453,CUST1114,2024-09-17 09:11:08.179304,SKU10166,1.0,37.75,,credit_card,nan,False
ORD5454,CUST1035, 2024-01-25 22:31:30.034109 ,SKU10199,4.0,73.81,295.22,credit_card,nan,False
ORD5455,CUST1490, 2025-09-06 19:01:09.105209 ,SKU10166,3.0,37.75,113.25,nan,pending,True
ORD5456,CUST1020,nan,sku10193,1.0,89.05,89.05, paypal , delivered ,False
 nan ,CUST1015,2025-10-25 19:14:27.078155,nan,3.0,119.19,357.57,WALLET,delivered, nan 
ORD5458,cust1102,nan,SKU10005,1.0,82.33,82.33,PAYPAL,delivered,TRUE
ord5459,CUST1318,nan,SKU10039,1.0,248.67,248.67,CREDIT_CARD,delivered,false
ORD5460, CUST1122 ,2024-12-14 04:32:07.083233,SKU10032,,311.19,311.19,credit_card,cancelled,TRUE
ORD5461, CUST1242 ,2024-05-07 16:27:46.180787,SKU10171,4.0,,424.32,PAYPAL, cancelled ,False
 ORD5462 ,CUST1058,2024-11-05 13:35:33.478296,SKU10144,2.0,448.58,897.16,bank_transfer,DELIVERED,True
ORD5463,CUST1485,2025-08-28 00:41:17.540752, SKU10055 ,1.0,81.4,81.4,PAYPAL,cancelled,nan
ORD5464,cust1238,2024-02-04 01:43:22.987430,SKU10179,4.0,69.07,276.3,WALLET,delivered,True
ORD5465, nan ,2025-08-01 13:59:36.211966,SKU10196,3.0,270.31,810.94,CREDIT_CARD,delivered,False
nan,cust1188,2024-08-16 10:26:26.341487,SKU10042,2.0,,259.17,credit_card,delivered,False
ORD5467,nan,2025-08-25 16:09:54.945895,SKU10155,,214.51,643.52,nan,cancelled,False
ORD5468, CUST1493 ,2025-09-22 09:20:56.018296,SKU10191,2.0,90.35,180.71, nan ,returned,TRUE
NAN,CUST1367, 2025-03-25 11:30:26.578766 ,NAN,1.0,100.89,100.89,credit_card,delivered, False 
ORD5470,cust1398,2025-03-21 03:56:04.158277,sku10041,4.0,110.18,440.71, paypal ,pending,TRUE
ORD5471,CUST1493, 2024-10-30 08:17:23.101284 , SKU10079 ,3.0,258.64,775.91, bank_transfer ,delivered,False
ORD5472,CUST1055,2025-07-13 19:29:12.518386, sku10148 ,2.0,127.0,254.0,credit_card, delivered ,False
 nan ,CUST1013,2025-10-06 06:43:59.360186,SKU10079,3.0,258.64,775.91, bank_transfer ,delivered, False 
ord5474,CUST1294,nan, SKU10173 ,3.0,10.04,30.1, credit_card , delivered ,False
ORD6108, CUST1258 ,2025-08-28 05:38:34.745586,SKU10165,,29.99,29.99, CREDIT_CARD ,delivered,false
ORD5476,nan,2025-02-10 13:13:47.153306,SKU10183,3.0,162.88,488.64,wallet,delivered,False
ORD5477,CUST1101,2025-07-23 03:28:33.662875,SKU10019,2.0,242.9,485.8,CREDIT_CARD,DELIVERED,True
ORD5478,nan,2024-12-28 14:33:23.592969, SKU10176 ,3.0,306.47,,credit_card, delivered ,false
