order_id,customer_id,sku,quantity,unit_price,total_amount,discount_amount,order_status,order_datetime,session_id
ORD6197, CUST1357 ,SKU10066,1.0,270.66,270.66,13.53,delivered,2025-07-25 22:56:20.000000,SESS102124
ORD6198, CUST1357 ,SKU10057,1.0,152.9,152.9,22.93,delivered,2025-07-25 22:56:20.000000,SESS102124
ORD6199,CUST1259,SKU10149,,127.65,510.6,102.12,shipped,2025-07-16 09:09:06.000000,SESS102132
ORD6200,CUST1388,SKU10062,2.0,249.01,498.02,0.0,delivered,2025-09-23 16:47:30.000000,sess102137
ORD6201,CUST1388,SKU10138,2.0,52.71,,10.54,processing,,SESS102137
ORD6202,CUST1388,SKU10073,3.0,269.39,808.17,0.0,delivered,2025-09-23 16:47:30.000000,SESS102137
ORD6203,CUST1279,SKU10116,5.0,247.1,1235.5,0.0,shipped,2025-03-12 08:00:16.000000,SESS102140
ORD6204,CUST1027,SKU10169,4.0,67.28,269.12,0.0,shipped,2025-07-24 03:56:34.000000,SESS102146
ORD6205,CUST1027,SKU10098,3.0,381.53,1144.59,0.0,delivered,2025-07-24 03:56:34.000000,SESS102146
ORD6206,CUST1027,SKU10021,4.0,435.93,1743.72,261.56,delivered,2025-07-24 03:56:34.000000,SESS102146
ORD6207,CUST1027,SKU10049,3.0,127.03,381.09,19.05,delivered,2025-07-24 03:56:34.000000,SESS102146
ORD6208,CUST1206,SKU10040,4.0,183.9,735.6,0.0,delivered,2025-08-07 06:13:09.000000,SESS102148
ORD6209,CUST1206,SKU10136,1.0,111.64,111.64,11.16,delivered,2025-08-07 06:13:09.000000,SESS102148
ORD6210,CUST1206,SKU10073,1.0,269.39,269.39,0.0,delivered,2025-08-07 06:13:09.000000,SESS102148
ORD6211,CUST1477,SKU10159,1.0,344.17,344.17,34.42,cancelled,2025-10-04 10:54:33.000000,SESS102152
ORD6212,CUST1477,SKU10150,4.0,283.12,,169.87,shipped,2025-10-04 10:54:33.000000,SESS102152
ORD6213,CUST1128,SKU10196,4.0,24.57,98.28,0.0,delivered,2025-12-23 20:43:57.000000,SESS102159
ORD6214,CUST1128,SKU10005,4.0,267.13,1068.52,106.85,returned,2025-12-23 20:43:57.000000,SESS102159
ORD6215,CUST1128,SKU10124,1.0,117.56,117.56,0.0,delivered,2025-12-23 20:43:57.000000,SESS102159
ORD6216,CUST1128,SKU10048,3.0,505.2,1515.6,303.12,delivered,2025-12-23 20:43:57.000000,SESS102159
 ORD6217 ,CUST1128,SKU10091,2.0,32.0,64.0,0.0,SHIPPED,2025-12-23 20:43:57.000000,SESS102159
ORD6218, cust1272 ,SKU10173,1.0,121.81,121.81,6.09,shipped,2025-06-10 09:50:49.000000,SESS102167
ORD6219,CUST1272,SKU10042,3.0,473.53,1420.59,0.0,delivered,2025-06-10 09:50:49.000000,SESS102167
ORD6220,CUST1272,,1.0,246.2,246.2,0.0,delivered,2025-06-10 09:50:49.000000,
ORD6221,CUST1272,SKU10010,3.0,368.87,1106.61,55.33,delivered,,SESS102167
ORD6222,CUST1272,SKU10160,1.0,274.32,274.32,0.0,delivered,2025-06-10 09:50:49.000000,
ORD6223,CUST1243,SKU10084,3.0,310.58,931.74,93.17,delivered,2026-02-06 01:23:32.000000,SESS102179
ord6224,CUST1243,SKU10077,2.0,509.6,1019.2,0.0,delivered,2026-02-06 01:23:32.000000,
ORD6225,CUST1322,SKU10161,2.0,347.02,694.04,138.81,delivered,2025-06-15 17:10:29.000000,SESS102180
ORD6226,CUST1322,SKU10194,3.0,546.65,1639.95,327.99,processing,2025-06-15 17:10:29.000000,SESS102180
ORD6227,CUST1322,SKU10064,3.0,160.06,480.18,0.0,shipped,2025-06-15 17:10:29.000000,SESS102180
ORD6228,CUST1266,SKU10133,3.0,240.79,722.37,0.0,delivered,,SESS102198
ORD6229,CUST1266,SKU10103,1.0,141.22,141.22,0.0,delivered,2025-08-29 15:58:29.000000,SESS102198
ORD6230,CUST1266,SKU10130,3.0,507.51,1522.53,0.0,delivered,2025-08-29 15:58:29.000000,SESS102198
ORD6231,,SKU10052,3.0,141.86,425.58,,cancelled,2025-08-29 15:58:29.000000,SESS102198
ORD6232,CUST1440,SKU10095,2.0,213.64,427.28,85.46,delivered,2025-05-16 22:12:22.000000,SESS102202
ORD6233,CUST1440,SKU10175,3.0,,522.63,0.0,processing,2025-05-16 22:12:22.000000,SESS102202
ORD6234,CUST1016,SKU10197,5.0,274.21,1371.05,68.55,delivered,2025-03-16 16:00:27.000000,SESS102203
ORD6235,,SKU10152,4.0,274.03,1096.12,0.0,shipped,2025-03-16 16:00:27.000000,SESS102203
ORD6236,CUST1016,SKU10169,1.0,,67.28,3.36,delivered,2025-03-16 16:00:27.000000,SESS102203
ORD6237,CUST1016,SKU10084,4.0,310.58,1242.32,248.46,delivered,2025-03-16 16:00:27.000000,SESS102203
ORD6238,CUST1142,SKU10113,1.0,104.71,104.71,5.24,delivered,2025-04-21 08:16:55.000000,SESS102204
ORD6239,CUST1142,SKU10157,5.0,365.61,1828.05,91.4,delivered,2025-04-21 08:16:55.000000,SESS102204
ORD6240,CUST1142,SKU10069,1.0,406.56,406.56,20.33,delivered,2025-04-21 08:16:55.000000,SESS102204
ORD6241,CUST1100,SKU10033,1.0,101.86,101.86,15.28,delivered,2025-03-31 14:39:32.000000,SESS102218
ORD6242,CUST1100,SKU10049,2.0,127.03,254.06,,delivered,2025-03-31 14:39:32.000000,
ORD6243,CUST1100,SKU10047,2.0,403.03,806.06,120.91,processing,2025-03-31 14:39:32.000000,SESS102218
ORD6244,CUST1100,SKU10040,5.0,183.9,919.5,137.92,delivered,2025-03-31 14:39:32.000000,SESS102218
ORD6245,CUST1013,SKU10039,3.0,114.71,344.13,51.62,delivered,2025-12-18 00:38:30.000000,SESS102222
ORD6246,CUST1371,SKU10134,1.0,117.12,,17.57,delivered,2025-03-19 18:30:00.000000,SESS102228
ORD6247,CUST1371,,4.0,383.13,1532.52,0.0, cancelled ,2025-03-19 18:30:00.000000,SESS102228
ORD6248,CUST1034,SKU10159,5.0,344.17,1720.85,,delivered,2025-08-23 07:23:36.000000,
ORD6249,CUST1291,SKU10102,3.0,409.05,1227.15,0.0,delivered,2025-06-01 02:50:53.000000,SESS102236
ORD6250,CUST1291,,1.0,113.02,113.02,0.0,shipped,2025-06-01 02:50:53.000000,sess102236
ORD6251,CUST1291,SKU10122,1.0,65.89,65.89,0.0,delivered,2025-06-01 02:50:53.000000,SESS102236
ORD6252,CUST1291,SKU10128,4.0,133.03,532.12,0.0,shipped,2025-06-01 02:50:53.000000,SESS102236
ORD6253,CUST1291,SKU10000,3.0,459.52,1378.56,0.0,shipped,2025-06-01 02:50:53.000000,SESS102236
ORD6254,CUST1496,SKU10171,1.0,68.21,68.21,0.0,delivered,2025-04-16 09:00:19.000000,SESS102237
ORD6255,CUST1496,SKU10042,5.0,473.53,2367.65,118.38,delivered,2025-04-16 09:00:19.000000,SESS102237
ORD6256,CUST1496,SKU10066,1.0,270.66,270.66,0.0,delivered,2025-04-16 09:00:19.000000,SESS102237
ORD6257,CUST1396,SKU10044,1.0,126.15,126.15,25.23,shipped,2025-10-10 05:10:23.000000,SESS102238
ORD6258,CUST1223,SKU10022,1.0,346.49,346.49,17.32,shipped,2025-09-02 02:22:05.000000,SESS102247
ORD6259,CUST1223,SKU10092,5.0,94.26,471.3,0.0,delivered,2025-09-02 02:22:05.000000,SESS102247
ORD6260,CUST1223,SKU10122,2.0,,131.78,0.0,shipped,2025-09-02 02:22:05.000000,SESS102247
ORD6261,CUST1181,SKU10114,4.0,220.39,881.56,132.23,delivered,2025-04-01 14:36:45.000000,SESS102248
ORD6262,CUST1224,SKU10182,3.0,195.45,586.35,0.0,delivered,2025-11-16 08:39:51.000000,SESS102250
ORD6263,CUST1224,SKU10114,1.0,220.39,220.39,0.0,delivered,2025-11-16 08:39:51.000000,SESS102250
ORD6264,CUST1224,SKU10060,5.0,78.73,393.65,0.0,returned,2025-11-16 08:39:51.000000,
ORD6265,CUST1224,,2.0,313.85,627.7,94.16,shipped,2025-11-16 08:39:51.000000,SESS102250
ORD6266,CUST1224,SKU10069,4.0,406.56,1626.24,81.31,processing,2025-11-16 08:39:51.000000,SESS102250
ORD6267,CUST1445,SKU10112,5.0,160.22,801.1,0.0,delivered,2025-08-06 16:27:15.000000,SESS102260
ORD6268,CUST1445,SKU10169,1.0,67.28,67.28,0.0,delivered,2025-08-06 16:27:15.000000,SESS102260
ORD6269,CUST1445,SKU10127,4.0,,203.04,0.0,delivered,2025-08-06 16:27:15.000000,SESS102260
ORD6270,CUST1445,SKU10081,4.0,313.85,1255.4,0.0,DELIVERED,2025-08-06 16:27:15.000000,SESS102260
ORD6271,CUST1445,SKU10005,2.0,267.13,534.26,0.0,delivered,2025-08-06 16:27:15.000000,SESS102260
ORD6272,CUST1198,SKU10028,2.0,316.53,633.06,31.65,shipped,2025-07-14 00:18:59.000000,
ORD6273,CUST1198,SKU10044,1.0,126.15,126.15,25.23,delivered,2025-07-14 00:18:59.000000,
ORD6274,CUST1198,SKU10059,2.0,226.78,453.56,22.68,delivered,2025-07-14 00:18:59.000000,SESS102263
ORD6275,CUST1198,SKU10035,3.0,439.47,1318.41,0.0,delivered,2025-07-14 00:18:59.000000,SESS102263
ORD6276,CUST1168,SKU10172,3.0,135.67,407.01,0.0,delivered,2025-08-11 13:42:10.000000,SESS102267
,CUST1331,SKU10053,4.0,267.04,1068.16,213.63,delivered,2025-04-15 18:32:01.000000,
ORD6278,CUST1346,SKU10089,3.0,168.99,506.97,50.7,delivered,2025-07-31 12:45:58.000000,SESS102272
ORD6279,CUST1306,SKU10177,1.0,,69.72,3.49,processing,2025-11-16 01:18:42.000000,SESS102277
ORD6280,CUST1306,SKU10059,,226.78,1133.9,0.0,shipped,2025-11-16 01:18:42.000000,SESS102277
ORD6281,CUST1306,SKU10060,5.0,78.73,393.65,0.0,processing,2025-11-16 01:18:42.000000,SESS102277
ORD6282,CUST1491, sku10092 ,4.0,94.26,377.04,75.41,delivered,2025-11-24 07:13:12.000000,SESS102289
ORD6283,CUST1491,,3.0,42.83,128.49,25.7,delivered,2025-11-24 07:13:12.000000,SESS102289
ORD6284,CUST1491,SKU10176,1.0,171.5,171.5,0.0,delivered,2025-11-24 07:13:12.000000,SESS102289
ORD6285,CUST1491,SKU10164,4.0,420.68,1682.72,336.54,delivered,2025-11-24 07:13:12.000000,SESS102289
ORD6286,CUST1491,SKU10111,1.0,377.03,377.03,0.0,delivered,2025-11-24 07:13:12.000000,SESS102289
ORD6287,CUST1253,SKU10142,2.0,171.53,343.06,68.61,shipped,2025-08-11 23:36:52.000000,SESS102292
ORD6288,CUST1253,,5.0,395.81,1979.05,395.81,delivered,2025-08-11 23:36:52.000000,SESS102292
ORD6289,CUST1253,SKU10178,1.0,364.59,364.59,72.92,shipped,2025-08-11 23:36:52.000000,SESS102292
ORD6290,CUST1253,SKU10003,4.0,82.31,329.24,0.0,shipped,2025-08-11 23:36:52.000000,SESS102292
ORD6291,CUST1253,SKU10138,1.0,52.71,52.71,,delivered,2025-08-11 23:36:52.000000,SESS102292
ORD6292,CUST1130,SKU10138,5.0,52.71,263.55,0.0,delivered,2025-05-03 23:42:03.000000,SESS102299
ORD6293,CUST1130,SKU10055,1.0,86.25,86.25,0.0,delivered,2025-05-03 23:42:03.000000,sess102299
ORD6294,CUST1130,SKU10069,1.0,406.56,406.56,81.31,cancelled,2025-05-03 23:42:03.000000,SESS102299
ORD6295,CUST1131,SKU10108,4.0,272.62,1090.48,109.05,processing,2025-06-13 13:11:47.000000,SESS102305
ORD6296,CUST1131,SKU10161,1.0,347.02,347.02,34.7,delivered,2025-06-13 13:11:47.000000,SESS102305
ORD6297,CUST1131,SKU10082,5.0,69.48,347.4,0.0,cancelled,2025-06-13 13:11:47.000000,SESS102305
ORD6298,CUST1173,SKU10178,1.0,364.59,364.59,0.0,delivered,2025-10-09 17:52:56.000000,SESS102311
ORD6299,CUST1173,SKU10150,1.0,283.12,283.12,14.16,delivered,2025-10-09 17:52:56.000000,SESS102311
ORD6300,CUST1173,SKU10066,4.0,270.66,1082.64,,delivered,2025-10-09 17:52:56.000000,SESS102311
ORD6301,CUST1173,SKU10172,4.0,135.67,542.68,0.0,processing,,SESS102311
ORD6302,CUST1230,SKU10112,3.0,160.22,480.66,96.13,delivered,2025-08-09 12:00:35.000000,SESS102313
ORD6303,CUST1108,SKU10031,3.0,,,0.0,delivered,2026-02-01 16:00:01.000000,sess102315
ORD6304,CUST1425,SKU10187,5.0,47.61,238.05,23.81,delivered,2025-06-10 21:22:03.000000, sess102340 
ORD6305,CUST1425,SKU10068,4.0,49.65,198.6,29.79,returned,2025-06-10 21:22:03.000000, sess102340 
ORD6306,CUST1090,sku10039,1.0,114.71,114.71,0.0,delivered,2025-11-02 22:36:06.000000,SESS102344
ORD6307,CUST1090,SKU10049,2.0,127.03,254.06,12.7,shipped,2025-11-02 22:36:06.000000,SESS102344
ORD6308,CUST1090,SKU10159,4.0,344.17,1376.68,68.83,delivered,2025-11-02 22:36:06.000000,SESS102344
ORD6309,CUST1090,SKU10165,5.0,368.67,1843.35,0.0,delivered,2025-11-02 22:36:06.000000,SESS102344
ORD6310,CUST1441,SKU10117,1.0,186.06,186.06,9.3,delivered,2025-09-30 08:37:18.000000,SESS102346
ORD6311,,SKU10148,3.0,58.07,174.21,0.0,processing,2025-09-30 08:37:18.000000,
ORD6312,cust1441,SKU10013,4.0,175.39,701.56,0.0,delivered,2025-09-30 08:37:18.000000,SESS102346
ORD6313,CUST1441,SKU10058,1.0,270.95,,0.0,cancelled,2025-09-30 08:37:18.000000,SESS102346
ORD6314,CUST1275,SKU10064,4.0,160.06,640.24,0.0,shipped,2026-02-11 02:57:17.000000,SESS102349
ORD6315,CUST1275,SKU10043,5.0,57.95,289.75,0.0,delivered,2026-02-11 02:57:17.000000,SESS102349
ORD6316,CUST1275,SKU10125,,275.43,275.43,0.0,,,SESS102349
ORD6317,cust1275,,1.0,219.66,219.66,,delivered,2026-02-11 02:57:17.000000,SESS102349
ORD6318,CUST1275,SKU10122,4.0,65.89,263.56,52.71,delivered,2026-02-11 02:57:17.000000,SESS102349
ORD6319,CUST1014,SKU10174,2.0,209.27,418.54,0.0,delivered,2025-07-23 10:00:27.000000,SESS102354
ORD6320,CUST1183,SKU10063,3.0,39.81,119.43,17.91,delivered,2025-11-12 20:18:08.000000,SESS102356
ORD6321,,SKU10156,2.0,53.83,107.66,,delivered,2025-08-06 12:37:40.000000,SESS102357
ORD6322,CUST1379,SKU10145,1.0,127.53,127.53,0.0,delivered,2025-08-06 12:37:40.000000,SESS102357
ORD6323,CUST1379,sku10180,5.0,75.86,379.3,56.9,returned,2025-08-06 12:37:40.000000,SESS102357
ORD6324,CUST1379,SKU10124,2.0,117.56,235.12,0.0,delivered,2025-08-06 12:37:40.000000,
ORD6325,CUST1345,sku10018,4.0,395.81,1583.24,237.49,delivered,2025-06-28 12:21:53.000000,SESS102362
ORD6326,CUST1345,SKU10008,2.0,,747.7,112.16,delivered,2025-06-28 12:21:53.000000,SESS102362
ORD6327,CUST1345,SKU10131,3.0,221.35,664.05,132.81,delivered,2025-06-28 12:21:53.000000,SESS102362
ORD6328,CUST1345,SKU10159,2.0,344.17,688.34,137.67,delivered,2025-06-28 12:21:53.000000,SESS102362
ORD6329,CUST1345,SKU10148,1.0,58.07,58.07,0.0,processing,2025-06-28 12:21:53.000000,SESS102362
ORD6330,CUST1147,SKU10069,5.0,406.56,2032.8,0.0,delivered,2025-09-15 21:27:29.000000,SESS102365
ORD6331,CUST1147,SKU10075,4.0,,462.08,92.42,delivered,2025-09-15 21:27:29.000000,SESS102365
ORD6332,CUST1147,SKU10139,5.0,150.47,752.35,0.0,delivered,2025-09-15 21:27:29.000000,SESS102365
ORD6333,CUST1173,SKU10159,,344.17,,34.42,shipped,2025-09-24 19:02:05.000000,
ORD6334,CUST1173,SKU10185,2.0,326.13,652.26,0.0,delivered,2025-09-24 19:02:05.000000,SESS102370
ORD6335,CUST1361,SKU10141,5.0,104.19,,0.0,,2025-09-13 12:21:41.000000,
ORD6336,CUST1361,SKU10117,2.0,186.06,372.12,55.82,delivered,2025-09-13 12:21:41.000000,SESS102371
ORD6337,CUST1262,SKU10076,4.0,287.55,1150.2,57.51,delivered,2025-10-28 13:10:34.000000,SESS102379
ORD6338,CUST1262,SKU10180,,,151.72,7.59,delivered,2025-10-28 13:10:34.000000,SESS102379
ORD6339,CUST1079,SKU10164,4.0,420.68,1682.72,0.0,delivered,2025-03-21 14:38:42.000000,SESS102389
ORD6340,CUST1079,SKU10180,2.0,75.86,151.72,15.17,processing,2025-03-21 14:38:42.000000,SESS102389
ORD6341,CUST1079,,5.0,461.22,2306.1,0.0,cancelled,,SESS102389
ORD6342,CUST1079,SKU10129,1.0,159.71,159.71,0.0,processing,2025-03-21 14:38:42.000000,sess102389
ORD6343,CUST1079,SKU10196,5.0,,122.85,18.43, shipped ,2025-03-21 14:38:42.000000,SESS102389
ORD6344, cust1351 ,SKU10109,2.0,314.75,629.5,0.0,delivered,2025-12-19 05:11:56.000000,SESS102395
ORD6345, cust1351 ,SKU10036,1.0,163.1,163.1,,delivered,2025-12-19 05:11:56.000000,SESS102395
ORD6346, cust1351 ,SKU10090,3.0,411.71,1235.13,0.0,,2025-12-19 05:11:56.000000,SESS102395
ORD6347,CUST1306,SKU10160,1.0,274.32,274.32,0.0,shipped,2025-03-06 09:31:41.000000,SESS102424
ORD6348,CUST1306,SKU10130,4.0,507.51,2030.04,304.51,returned,2025-03-06 09:31:41.000000,SESS102424
ORD6349,CUST1306,SKU10184,2.0,324.76,,0.0,processing,2025-03-06 09:31:41.000000,SESS102424
ORD6350,CUST1306,SKU10017,4.0,172.31,689.24,103.39,shipped,2025-03-06 09:31:41.000000,SESS102424
ORD6351,CUST1274,SKU10077,4.0,,2038.4,0.0, shipped ,2025-10-13 01:31:00.000000,SESS102431
ORD6352,CUST1274,SKU10022,1.0,346.49,346.49,0.0,delivered,2025-10-13 01:31:00.000000,SESS102431
ORD6353,CUST1202,SKU10120,5.0,37.91,189.55,,delivered,2025-11-13 07:18:47.000000,SESS102433
ORD6354,CUST1292,SKU10049,2.0,127.03,254.06,0.0,delivered,2026-01-21 03:26:45.000000,SESS102438
ORD6355,CUST1292,SKU10182,3.0,195.45,586.35,0.0,delivered,2026-01-21 03:26:45.000000,SESS102438
ORD6356,CUST1292,SKU10038,3.0,239.32,717.96,0.0,delivered,2026-01-21 03:26:45.000000,
ORD6357,CUST1013,,3.0,411.71,1235.13,0.0,returned,2025-05-09 11:50:10.000000,SESS102441
ORD6358,CUST1013,SKU10015,3.0,60.39,181.17,9.06,shipped,2025-05-09 11:50:10.000000,SESS102441
ORD6359,CUST1013,SKU10129,5.0,159.71,798.55,159.71,delivered,2025-05-09 11:50:10.000000,SESS102441
ORD6360,CUST1013,SKU10015,2.0,60.39,120.78,0.0,delivered,2025-05-09 11:50:10.000000,SESS102441
ORD6361,CUST1127,SKU10161,5.0,347.02,1735.1,,delivered,2025-08-15 16:48:53.000000,SESS102446
ORD6362,CUST1127,SKU10061,5.0,11.55,,5.78,delivered,2025-08-15 16:48:53.000000,SESS102446
ORD6363,CUST1127,SKU10049,2.0,127.03,254.06,38.11,delivered,2025-08-15 16:48:53.000000,SESS102446
ORD6364,CUST1007,SKU10164,4.0,420.68,1682.72,252.41,delivered,2025-11-14 22:38:02.000000,SESS102448
ORD6365,CUST1007,SKU10073,2.0,269.39,538.78,53.88,shipped,2025-11-14 22:38:02.000000,SESS102448
ORD6366,cust1007,SKU10102,4.0,409.05,1636.2,, delivered ,2025-11-14 22:38:02.000000, SESS102448 
ORD6367,CUST1007,SKU10148,5.0,58.07,290.35,14.52,cancelled,2025-11-14 22:38:02.000000,SESS102448
ORD6368,CUST1007,SKU10096,5.0,243.26,1216.3,0.0,returned,2025-11-14 22:38:02.000000,SESS102448
ORD6369,CUST1364,SKU10158,1.0,30.46,30.46,4.57,returned,2026-01-06 14:47:23.000000,SESS102465
ORD6370,CUST1364,SKU10068,4.0,49.65,,0.0,shipped,2026-01-06 14:47:23.000000,SESS102465
ORD6371,CUST1364,SKU10104,5.0,24.71,123.55,0.0,delivered,2026-01-06 14:47:23.000000,SESS102465
ord6372,CUST1323,SKU10047,1.0,403.03,403.03,0.0,processing,2025-09-04 20:46:49.000000,
ORD6373,CUST1323,SKU10145,2.0,127.53,255.06,12.75,delivered,2025-09-04 20:46:49.000000,SESS102468
,CUST1323,SKU10155,2.0,184.41,368.82,18.44,delivered,2025-09-04 20:46:49.000000,
ORD6375,CUST1323,SKU10054,3.0,234.12,702.36,,delivered,2025-09-04 20:46:49.000000,SESS102468
ORD6376,CUST1323,SKU10131,3.0,221.35,664.05,33.2,delivered,2025-09-04 20:46:49.000000,SESS102468
ORD6377,CUST1425,SKU10094,4.0,326.96,1307.84,65.39,shipped,2025-08-08 22:15:05.000000,SESS102475
ORD6378,CUST1425,SKU10075,4.0,115.52,462.08,23.1,returned,2025-08-08 22:15:05.000000,SESS102475
ORD6379,cust1425,SKU10175,4.0,174.21,696.84,139.37,delivered,2025-08-08 22:15:05.000000,SESS102475
ORD6380,CUST1425,SKU10127,5.0,50.76,253.8,50.76,delivered,2025-08-08 22:15:05.000000,SESS102475
ORD6381,CUST1425,SKU10174,3.0,209.27,,0.0,delivered,2025-08-08 22:15:05.000000,SESS102475
ORD6382,CUST1318,SKU10126,1.0,187.97,187.97,0.0,cancelled,2025-09-16 17:19:12.000000,SESS102476
ORD6383,CUST1477,SKU10112,2.0,160.22,320.44,0.0,delivered,2025-10-18 04:46:15.000000,SESS102485
ORD6384,CUST1383,sku10009,2.0,461.22,922.44,184.49,cancelled,2025-06-14 19:19:57.000000,SESS102494
ORD6385,CUST1383,SKU10150,2.0,283.12,566.24,28.31,processing,2025-06-14 19:19:57.000000,SESS102494
ORD6386,CUST1383,SKU10097,4.0,,534.44,26.72,cancelled,2025-06-14 19:19:57.000000,SESS102494
ORD6387,CUST1082,SKU10062,3.0,249.01,747.03,37.35,delivered,2025-02-17 07:28:58.000000,SESS102501
ORD6388,CUST1082,SKU10033,5.0,101.86,509.3,0.0,delivered,2025-02-17 07:28:58.000000,SESS102501
ORD6389,CUST1082,SKU10153,2.0,328.51,657.02,131.4,delivered,2025-02-17 07:28:58.000000,SESS102501
ORD6390,CUST1075,SKU10091,,32.0,96.0,14.4,delivered,2025-06-10 18:13:56.000000,SESS102516
ORD6391,CUST1075,sku10018,2.0,395.81,791.62,118.74,shipped,2025-06-10 18:13:56.000000,SESS102516
ORD6392,CUST1075,SKU10165,5.0,368.67,1843.35,0.0,cancelled,2025-06-10 18:13:56.000000,SESS102516
ORD6393,CUST1075,SKU10111,4.0,,1508.12,226.22,delivered,2025-06-10 18:13:56.000000,SESS102516
ORD6394,CUST1357,SKU10189,4.0,79.97,319.88,0.0,delivered,2026-01-12 00:56:26.000000,SESS102521
ORD6395,CUST1357,SKU10127,3.0,50.76,152.28,30.46,delivered,2026-01-12 00:56:26.000000,SESS102521
ORD6396,CUST1357,SKU10072,3.0,122.32,366.96,36.7,delivered,2026-01-12 00:56:26.000000,SESS102521
ORD6397,CUST1357,SKU10044,3.0,126.15,378.45,37.84,cancelled,2026-01-12 00:56:26.000000,SESS102521
ORD6398,CUST1357,SKU10164,1.0,420.68,420.68,0.0,cancelled,2026-01-12 00:56:26.000000,SESS102521
ORD6399,CUST1119,SKU10046,3.0,66.01,198.03,19.8,delivered,2025-06-10 06:01:43.000000,SESS102522
ORD6400,CUST1119,SKU10161,3.0,347.02,1041.06,,delivered,2025-06-10 06:01:43.000000,SESS102522
ORD6401,CUST1119,SKU10005,5.0,267.13,1335.65,,shipped,2025-06-10 06:01:43.000000,SESS102522
ORD6402,CUST1119,SKU10024,3.0,246.6,739.8,110.97,cancelled,2025-06-10 06:01:43.000000,SESS102522
ORD6403,CUST1119,SKU10110,3.0,46.14,138.42,20.76,delivered,2025-06-10 06:01:43.000000,SESS102522
ORD6404,CUST1223,sku10144,1.0,,18.48,1.85,shipped,2025-09-18 18:30:17.000000,
ORD6405, cust1223 ,SKU10186,1.0,160.99,160.99,24.15,delivered,2025-09-18 18:30:17.000000,SESS102526
ORD6406,CUST1223,SKU10196,5.0,24.57,122.85,18.43,returned,2025-09-18 18:30:17.000000,SESS102526
ORD6407,CUST1389,SKU10105,5.0,375.86,1879.3,93.97,delivered,2025-02-26 01:24:01.000000,SESS102529
ORD6408,CUST1389,,1.0,19.04,19.04,0.0,cancelled,2025-02-26 01:24:01.000000,SESS102529
ORD6409,,SKU10127,3.0,50.76,152.28,15.23,shipped,2025-02-26 01:24:01.000000,SESS102529
ORD6410,CUST1389,SKU10169,1.0,67.28,67.28,3.36,CANCELLED,2025-02-26 01:24:01.000000,SESS102529
ORD6411,CUST1389,SKU10134,4.0,117.12,,70.27,SHIPPED,2025-02-26 01:24:01.000000,SESS102529
ORD6412,CUST1301,SKU10183,2.0,42.69,85.38,12.81,shipped,2025-10-16 17:42:16.000000,SESS102534
ORD6413,CUST1270,SKU10136,2.0,111.64,223.28,33.49,delivered,2025-08-20 19:38:38.000000,SESS102538
ORD6414, CUST1330 ,SKU10151,1.0,235.31,235.31,11.77,delivered,2025-07-02 17:27:12.000000,SESS102542
ORD6415,CUST1330,SKU10052,,141.86,425.58,,shipped,2025-07-02 17:27:12.000000,SESS102542
ORD6416,CUST1330,SKU10013,1.0,175.39,175.39,35.08,shipped,2025-07-02 17:27:12.000000,SESS102542
ORD6417,CUST1330,SKU10139,4.0,150.47,601.88,60.19,delivered,2025-07-02 17:27:12.000000,SESS102542
ORD6418,CUST1330,sku10181,2.0,93.27,186.54,9.33,,2025-07-02 17:27:12.000000,SESS102542
ORD6419,CUST1175,SKU10000,4.0,459.52,1838.08,0.0,delivered,2025-08-01 03:20:59.000000,SESS102550
ORD6420,CUST1175,SKU10129,4.0,159.71,638.84,31.94,delivered,2025-08-01 03:20:59.000000,SESS102550
ORD6421,CUST1175,SKU10080,2.0,63.19,,6.32,returned,2025-08-01 03:20:59.000000,SESS102550
,CUST1175,SKU10016,2.0,121.25,242.5,36.38,delivered,2025-08-01 03:20:59.000000,
ORD6423,CUST1175,SKU10011,2.0,324.16,648.32,32.42,returned,2025-08-01 03:20:59.000000,SESS102550
ORD6424,,SKU10192,2.0,87.79,175.58,0.0,delivered,2025-09-14 18:21:45.000000,SESS102559
ORD6425,CUST1136,SKU10029,1.0,456.3,456.3,,delivered,2025-09-14 18:21:45.000000,SESS102559
ORD6426,CUST1136,SKU10101,,72.51,290.04,14.5,delivered,2025-09-14 18:21:45.000000,
ORD6427,CUST1127,,3.0,377.03,1131.09,0.0,returned,2025-05-25 05:51:45.000000,SESS102562
ORD6428,,SKU10178,3.0,364.59,1093.77,54.69,delivered,2025-05-25 05:51:45.000000,SESS102562
ORD6429,CUST1127,SKU10115,5.0,37.83,189.15,0.0,delivered,2025-05-25 05:51:45.000000,SESS102562
ORD6430,CUST1127,SKU10007,4.0,327.49,1309.96,0.0,processing,2025-05-25 05:51:45.000000,SESS102562
ORD6431,CUST1127,SKU10175,4.0,174.21,696.84,0.0,delivered,2025-05-25 05:51:45.000000,SESS102562
ORD6432,CUST1035,SKU10001,3.0,216.68,650.04,130.01,delivered,,SESS102563
ORD6433,CUST1035,SKU10117,4.0,186.06,744.24,,returned,2025-05-01 09:44:02.000000,SESS102563
ORD6434,CUST1035, sku10012 ,4.0,75.09,300.36,45.05,processing,2025-05-01 09:44:02.000000,SESS102563
ORD6435,CUST1035,SKU10079,4.0,105.96,423.84,21.19,delivered,2025-05-01 09:44:02.000000,SESS102563
