payment_id,order_id,customer_id,payment_provider,payment_type,transaction_fee,currency,exchange_rate_to_usd,refunded,refund_amount
PAY6297, ORD5297 ,CUST1204,visa,WALLET,5.82,GBP,0.801,True,197.76
nan,ORD5298, cust1142 ,MASTERCARD,paypal,1.11,GBP,1.0667, False ,0.0
PAY6299,ORD5299,CUST1495,amex,credit_card,8.18,CAD,0.9105, False ,0.0
PAY6300, ORD5300 , CUST1142 ,paypal,nan,7.87,USD,1.2889,True,358.61
PAY6301,nan,nan,visa,credit_card,0.2, EUR ,0.7798,false,0.0
 PAY6302 ,ORD5302,CUST1204,paypal,paypal,0.34,GBP,1.1048,False,0.0
pay6303,ORD5303,CUST1431,stripe,NAN,3.58,USD,1.2529,False,0.0
PAY6304, ORD5304 , CUST1169 ,VISA,credit_card,2.84, nan ,2.740619935845162,False,0.0
nan,ORD5305, CUST1059 ,amex,credit_card,6.81,EUR,0.7598,False,0.0
pay6306,ORD5306,CUST1091,paypal,nan,4.34,EUR,0.9821, False ,0.0
PAY6307,ORD5307,CUST1492,amex, credit_card ,13.73,USD,0.911,False,0.0
pay6308, ORD5308 ,nan, visa ,credit_card,0.6,eur,2.740619935845162, False ,0.0
 PAY6309 ,ORD5309,CUST1305,mastercard,CREDIT_CARD,9.69, USD ,1.0341, nan ,406.04
 PAY6310 ,ORD5310,CUST1176,visa,CREDIT_CARD,39.18,GBP,0.9822,False,
pay6311, ORD5311 ,CUST1402,stripe,credit_card,23.22, USD ,1.1707,False,0.0
PAY6312,ORD5312,CUST1223,mastercard,bank_transfer,11.93,GBP,1.0388, FALSE ,0.0
PAY6313, ORD5313 , nan ,visa, credit_card ,3.25,NAN,1.2231,False,
PAY6314,NAN,CUST1197,amex,credit_card,8.64, GBP ,0.7706,True,399.32
pay6315,ORD5315,CUST1097, paypal ,bank_transfer,20.04,USD,1.2451,True,1729.2
PAY6316, ORD5316 ,CUST1022,visa,paypal,21.12,CAD,1.111, False ,0.0
PAY6317,ORD5317,CUST1223,nan,credit_card,13.4,USD,1.2066,False,0.0
 PAY6318 ,ORD5318,CUST1266,stripe,paypal,6.01,CAD,1.2854,False,0.0
PAY6319,ORD5319, CUST1351 , STRIPE , PAYPAL ,35.5,GBP,0.8763,false,0.0
PAY6092,ORD5092,CUST1453,visa, credit_card ,3.06,usd,1.2017,False,0.0
PAY6321,ORD5321,CUST1377, mastercard ,credit_card,4.99,GBP,1.0703,False,0.0
PAY6322,ORD5322,CUST1100,AMEX,nan,2.39,nan,1.0694,False,0.0
PAY6323, ORD5323 , CUST1220 ,paypal,paypal,1.64,usd,1.1852, False ,0.0
PAY6324,ORD5324, CUST1485 ,stripe,bank_transfer,9.07,cad,0.9971,FALSE,
pay6325,ORD5325,cust1471,stripe,credit_card,3.0,USD,0.7431, True ,98.88
PAY6326,ORD5326,CUST1319,visa,nan,10.62,USD,1.1714,FALSE,0.0
PAY6327,ord5327,CUST1339, stripe ,paypal,21.25, USD ,0.9616,false,0.0
PAY6328,nan,nan,amex, wallet ,20.87,usd,1.1079,False,0.0
PAY6329,ORD5329,nan,PAYPAL,paypal,12.02,CAD,1.2418,FALSE,0.0
 PAY6330 ,ord5330, nan ,mastercard,credit_card,3.72,CAD,0.7396, false ,0.0
PAY6331, ORD5331 , CUST1167 ,amex,credit_card,2.78, USD ,0.9207,False,0.0
PAY6332,ORD5332,CUST1356,visa,CREDIT_CARD,4.31,USD,0.8412,False,0.0
PAY6333,ord5333,cust1283,PAYPAL,BANK_TRANSFER,11.04, USD ,0.7078,False,0.0
PAY6023,ORD5023,nan,VISA,credit_card,4.62,EUR,0.9456,False,0.0
PAY6335,ORD5335,CUST1340, mastercard ,bank_transfer,14.74,cad,1.2269,True,1216.28
PAY6336, ORD5336 ,cust1346,mastercard,CREDIT_CARD,6.27, USD ,0.7176,False,0.0
pay6337,ord5337, CUST1462 ,nan,credit_card,0.57,USD,1.2294,False,0.0
 PAY6338 ,ORD5338,CUST1315,mastercard,credit_card,7.7,EUR,2.740619935845162, false ,0.0
pay6339,ORD5339, CUST1154 ,amex,CREDIT_CARD,2.83,eur,0.7491,False,0.0
pay6340, ORD5340 ,CUST1280,stripe,CREDIT_CARD,10.5,EUR,1.0491,False,0.0
PAY6341,ORD5341,CUST1155, MASTERCARD ,credit_card,8.72,nan,1.2786,false,0.0
PAY6342,nan,CUST1107,paypal,CREDIT_CARD,23.69,USD,0.7744,False,0.0
 PAY6343 ,ORD5343,CUST1402,stripe,NAN,98.72848606569148, USD ,,False,0.0
PAY6344, ORD5344 , CUST1310 , nan ,credit_card,1.78,EUR,0.7862,nan,0.0
pay6345,nan,CUST1164,paypal,bank_transfer,8.53,CAD,1.1998,True,342.9
PAY6346,ORD5346,CUST1226, PAYPAL ,credit_card,0.3,USD,0.8711,False,0.0
 PAY6347 ,ORD5347,CUST1345,amex,BANK_TRANSFER,4.23, USD ,0.8414, false ,
PAY6348,ORD5348,CUST1261,visa,credit_card,4.41,USD,1.0026,NAN,262.97
pay6349,ORD5349, CUST1406 ,PAYPAL,nan,6.71,CAD,0.7977,False,0.0
PAY6350,ORD5350,cust1086, VISA , credit_card ,6.13, CAD ,1.0863,False,0.0
 PAY6351 , nan ,CUST1043,paypal, credit_card ,26.12,EUR,0.7182,FALSE,0.0
PAY6352,ord5352,nan,PAYPAL,credit_card,6.38,USD,1.0928,false,0.0
PAY6353,ORD5353,CUST1324, paypal ,credit_card,,USD,,False,0.0
 nan ,ORD5072, CUST1126 ,VISA,credit_card,1.89,USD,1.1637,False,0.0
PAY6355,ORD5355, CUST1419 ,PAYPAL,CREDIT_CARD,20.74, GBP ,1.1983, FALSE ,0.0
PAY6356, ORD5356 , CUST1120 ,mastercard, paypal ,11.38,USD,0.9119,nan,497.78
PAY6357, ORD5357 ,CUST1158,stripe,credit_card,16.7,USD,1.0531, FALSE ,
PAY6358, ORD5358 , CUST1412 ,mastercard, credit_card ,34.18,CAD,1.1553,TRUE,1234.04
PAY6359,ORD5359, CUST1075 ,AMEX,nan,5.97, EUR ,0.77,False,0.0
pay6360,ORD5360,CUST1023,stripe,credit_card,4.48,nan,1.2747,FALSE,0.0
nan, ORD5361 ,CUST1243,visa,paypal,2.3,usd,1.0173,FALSE,0.0
 PAY6362 ,ORD5362,CUST1435,AMEX, credit_card ,7.72,nan,0.9324,False,0.0
PAY6363,ORD5363,CUST1037,stripe, nan ,21.41,EUR,0.9859,False,0.0
 PAY6364 ,ORD5364, cust1212 , stripe ,credit_card,9.77,CAD,0.987,False,
PAY6365,ORD5365,CUST1294, amex ,nan,5.77,CAD,0.7562,nan,0.0
PAY6366,ord5366,CUST1367,visa,credit_card,0.8,CAD,0.7409,FALSE,0.0
PAY6367,ORD5367,CUST1196,stripe,paypal,,EUR,0.7617,True,687.58
 PAY6368 ,ORD5368,CUST1204,amex,paypal,2.59,USD,1.2143,True,145.6
PAY6369,ORD5369,CUST1075,visa, wallet ,2.01,USD,1.2893, False ,0.0
PAY7138,ORD6138,CUST1405,mastercard,CREDIT_CARD,,usd,1.2877,False,
pay6371,ORD5371,NAN,paypal,credit_card,25.21, USD ,0.8746,False,0.0
PAY6372,ORD5372,CUST1440,stripe, credit_card ,3.62,CAD,0.8071,False,0.0
PAY6373,ORD5373,CUST1453, mastercard , paypal ,1.43,EUR,0.9587,False,0.0
PAY6374,ORD5374,CUST1398,nan,credit_card,13.96,USD,0.7357,False,0.0
PAY6375,ORD5375,CUST1112,stripe,credit_card,3.78,CAD,1.1103,True,179.46
PAY6376,nan, CUST1411 ,amex, credit_card ,1.04,USD,0.797,True,31.74
PAY6377, ORD5377 ,CUST1265,visa,credit_card,13.53,GBP,0.9436, False ,0.0
PAY6378,ORD5378,CUST1025, stripe ,credit_card,1.72,USD,0.921,True,109.23
PAY6379,ORD5379,CUST1127,stripe, credit_card ,39.37, USD ,0.7815,True,1464.99
PAY6380,ORD5380, CUST1233 ,paypal, credit_card ,0.64,gbp,1.0212,TRUE,33.0
 PAY6381 , ORD5381 ,nan,mastercard,CREDIT_CARD,20.13,USD,1.1685,False,
PAY6382, ORD5382 , cust1341 ,mastercard,wallet,3.22,USD,0.7782,nan,0.0
 nan ,ORD5383, CUST1286 ,amex, credit_card ,10.52,USD,,False,0.0
PAY6384,ORD5384,CUST1162,amex,credit_card,12.24,USD,0.9616,True,356.19
PAY6385,nan,CUST1456,mastercard,bank_transfer,1.19,EUR,1.2905,False,
PAY6386,ORD5386,CUST1313, visa ,credit_card,6.99,NAN,0.8763,NAN,0.0
PAY6387, ORD5387 , cust1456 ,mastercard, credit_card ,5.6,USD,0.7279, TRUE ,378.57
PAY6388,ord5388,CUST1218,stripe,credit_card,3.84,USD,1.1058,True,276.59
 PAY6389 ,ord5389,CUST1228, visa ,paypal,98.72848606569148,EUR,1.2908, False ,0.0
PAY6390,ORD5390,CUST1380,STRIPE,paypal,7.09,eur,,False,0.0
PAY6391, ORD5391 , CUST1230 ,amex,paypal,1.4,USD,1.1482,False,0.0
PAY6392, ORD5392 ,CUST1384, mastercard ,credit_card,4.2,USD,0.8896,False,0.0
PAY6393,ORD5393,CUST1430,mastercard,credit_card,11.8, USD ,1.2497,FALSE,0.0
pay6394,ORD5394,CUST1141,stripe, paypal ,6.37,USD,0.8797,False,0.0
 PAY6395 ,ORD5395,CUST1398,visa,paypal,6.07,USD,0.9929, False ,0.0
PAY6396,ORD5396,CUST1248,AMEX,credit_card,2.69, nan ,1.202,False,0.0
 PAY6397 ,ORD5397, cust1122 ,mastercard,paypal,5.33,USD,0.8783,True,227.26
PAY6398,ORD5398,CUST1225,paypal,credit_card,28.09,USD,1.1983,False,0.0
 PAY6399 , ORD5399 ,CUST1365,amex,credit_card,8.16, USD ,1.2631,True,268.19
 PAY6400 , ORD5400 ,CUST1120,PAYPAL,credit_card,8.16,GBP,0.8422,nan,0.0
PAY6401, ORD5401 ,CUST1171,visa,credit_card,13.75, nan ,1.1072,True,
pay6402,ord5402,CUST1457,paypal,credit_card,15.9,USD,0.8337,False,0.0
pay6403, ORD5403 ,CUST1041,amex,paypal,14.13,nan,1.0825, False ,0.0
PAY6404,ORD5404,nan,paypal, credit_card ,10.61,cad,0.8302, False ,0.0
pay6405,ORD5405,CUST1196,mastercard,CREDIT_CARD,22.61,EUR,0.8762,nan,0.0
PAY6406,ORD5406,CUST1078,paypal,credit_card,19.43,EUR,1.1777, False ,0.0
PAY6407,nan,CUST1109,amex,credit_card,1.88,usd,0.9246, false ,0.0
pay6408,ORD5408,CUST1212,amex,CREDIT_CARD,5.24,EUR,1.061,False,0.0
 PAY6409 ,ORD5409,CUST1169,mastercard,credit_card,98.72848606569148, CAD ,1.2878,false,0.0
PAY6410,ORD5410,CUST1238,nan,paypal,12.53,nan,0.7112,False,0.0
 PAY6411 ,ORD5411,CUST1031,amex,nan,10.05,CAD,1.2984,False,0.0
PAY6412,nan,nan, PAYPAL ,paypal,3.01,nan,0.8225,False,0.0
PAY6413, ORD5413 ,CUST1199,amex,credit_card,5.88,nan,1.2785,False,0.0
PAY6414,ORD5414,CUST1299,amex,paypal,0.8,EUR,1.0915,false,
PAY6415,ORD5415, CUST1010 , stripe ,paypal,0.96,EUR,0.7237,True,47.36
PAY6416, ORD5416 ,CUST1294,paypal, credit_card ,32.11,CAD,0.8969,True,1216.28
PAY6417,ORD5417,CUST1244, visa , credit_card ,16.27,USD,1.0074,NAN,0.0
pay6418, ORD5418 ,CUST1482,amex,credit_card,,CAD,0.9465,False,0.0
PAY6419, ORD5419 ,cust1152,mastercard,credit_card,,gbp,0.8102, True ,1792.56
PAY6420,ORD5420, CUST1199 ,STRIPE,credit_card,6.33,nan,1.1816,FALSE,0.0
PAY6421,ORD5421,cust1275,visa,CREDIT_CARD,2.06,USD,1.2935, False ,0.0
pay6422,ORD5422,CUST1376,paypal,credit_card,2.34, eur ,0.7715,TRUE,99.78
PAY6423,ord5423,CUST1409,paypal,credit_card,7.4,EUR,0.7283,nan,0.0
PAY6424,ORD5424,cust1459, visa ,credit_card,3.14,nan,0.7932,FALSE,0.0
PAY6425,ORD5425,CUST1249, amex ,PAYPAL,26.95,GBP,0.8058,False,0.0
pay6426,ORD5426,CUST1139, mastercard ,CREDIT_CARD,2.33,nan,0.9486,True,101.51
 PAY6427 ,ORD5427,CUST1248,stripe, credit_card ,3.83,CAD,0.9208,False,0.0
 nan ,ORD5428, CUST1199 ,paypal,credit_card,11.67,USD,0.8302,False,
 PAY6429 ,ORD5429,CUST1342,PAYPAL,paypal,0.39,CAD,1.0212,False,0.0
nan, ORD5430 ,CUST1408, visa ,bank_transfer,2.08,CAD,1.1908,nan,2438.138866187969
PAY6431,ORD5431, CUST1370 ,mastercard,credit_card,1.84,nan,1.1979,True,129.58
nan, ORD5432 ,nan,MASTERCARD,nan,9.98,CAD,2.740619935845162,False,0.0
PAY6592,ord5592,CUST1050,visa,paypal,98.72848606569148,USD,0.9124,False,0.0
PAY6434,ORD5434,CUST1318,stripe,credit_card,45.42,CAD,0.9705,false,
PAY6435, ORD5435 ,CUST1013,AMEX,paypal,6.13,EUR,1.1329,FALSE,0.0
PAY6436,ORD5436, CUST1303 ,NAN,nan,10.21, gbp ,0.8245, False ,0.0
PAY6437,ORD5437,CUST1339,nan,credit_card,3.84,USD,1.1659,False,0.0
PAY6438,ORD5438,CUST1042,nan, credit_card ,6.52,USD,0.8907,FALSE,0.0
PAY6439,ORD5439,CUST1219,mastercard,paypal,3.19, USD ,0.9919,False,0.0
pay6440,ORD5440,CUST1443,paypal, PAYPAL ,10.51, cad ,0.7924,True,467.74
PAY6441, ORD5441 ,cust1093,AMEX,wallet,9.98,USD,0.7268,true,558.76
PAY6442, ORD5442 ,CUST1133,visa,bank_transfer,5.27,nan,1.2711,False,0.0
PAY6443,ORD5443,cust1167,mastercard,CREDIT_CARD,2.8,USD,1.2566,FALSE,0.0
PAY6444,ORD5444,CUST1232,stripe,credit_card,37.87, CAD ,0.8221,false,0.0
PAY6445,ORD5445,CUST1172,paypal,credit_card,1.85,USD,0.7736,false,0.0
PAY6446, ORD5446 , CUST1450 ,amex,credit_card,6.64, CAD ,1.1324,True,304.07
PAY6447, ORD5447 , CUST1142 ,PAYPAL,credit_card,30.34, CAD ,1.2142,False,0.0
PAY6448,ORD5448,CUST1487, visa ,CREDIT_CARD,5.99,EUR,0.8131,false,2438.138866187969
 PAY6449 ,ORD5449,CUST1129,STRIPE,bank_transfer,0.49,USD,1.1873,false,0.0
PAY6450,ORD5450,CUST1240,nan, credit_card ,2.5, CAD ,0.7337,false,0.0
 nan ,ord5451,cust1383, mastercard ,credit_card,6.61,EUR,1.1076,False,0.0
PAY6452,ORD5452,cust1026,amex,credit_card,17.82,USD,1.0729,False,0.0
PAY6453,ord5453,CUST1114,visa,credit_card,98.72848606569148,USD,1.1659,False,0.0
 PAY6454 ,ORD5454,CUST1035,MASTERCARD,credit_card,5.8,EUR,0.9486,False,0.0
NAN,ORD5455,CUST1490, AMEX ,bank_transfer,2.73,USD,1.2782, False ,0.0
 PAY6456 ,ORD5456,CUST1020,mastercard,nan,1.71,eur,1.0501,False,0.0
PAY6457,ORD5457,CUST1015,stripe,WALLET,5.15,USD,1.0782, False ,0.0
PAY6458,ORD5458, CUST1102 ,amex,paypal,2.57,CAD,0.9001,False,0.0
 PAY6459 ,ORD5459,CUST1318, visa ,credit_card,4.11,USD,0.9897, False ,0.0
 PAY6460 ,ORD5460,CUST1122,stripe, credit_card ,6.49,CAD,1.2611,true,311.19
pay6461,ORD5461,CUST1242,visa,paypal,13.31,GBP,0.995,True,424.32
PAY6462,ORD5462, CUST1058 ,visa,BANK_TRANSFER,10.36,CAD,1.0168,False,
PAY6463,ORD5463,CUST1485, amex ,paypal,2.42,USD,1.0061,True,
PAY6464,ORD5464,CUST1238,amex,wallet,3.28,EUR,,FALSE,
PAY6465,ORD5465, CUST1131 ,mastercard,credit_card,98.72848606569148,USD,1.1736,false,0.0
nan,ord5466,CUST1188, PAYPAL , CREDIT_CARD ,2.85,USD,1.2273,False,2438.138866187969
 pay6467 ,ORD5467,cust1310,mastercard,credit_card,11.42,USD,0.9956,True,643.52
PAY6468,ord5468, CUST1493 ,visa, credit_card ,4.59,nan,1.2712,True,180.71
nan,ORD5469,CUST1367,mastercard,CREDIT_CARD,2.7,eur,1.0512,False,0.0
PAY6470, ORD5470 ,CUST1398,paypal, paypal ,9.8,CAD,0.8157, False ,0.0
 PAY6471 ,ORD5471,cust1493, AMEX ,bank_transfer,,CAD,1.0958,False,0.0
 PAY6472 ,ORD5472, cust1055 , stripe ,credit_card,6.44,cad,0.8679,False,0.0
PAY6473,ORD5473,CUST1013,amex,bank_transfer,20.54,EUR,,False,0.0
PAY6474,ORD5474,CUST1294,nan, nan ,0.31,CAD,1.1292,False,0.0
 PAY6475 ,ORD5475,CUST1464,AMEX,credit_card,33.19,USD,0.7755,True,1264.05
PAY6476,ORD5476, nan ,paypal,nan,5.18,USD,,FALSE,0.0
NAN,ord5477,CUST1101,visa,credit_card,14.53,CAD,0.8471, False ,
PAY6490,ord5490,CUST1174,PAYPAL,wallet,6.36,USD,0.8043, False ,0.0
PAY6479, ORD5479 ,CUST1425,visa, nan ,7.18, CAD ,0.7567,false,0.0
PAY6480,ord5480,CUST1124,stripe,paypal,3.61, USD ,0.8471,False,0.0
 nan ,nan,CUST1356,stripe,paypal,11.11,EUR,1.2533,False,0.0
PAY6482, ord5482 , CUST1154 , stripe ,credit_card,11.2,GBP,0.734, False ,0.0
PAY6627,ord5627, nan ,visa,credit_card,17.51, EUR ,1.1517,false,0.0
PAY6484, ord5484 ,CUST1407,PAYPAL,credit_card,9.23, EUR ,0.7683, True ,897.16
PAY6485,ORD5485, CUST1400 ,paypal,credit_card,24.25,nan,,false,0.0
pay6486,ord5486,CUST1177,MASTERCARD, credit_card ,24.39,USD,0.9816,False,0.0
pay6487,ORD5487,CUST1219,amex,paypal,3.34,USD,0.865,TRUE,
PAY6488,ord5488,CUST1189,mastercard, credit_card ,2.37,USD,0.7884,True,80.1
PAY6489,ORD5489,CUST1259, paypal ,nan,0.31, EUR ,1.1895, False ,0.0
PAY6490,ord5490,CUST1174,PAYPAL,wallet,6.36,USD,0.8043, False ,0.0
 PAY6491 , ORD5491 ,CUST1434,stripe,paypal,1.12,EUR,1.1584,false,0.0
 nan , ORD5492 ,CUST1421,mastercard,PAYPAL,4.21,USD,0.8715, True ,154.44
pay6493, ORD5493 ,CUST1054,amex,PAYPAL,14.24, GBP ,1.1518, False ,0.0
PAY6494,ORD5494, CUST1491 ,amex,credit_card,11.77, CAD ,0.835,False,0.0
 PAY6891 ,ord5891,CUST1416,amex,PAYPAL,19.91,USD,1.2945,True,591.35
PAY6496, ord5496 ,CUST1362,AMEX,credit_card,15.09, CAD ,1.0101,nan,0.0
nan,ORD5497,CUST1222, stripe , credit_card ,9.02, cad ,1.0865,False,0.0
 pay6498 ,ORD5498,CUST1375,amex,credit_card,23.1,USD,0.9334,False,0.0
pay6499, ORD5499 ,NAN, MASTERCARD ,PAYPAL,1.43,EUR,0.7088,True,113.25
PAY6500,ORD5500, CUST1138 ,NAN,credit_card,,USD,0.8357,NAN,0.0
 PAY6501 , ORD5501 ,CUST1413,stripe,credit_card,,USD,1.2366,False,0.0
PAY6502,ORD5502,CUST1396, VISA , credit_card ,11.29,USD,1.1338,FALSE,0.0
PAY6503,ORD5503,CUST1238,stripe,NAN,7.19, EUR ,0.775,False,
 PAY6504 ,ORD5504,CUST1422, paypal ,credit_card,4.05, USD ,1.0859,False,0.0
PAY6505, ORD5505 ,CUST1303,stripe,wallet,3.26,GBP,0.7868,True,187.8
PAY6506, nan ,cust1165,mastercard,bank_transfer,7.42,USD,1.2544,False,0.0
PAY6507,ORD5507,nan,amex,credit_card,14.49,USD,,False,0.0
PAY6508,ORD5508,cust1142,visa,wallet,28.84,EUR,1.0303,False,0.0
PAY6509,ORD5509,CUST1124, amex , credit_card ,7.79,USD,,False,0.0
PAY6510,ord5510, CUST1237 , mastercard ,credit_card,3.46, USD ,1.248,nan,0.0
 pay6511 , ORD5511 ,cust1312, PAYPAL ,nan,2.25,GBP,1.0116,TRUE,106.08
PAY6512,ORD5512,CUST1194,STRIPE,credit_card,,USD,1.108,False,0.0
PAY6513,ORD5513, nan ,visa,CREDIT_CARD,7.86,EUR,1.1031,nan,0.0
pay6514,ORD5514,CUST1435,paypal,credit_card,17.22, CAD ,0.7672,FALSE,0.0
 PAY6515 ,ORD5515,CUST1093,stripe,credit_card,2.16, USD ,1.18,false,2438.138866187969
pay6516,ORD5516,CUST1108,paypal,credit_card,2.5, USD ,0.9658,False,0.0
PAY6517,ORD5517,CUST1408,visa,credit_card,5.66,USD,1.2446, False ,
pay6518,ORD5518,CUST1174, mastercard ,credit_card,4.25,CAD,0.8799,False,0.0
PAY6519,ORD5519,CUST1450,stripe,credit_card,6.92,CAD,0.8523, nan ,0.0
PAY6520,ORD5520,CUST1359,mastercard,credit_card,3.16,USD,0.722,False,0.0
 PAY6521 ,ORD5521,CUST1284,visa,credit_card,8.4,USD,1.0815,False,0.0
PAY6522,ORD5522,CUST1264, nan ,credit_card,55.82,EUR,1.2071,False,
PAY6523,ORD5523,NAN,paypal,paypal,1.6,USD,1.2701,False,0.0
pay6524, ORD5524 , CUST1368 ,paypal, credit_card ,8.15,EUR,,False,0.0
 PAY6525 ,ORD5525,CUST1250,stripe,credit_card,3.1,GBP,0.7405,False,0.0
pay6526,ord5526,CUST1388,amex,credit_card,0.57,EUR,0.9901,True,25.12
PAY6527,ORD5527,CUST1353,mastercard,bank_transfer,,usd,1.1379,False,0.0
PAY6528, ORD5528 ,CUST1330,PAYPAL,credit_card,13.49, USD ,1.1405,true,455.07
PAY6529,ORD5529,cust1251,visa,CREDIT_CARD,1.11,EUR,1.1687,true,81.05
pay6530,ORD5530,CUST1405,visa,credit_card,, USD ,0.8377,False,0.0
PAY6531,nan,CUST1047,AMEX, NAN ,14.17,USD,0.7133,False,0.0
PAY7191,ORD6191,CUST1435,stripe, credit_card ,15.81, CAD ,0.8046,FALSE,0.0
PAY6533,ORD5533,cust1354,amex,paypal,98.72848606569148,USD,,False,
 PAY6534 ,ORD5534,CUST1156,PAYPAL,paypal,3.75,USD,2.740619935845162,False,0.0
pay6535,ORD5535,CUST1297,mastercard,credit_card,7.42,USD,1.1188,false,0.0
 PAY6536 ,ORD5536,cust1242, visa ,CREDIT_CARD,10.81,USD,1.0001,False,
PAY6537,ord5537, CUST1271 ,stripe, bank_transfer ,8.02,nan,0.7804,true,358.9
 pay6538 ,nan,CUST1217,paypal,paypal,2.01, usd ,0.7146, False ,
 PAY6539 , ORD5539 ,CUST1281, paypal ,credit_card,3.55, USD ,0.7122,NAN,0.0
 PAY6540 ,ORD5540, nan ,VISA,nan,4.17, eur ,1.2306,true,207.22
pay6541,ORD5541,CUST1232,paypal,credit_card,1.26,USD,,False,0.0
 PAY6542 ,ord5542,CUST1156,stripe,credit_card,3.63,CAD,0.8612, True ,308.52
PAY6543, ord5543 ,CUST1118,amex,credit_card,5.03,USD,0.8753,False,0.0
PAY6544,ord5544, cust1369 ,paypal, paypal ,6.78,USD,0.991,False,
PAY6545,ORD5545, CUST1161 ,stripe,credit_card,6.19,EUR,0.836,False,0.0
PAY6546,ord5546,CUST1380,stripe,credit_card,3.72,USD,1.1392, False ,0.0
PAY6547,ORD5547,CUST1486,visa, paypal ,0.82,USD,0.8749,True,47.36
PAY6548, ord5548 ,cust1353,PAYPAL, CREDIT_CARD ,7.43,GBP,0.8989, nan ,0.0
pay6738,ORD5738, CUST1194 , mastercard ,credit_card,11.79,USD,1.0974,True,531.79
PAY6550,ORD5550,CUST1378,stripe,credit_card,6.45,USD,0.99,False,0.0
 PAY6551 ,ORD5551,CUST1141,mastercard, PAYPAL ,21.35,EUR,0.9263, FALSE ,0.0
 pay6552 ,ORD5552,CUST1301, mastercard , PAYPAL ,3.59,gbp,1.1298,False,0.0
 PAY6553 ,ORD5553,CUST1268,nan,CREDIT_CARD,2.61,EUR,,FALSE,0.0
PAY6554,ORD5554,CUST1144,paypal,wallet,4.96, CAD ,0.8885,False,0.0
PAY6555,ord5555,NAN,stripe,credit_card,20.29,nan,1.1285,False,0.0
PAY6556,ord5556,CUST1151,AMEX, credit_card ,3.95, cad ,1.087, False ,0.0
PAY6557,nan,nan,amex,paypal,2.08,eur,0.9684,False,0.0
PAY6558,ORD5558,CUST1154,visa,PAYPAL,3.73, gbp ,0.8478, False ,0.0
PAY6559,ORD5559,CUST1362,AMEX,paypal,12.92, EUR ,1.1801,False,0.0
 PAY6560 ,ORD5560,CUST1064,STRIPE,CREDIT_CARD,5.45, cad ,0.9333,False,0.0
PAY6424,ORD5424,cust1459, visa ,credit_card,3.14,nan,0.7932,FALSE,0.0
PAY6562, ORD5562 ,CUST1283,amex, CREDIT_CARD ,13.11,USD,2.740619935845162,False,0.0
pay6563,ord5563,CUST1357,AMEX,credit_card,4.36,GBP,1.0691,false,0.0
PAY6564, nan ,CUST1326,stripe,PAYPAL,30.52,USD,0.9952,False,
PAY6269,ORD5269,CUST1107,mastercard,bank_transfer,,USD,1.2946,False,0.0
pay6566, ORD5566 ,CUST1446, visa ,credit_card,4.38,USD,0.8936,False,0.0
PAY6567,ord5567,CUST1293, paypal ,paypal,9.81,USD,1.1045, True ,847.44
 PAY6568 ,ORD5568,NAN,visa,credit_card,,EUR,0.9883, False ,0.0
PAY6569,ord5569,CUST1225,stripe,credit_card,5.0,EUR,1.2085,false,0.0
PAY6570, ORD5570 ,CUST1094,visa,credit_card,4.83, CAD ,0.9826,True,263.12
 PAY6571 , ORD5571 , CUST1129 ,mastercard,nan,8.27,USD,1.1307,False,0.0
PAY6572, ORD5572 ,CUST1058,amex,credit_card,2.84,USD,2.740619935845162,false,0.0
PAY6573,ord5573,CUST1205,paypal,credit_card,7.87,USD,1.1768,False,0.0
PAY6574,ORD5574,CUST1037,visa, credit_card ,20.96,USD,0.9703,false,0.0
PAY6575,ORD5575,cust1322,stripe,PAYPAL,5.78,NAN,1.2194,False,0.0
PAY6576,ORD5576,CUST1027,amex,paypal,0.22,USD,0.8945,False,0.0
pay6577,ORD5577,CUST1076,visa,credit_card,98.72848606569148,CAD,1.0186,False,0.0
PAY6578, ORD5578 , CUST1485 ,amex,credit_card,4.04,EUR,0.9234,nan,0.0
PAY6304, ORD5304 , CUST1169 ,VISA,credit_card,2.84, nan ,0.9024,False,0.0
PAY6580,ORD5580, cust1060 ,paypal,wallet,3.54, CAD ,0.7078,False,0.0
PAY6581,ord5581,CUST1391, STRIPE ,credit_card,4.06, USD ,,False,0.0
PAY6582,ORD5582, CUST1310 ,stripe,credit_card,10.48,CAD,1.2067,False,0.0
PAY6583, ORD5583 ,CUST1404, mastercard ,CREDIT_CARD,3.62,EUR,0.9931, False ,0.0
PAY6584,ORD5584,CUST1115,stripe,CREDIT_CARD,10.67,CAD,1.0906,False,0.0
PAY6585,ORD5585,CUST1267,visa, credit_card ,13.89,CAD,1.0774,nan,608.14
 PAY6586 ,nan,CUST1230, nan ,credit_card,,USD,,False,0.0
pay6587,ORD5587,cust1152,mastercard,paypal,6.22,USD,0.9008,True,338.83
PAY6588,ORD5588,CUST1219,amex,nan,8.97,EUR,0.7001,True,753.57
PAY6589,ORD5589, CUST1291 ,amex,credit_card,7.79,USD,1.0183, False ,0.0
PAY6590,nan,CUST1030,paypal,credit_card,2.0, EUR ,0.7441,False,0.0
PAY6591,ORD5591,CUST1491,paypal,credit_card,16.65,usd,1.1022,False,0.0
PAY6592,ord5592,CUST1050,visa,paypal,4.89,USD,0.9124,False,0.0
nan,ORD5593,nan,paypal,bank_transfer,11.0,GBP,0.7689,False,0.0
