campaign_id,channel,campaign_type,start_date,end_date,promo_code,ad_spend,impressions,clicks,conversions,revenue,ctr,conversion_rate
CAMP3203,facebook,nan,2024-07-13,2024-04-11,summer15,418.09,19851.0,230.0,32.0,3375.94,0.0116,0.1391
CAMP3204,email,new_arrival,2025-07-23,2025-06-08, WELCOME10 ,494.71,22539.0,1695.0,58.0,1461.26,0.0752,0.0342
CAMP3205,email, retargeting ,2025-07-29,nan,nan,,163364.3987091328,89.0,934.6249131116298,583.4,0.0815,0.0562
CAMP3206, instagram , NEW_ARRIVAL ,2024-05-02,2025-05-08,NAN,344.8,38355.0,533.0,48.0,3805.86,0.0139,0.0901
CAMP3207,in_app,brand_awareness,2024-01-03,2024-07-17,NAN,193.58,41771.0,918.0,46.0,6147.12,0.022,0.0501
CAMP3208,email,retargeting,2025-10-13,2025-05-08,welcome10,246.64,31875.0,539.0,81.0,6054.03,0.0169,0.1503
CAMP3209,INSTAGRAM, retargeting ,2024-10-16,2025-05-03, nan ,480.42,22954.0,933.0,66.0,2992.75,0.0406,0.0707
CAMP3210,in_app,nan,2024-05-14,2025-01-29,SUMMER15,242.98,27741.0,,47.0,1327.68,0.0332,0.0511
CAMP3211,nan,brand_awareness,2024-03-18,2024-03-07, SUMMER15 ,387.48,8302.0,605.0,54.0,1133.63,0.0729,0.0893
CAMP3212,instagram,brand_awareness,2025-10-01,2024-08-13,FREESHIP,264.9,40219.0,2219.0,47.0,1342.21,0.0552,
CAMP3213,facebook,NEW_ARRIVAL,2024-09-04,2025-10-16, nan ,315.91,43944.0,744.0,50.0,3990.47,0.0169,0.0672
CAMP3214,google_ads,seasonal_sale,2025-09-16,2025-04-11,nan,392.9,43776.0,2318.0,934.6249131116298,15774.37,0.053,0.0997
CAMP3215, instagram ,new_arrival,2025-08-14, 2024-10-05 ,WELCOME10,413.65,13043.0,130.0,17.0,87556.8156026327,0.01,0.1308
CAMP3216,google_ads, seasonal_sale ,2025-10-18,nan, nan ,419.57,9312.0,301.0,24.0,2459.85,0.0323,0.0797
CAMP3217,in_app,nan, 2025-03-01 ,2024-09-11, NAN ,495.17,35985.0,1095.0,85.0,12380.46,0.0304,0.0776
CAMP3218,in_app,new_arrival,2024-05-22, 2025-09-30 ,nan,468.21,6805.0,289.0,23.0,587.21,0.0425,
 CAMP3219 ,email,brand_awareness,2025-06-21,2024-04-14,nan,159.29,14460.0,713.0,,3636.4,0.2460293779829661,0.0799
 CAMP3220 ,in_app,nan,2025-05-17,2024-09-02,BF2025,478.89,9896.0,702.0,65.0,9183.41,0.0709,0.0926
 CAMP3221 ,instagram,BRAND_AWARENESS,2025-09-06,2024-12-17,WELCOME10,256.58,25815.0,912.0,26.0,3879.96,0.0353,0.0285
CAMP3222,email,seasonal_sale,2025-03-06,2025-05-17,FREESHIP,416.27,163364.3987091328,1264.0,32.0,3936.95,0.0514,
CAMP3223, email ,SEASONAL_SALE,2024-03-10, nan ,WELCOME10,412.56,38519.0,710.0,68.0,9213.69,0.0184,0.0958
CAMP3224,google_ads,retargeting, 2024-03-04 ,2025-11-03, nan ,253.1,,974.0,934.6249131116298,8279.11,0.073,0.078
 CAMP3225 ,instagram,retargeting,2024-01-24, 2025-01-20 ,nan,229.9,27429.0,,93.0,8171.06,0.0253,0.1338
CAMP3226,google_ads, brand_awareness ,2025-06-09,2025-05-16, nan ,287.55,5843.0,363.0,43.0,4424.54,0.0621,0.1185
CAMP3227,email,SEASONAL_SALE,2024-03-26,2024-12-07,nan,343.6,20968.0,1038.0,82.0,12169.2,0.0495,0.079
CAMP3228,google_ads,brand_awareness, 2025-10-11 ,2024-07-05,NAN,372.25,44622.0,490.0,55.0,7069.01,0.011,0.1122
CAMP3229, EMAIL ,new_arrival,2024-07-12,2024-02-13,WELCOME10,323.39,13378.0,584.0,18.0,,0.0437,0.0308
CAMP3230,instagram,RETARGETING,2024-01-19,2025-09-22,WELCOME10,328.6,42582.0,3000.0,194.0,12295.37,,0.0647
nan, in_app ,seasonal_sale,2025-03-16, 2024-12-29 ,nan,50.49,35493.0,2778.0,,11440.47,0.0783,0.48089250936787425
 camp3232 , in_app ,seasonal_sale,2024-09-17,2024-12-15,FREESHIP,207.41,35288.0,2179.0,216.0,4383.06,0.0617,0.0991
 CAMP3233 ,email,brand_awareness,2024-12-03,2024-02-19,nan,158.44,21011.0,1004.0,,8748.39,0.0478,0.0618
CAMP3234,email,seasonal_sale,2025-08-10,2025-03-06,nan,351.58,2662.0,168.0,21.0,1052.61,0.0631,0.125
 CAMP3235 ,in_app,SEASONAL_SALE,2024-07-02,2025-11-13,nan,372.77,29441.0,1503.0,182.0,18787.59,0.0511,0.1211
CAMP3236,in_app,brand_awareness,2024-03-28,2025-09-02,nan,362.48,9422.0,672.0,90.0,8567.83,0.0713,0.1339
 CAMP3237 , google_ads , seasonal_sale ,2024-09-16,2024-05-04,SUMMER15,97.26,26205.0,1845.0,190.0,27188.07,0.0704,0.103
camp3238,google_ads,new_arrival,2025-03-14,2025-09-21,nan,305.84,37348.0,1074.0,73.0,9106.09,0.0288,0.068
CAMP3239,google_ads,retargeting,2025-09-10,2024-06-10,nan,,20022.0,433.0,,1394.01,0.0216,0.1062
nan,google_ads,NEW_ARRIVAL,2025-04-26,2024-03-01,nan,474.4,49438.0,648.0,49.0,3875.11,0.0131,
camp3241, facebook ,new_arrival,2025-05-27,2024-06-25,nan,145.94,17811.0,719.0,38.0,3675.14,0.0404,0.0529
CAMP3242,google_ads,retargeting,2024-03-11,2025-03-11,nan,1612.48950299938,42472.0,806.0,65.0,3817.6,0.019,
CAMP3243,facebook,retargeting,2025-02-28, 2025-09-08 , nan ,235.33,35043.0,1662.0,106.0,11936.7,0.0474,0.0638
CAMP3244,instagram,nan,2025-01-27,2024-04-20,nan,224.22,34473.0,2040.0,191.0,13222.54,0.0592,0.0936
nan,in_app, SEASONAL_SALE ,2025-04-09,2024-02-25,BF2025,416.34,4114.0,198.0,24.0,3430.05,0.0481,0.1212
 CAMP3614 ,nan,nan,2024-06-23, 2025-02-19 ,SUMMER15,1612.48950299938,163364.3987091328,252.0,19.0,,0.0642,0.0754
CAMP3247,IN_APP,seasonal_sale,2024-01-20,2025-03-26,nan,148.02,27285.0,748.0,92.0,3541.66,0.0274,0.123
camp3248,email,new_arrival,2024-03-04, 2024-09-19 ,nan,490.77,13673.0,382.0,39.0,87556.8156026327,0.0279,
CAMP3249, facebook , seasonal_sale ,2024-07-02,nan,nan,478.22,22916.0,1808.0,38.0,3042.76,0.0789,0.021
 CAMP3250 ,instagram,seasonal_sale,2024-12-13,2024-08-27,FREESHIP,,10734.0,821.0,42.0,3680.11,0.0765,0.0512
CAMP3251,EMAIL,new_arrival,2024-11-14,2025-11-09,WELCOME10,358.33,,56.0,3.0,416.92,0.0235,0.0536
 CAMP3252 ,INSTAGRAM,seasonal_sale,nan,2025-04-17,nan,113.84,18870.0,602.0,26.0,3831.76,0.0319,0.0432
CAMP3679,facebook,SEASONAL_SALE,2024-08-29,2025-05-17, nan ,78.08,2381.0,164.0,7.0,907.41,0.0689,0.0427
CAMP3254,in_app, seasonal_sale ,2024-07-26,2024-01-21,nan,78.29,15219.0,1082.0,58.0,7454.8,0.0711,0.0536
 CAMP3255 , IN_APP , new_arrival , 2025-03-26 ,nan,NAN,405.36,4343.0,301.0,32.0,2017.54,0.0693,
nan, in_app ,retargeting, 2024-07-13 , 2025-03-12 ,welcome10,65.2,26850.0,,126.0,12793.92,0.0454,0.48089250936787425
CAMP3257,IN_APP,brand_awareness, 2025-05-13 , 2024-11-22 ,NAN,65.12,36433.0,1397.0,84.0,3745.29,0.0383,0.0601
CAMP3258, in_app ,RETARGETING,2025-02-07,2025-04-05,nan,191.53,,154.0,10.0,806.53,0.0361,0.0649
 CAMP3259 ,facebook,nan,2024-01-09, 2024-04-13 ,NAN,122.41,28150.0,1335.0,165.0,16705.61,0.0474,0.1236
CAMP3260,facebook,brand_awareness,2025-01-14,2024-08-14,SUMMER15,495.58,33252.0,2245.0,252.0,30240.64,0.0675,0.1122
CAMP3261, email ,RETARGETING,2024-12-06,2025-07-17,NAN,363.84,6247.0,404.0,10.0,1295.16,0.0647,0.0248
CAMP3262,instagram, SEASONAL_SALE ,2024-03-24,2025-08-30, nan ,359.11,18702.0,1117.0,150.0,9123.41,0.0597,0.1343
CAMP3263, INSTAGRAM ,brand_awareness,2024-12-05,2025-01-13,SUMMER15,323.35,43350.0,1296.0,47.0,5019.63,0.0299,0.0363
CAMP3264, instagram , new_arrival , 2024-03-07 ,NAN, summer15 ,480.41,39402.0,3066.0,249.0,22591.09,,0.0812
CAMP3265,in_app, brand_awareness ,2024-03-08,2025-03-25,nan,,5126.0,113.0,7.0,931.14,0.022,0.0619
CAMP3266,in_app,new_arrival,2024-01-02,2025-07-10,SUMMER15,264.9,3469.0,243.0,934.6249131116298,2461.92,0.07,0.1193
 CAMP3267 ,email,NAN, 2025-08-28 ,2024-02-21,nan,284.49,6700.0,159.0,11.0,878.39,0.0237,0.0692
CAMP3268, in_app ,brand_awareness,2025-08-07,2025-10-23,nan,185.12,49345.0,3883.0,256.0,28672.98,0.0787,0.0659
CAMP3269,facebook, nan ,2025-09-01,2024-02-25, WELCOME10 ,130.64,5480.0,150.0,13.0,1731.31,0.0274,0.0867
CAMP3270,in_app,retargeting,2024-10-06,2025-08-06,nan,369.77,13228.0,389.0,9.0,996.98,0.0294,0.0231
CAMP3271, instagram ,BRAND_AWARENESS,2025-04-15,2025-04-18,NAN,128.83,163364.3987091328,2545.0,117.0,9125.61,0.0544,0.046
CAMP3272,GOOGLE_ADS,BRAND_AWARENESS,2025-09-18,2024-05-10,nan,163.16,,847.0,54.0,3570.38,0.061,0.0638
camp3273, instagram ,seasonal_sale,2025-08-30,2024-03-28,nan,259.97,19895.0,768.0,68.0,2268.62,0.0386,0.0885
 CAMP3274 ,instagram,brand_awareness,2024-01-27,2025-06-09,SUMMER15,384.84,19435.0,729.0,56.0,7456.18,0.0375,0.0768
NAN,instagram,brand_awareness,2024-10-04,2025-11-12,nan,84.46,12677.0,801.0,41.0,4153.37,,0.0512
CAMP3977,email, nan , 2025-05-10 , 2025-07-10 , WELCOME10 ,1612.48950299938,26887.0,1469.0,77.0,3334.06,0.0546,0.0524
CAMP3187, in_app ,NEW_ARRIVAL,2024-01-13,2024-12-24,SUMMER15,72.92,22796.0,1274.0,88.0,9610.41,,0.0691
 CAMP3278 ,nan,retargeting,nan, 2025-01-12 , nan ,88.04,13654.0,793.0,,4257.71,0.0581,0.0618
CAMP3279,IN_APP, brand_awareness ,2024-10-30,2025-04-07, FREESHIP ,52.73,25970.0,906.0,,87556.8156026327,0.0349,0.0309
CAMP3280,email,RETARGETING,2025-02-25,2025-10-13,nan,84.07,35818.0,1955.0,75.0,6949.09,0.0546,
CAMP3281, instagram ,retargeting,2025-03-29,2024-07-13,WELCOME10,1612.48950299938,6481.0,286.0,36.0,4827.08,0.0441,
CAMP3282,google_ads,new_arrival,2024-04-09,2025-02-08,nan,107.26,17052.0,680.0,49.0,1246.67,0.0399,0.0721
CAMP3283,instagram,new_arrival,2024-04-06,2025-10-31,SUMMER15,496.69,38964.0,1827.0,175.0,3772.14,0.0469,
CAMP3284,facebook, retargeting ,NAN,2024-01-12,FREESHIP,423.09,14209.0,883.0,,818.65,0.0621,0.0227
 CAMP3285 ,email,SEASONAL_SALE,nan,2024-11-28,nan,490.75,35546.0,2612.0,,22228.28,0.0735,0.067
camp3286,email,BRAND_AWARENESS,nan, nan ,SUMMER15,350.39,1121.0,78.0,12.0,1688.42,0.0696,0.1538
 CAMP3287 ,EMAIL,retargeting,nan,2025-11-05,NAN,152.67,16638.0,348.0,10.0,928.19,0.0209,0.0287
CAMP3288,email, brand_awareness ,2024-03-23, 2024-09-30 ,nan,79.37,6269.0,194.0,10.0,977.21,0.0309,0.0515
CAMP3289,facebook,new_arrival,2025-07-14,2024-08-18,nan,431.43,3921.0,189.0,13.0,990.34,0.0482,0.0688
CAMP3290,GOOGLE_ADS,brand_awareness,2024-03-19, 2024-11-01 , nan ,478.33,41345.0,929.0,93.0,6816.05,,0.1001
CAMP3291,facebook,nan,2024-05-12,2025-01-06,SUMMER15,,8872.0,,67.0,9502.97,0.0604,0.125
CAMP3292,in_app,retargeting, 2024-03-05 , nan , SUMMER15 ,345.97,21087.0,1638.0,38.0,2184.01,0.0777,0.0232
CAMP3293,instagram,brand_awareness,nan,2025-02-28,NAN,473.74,2758.0,78.0,11.0,586.71,0.0283,0.141
 CAMP3294 ,in_app,brand_awareness,2024-12-01,nan, nan ,57.96,6559.0,172.0,11.0,220.64,,0.064
CAMP3295,IN_APP,new_arrival,2025-04-12,2024-09-12,SUMMER15,174.98,,1827.0,169.0,21864.89,0.0744,0.0925
 CAMP3296 , nan ,brand_awareness, 2025-04-16 ,2024-01-14,summer15,175.39,10564.0,197.0,10.0,1309.13,0.0186,0.0508
CAMP3297,email,brand_awareness,2025-05-01,2024-05-15,SUMMER15,150.59,41716.0,1480.0,242.0,28579.92,0.0355,
 CAMP3298 ,FACEBOOK, new_arrival ,2024-05-14,2025-09-02,WELCOME10,441.84,20226.0,989.0,62.0,3740.21,0.0489,0.0627
CAMP3299,email, brand_awareness ,2024-10-16,2025-09-28,WELCOME10,320.8,27843.0,1624.0,247.0,19916.66,0.0583,0.48089250936787425
CAMP3300,in_app, BRAND_AWARENESS ,2025-07-23,2024-11-12,bf2025,462.9,9152.0,560.0,53.0,6784.45,0.0612,
CAMP3301,in_app, brand_awareness ,2024-01-19,2025-10-30,WELCOME10,443.13,46093.0,3464.0,111.0,10313.9,0.0752,
 camp3302 , google_ads ,seasonal_sale, 2024-06-08 , 2024-08-01 ,WELCOME10,259.01,6905.0,70.0,9.0,376.85,0.0101,0.1286
CAMP3303,in_app, retargeting ,2024-09-05,2025-01-31,BF2025,148.86,,232.0,25.0,3583.79,0.0196,0.48089250936787425
CAMP3304, email ,retargeting,2025-03-05,2025-09-12,SUMMER15,376.64,27169.0,2082.0,239.0,27118.67,0.0766,0.1148
CAMP3305,facebook,seasonal_sale,nan,2025-02-10, freeship ,1612.48950299938,19833.0,240.0,6.0,606.03,0.0121,0.025
CAMP3306, google_ads ,brand_awareness,2024-10-05,2025-09-03,nan,260.91,46417.0,3000.0,289.0,10403.0,0.0646,0.0963
CAMP3307,facebook,BRAND_AWARENESS,2024-12-14, 2025-08-17 , SUMMER15 ,152.26,26093.0,1941.0,93.0,12040.32,0.0744,0.0479
 CAMP3308 ,instagram, retargeting ,2025-03-26,2025-09-12, nan ,60.13,23016.0,259.0,30.0,2085.26,0.0113,0.1158
camp3309,email,SEASONAL_SALE,2025-04-12, 2025-10-08 ,NAN,350.41,6724.0,523.0,38.0,87556.8156026327,0.0778,0.0727
 camp3310 , email ,retargeting,2025-08-23,2024-04-23,NAN,395.66,15214.0,1014.0,,9642.87,0.0666,
CAMP3311,in_app,brand_awareness,nan,2025-03-05,nan,409.17,23474.0,1272.0,147.0,10559.25,0.0542,0.1156
CAMP3312,email,new_arrival, 2025-05-21 ,2025-07-26,nan,483.19,20646.0,650.0,53.0,4820.6,0.0315,0.0815
CAMP3313,nan,brand_awareness,2024-11-13,2025-09-27, nan ,168.09,34133.0,686.0,38.0,1804.67,0.0201,0.0554
 CAMP3314 ,email, retargeting ,2025-03-21, 2025-07-29 ,SUMMER15,150.83,14036.0,662.0,60.0,2882.06,0.0472,0.48089250936787425
 CAMP3315 ,email,NEW_ARRIVAL,2024-04-28,nan,NAN,142.91,31802.0,384.0,40.0,5047.37,0.2460293779829661,0.1042
 CAMP3316 , instagram ,brand_awareness,2025-09-06,2024-09-23, SUMMER15 ,,21654.0,951.0,104.0,13850.83,0.0439,0.1094
camp3317, facebook ,retargeting,2024-06-28,2025-05-30,BF2025,457.62,5687.0,151.0,15.0,87556.8156026327,,0.0993
CAMP3318,facebook,brand_awareness,2025-09-18,2024-09-05,SUMMER15,150.53,43769.0,1894.0,50.0,3750.48,0.0433,0.0264
camp3319,email,NEW_ARRIVAL,2024-03-23,2024-08-25,nan,472.65,31860.0,1306.0,106.0,13672.4,0.041,0.0812
 CAMP3320 ,google_ads,seasonal_sale,2024-02-11,2024-05-06,NAN,204.91,23752.0,1399.0,197.0,6512.94,0.0589,
CAMP3321, facebook ,seasonal_sale, 2024-02-07 ,2025-03-18,SUMMER15,349.92,,2919.0,424.0,55633.97,0.0668,0.1453
CAMP3322,email,brand_awareness, 2024-09-16 ,2024-07-16, nan ,315.72,11015.0,682.0,68.0,9149.96,0.0619,0.0997
camp3323,IN_APP,seasonal_sale,2025-08-28, 2025-02-09 , nan ,343.25,,1056.0,65.0,4387.07,0.0593,0.0616
CAMP3324,in_app,retargeting,2025-01-08,2024-09-23, nan ,478.05,6971.0,350.0,43.0,2088.03,0.0502,0.1229
CAMP3325,in_app,NAN,2024-05-16,nan, BF2025 ,124.8,17161.0,665.0,65.0,9138.54,,0.0977
CAMP3326,google_ads, retargeting ,2024-10-13,2024-10-14,WELCOME10,474.87,26435.0,809.0,95.0,11109.91,0.0306,0.1174
CAMP3327,IN_APP,new_arrival, 2025-08-13 ,2024-01-30,NAN,390.58,47588.0,3682.0,221.0,31080.92,0.0774,0.06
CAMP3328, GOOGLE_ADS ,retargeting,2024-03-12, 2024-07-17 ,nan,496.93,1683.0,121.0,3.0,67.94,0.2460293779829661,
CAMP3329,facebook,brand_awareness, 2025-03-25 ,2025-01-14,WELCOME10,404.18,12884.0,,90.0,7229.67,,0.0937
CAMP3330,facebook,retargeting,2025-09-03,2025-01-22,nan,116.6,34089.0,1185.0,69.0,7439.58,0.0348,0.0582
nan,facebook,new_arrival, 2024-12-06 ,2025-08-12,nan,470.63,47519.0,2733.0,212.0,13456.28,0.0575,0.0776
CAMP3332,email,brand_awareness,2024-01-28, 2025-04-16 ,NAN,341.31,38515.0,959.0,38.0,1571.93,0.0249,0.0396
 nan ,google_ads, RETARGETING ,2024-02-21, 2025-02-04 ,WELCOME10,70.65,39319.0,537.0,70.0,5819.26,0.0137,0.1304
CAMP3334,facebook, nan , 2025-02-10 , 2025-10-21 ,BF2025,59.27,9839.0,597.0,82.0,9436.46,0.0607,0.1374
CAMP3335,email, retargeting ,2025-04-07,2024-10-09, nan ,312.11,34532.0,2022.0,160.0,6441.45,0.0586,0.0791
CAMP3336,instagram,retargeting,2024-06-20,nan,nan,1612.48950299938,163364.3987091328,9564.902277963532,158.0,19534.83,0.0494,
CAMP3337,google_ads,SEASONAL_SALE,2024-06-21,2024-03-05,SUMMER15,326.45,,280.0,46.0,4757.35,0.0626,0.1643
CAMP3338, in_app , new_arrival ,2025-03-16,2024-12-11, NAN ,59.52,30121.0,2418.0,346.0,,0.0803,0.1431
 CAMP3339 ,nan,BRAND_AWARENESS,2025-05-06, 2024-11-21 , nan ,191.95,23447.0,534.0,54.0,1477.8,0.0228,0.1011
CAMP3340, in_app , new_arrival , 2025-04-24 , 2025-04-08 , nan ,175.84,30790.0,591.0,41.0,4974.33,0.0192,0.0694
CAMP3888,google_ads, new_arrival ,2024-04-25,2025-03-09,nan,1612.48950299938,14194.0,368.0,42.0,3328.51,0.0259,0.1141
camp3342,instagram, brand_awareness ,2024-10-15, 2024-10-11 ,nan,94.06,8531.0,319.0,43.0,3712.62,0.2460293779829661,0.1348
CAMP3343, GOOGLE_ADS ,brand_awareness,NAN,2024-07-12,WELCOME10,491.94,,9564.902277963532,44.0,2550.37,0.0315,0.0791
CAMP3344,google_ads,nan,2024-01-26,nan, freeship ,472.94,34366.0,1643.0,,18432.7,0.0478,
camp3345,email, new_arrival ,2024-06-07,2025-04-21, WELCOME10 ,190.23,33263.0,9564.902277963532,60.0,4841.7,0.0313,0.0576
CAMP3346, google_ads ,new_arrival,2024-10-04,2025-01-05, nan ,177.55,40330.0,872.0,37.0,5504.62,0.0216,0.0424
CAMP3056,nan,seasonal_sale,2025-09-16,2025-04-08, nan ,1612.48950299938,5386.0,445.0,14.0,839.92,0.0826,0.0315
CAMP3348,google_ads,seasonal_sale,2025-05-17, 2025-06-26 ,nan,136.99,24410.0,1928.0,47.0,5127.37,0.079,
nan,instagram, seasonal_sale ,2024-12-21,2024-01-24, SUMMER15 ,325.6,4004.0,9564.902277963532,12.0,347.01,0.0257,
CAMP3350,nan,brand_awareness,2024-05-07,2024-12-27,nan,72.56,44779.0,467.0,16.0,397.49,0.0104,0.0343
CAMP3351,instagram, retargeting , 2024-01-04 ,2024-10-29,nan,260.97,35282.0,1205.0,70.0,7016.72,0.0342,0.0581
 CAMP3352 , google_ads ,retargeting,2025-01-14,2025-09-04,nan,85.75,,523.0,67.0,3287.32,0.0613,0.1281
CAMP3099, in_app ,BRAND_AWARENESS,2025-10-05, 2024-03-26 , SUMMER15 ,231.95,24442.0,1530.0,86.0,5116.05,,0.0562
nan,google_ads,RETARGETING,2024-03-24,2025-05-10, welcome10 ,460.08,35960.0,1495.0,187.0,,0.0416,
nan,google_ads,retargeting, 2024-05-01 ,2024-12-10,nan,362.98,31904.0,1817.0,62.0,8966.35,0.057,
CAMP3356,facebook,retargeting,2025-01-09,2025-02-19,nan,273.99,163364.3987091328,1118.0,86.0,9620.61,0.0687,0.0769
CAMP3357,facebook,new_arrival,2024-05-03,2024-11-22,nan,287.0,6099.0,,10.0,1104.29,0.0249,0.0658
CAMP3358,facebook,retargeting,2025-03-21,2024-04-16,WELCOME10,56.08,19150.0,1319.0,57.0,,0.0689,0.0432
 camp3359 ,nan,brand_awareness,2024-05-10,2025-06-18,nan,405.31,28629.0,1337.0,80.0,8631.96,0.0467,0.0598
CAMP3360,nan,retargeting, 2024-05-24 ,2025-06-01,nan,226.28,25997.0,1885.0,200.0,28780.39,0.0725,0.1061
CAMP3361,IN_APP,new_arrival,2025-03-12,2024-11-05,nan,487.55,1639.0,44.0,3.0,250.21,0.0268,0.0682
CAMP3362,google_ads, RETARGETING ,2025-04-28,2024-08-18,nan,,38172.0,2781.0,101.0,,0.0729,0.0363
CAMP3363,facebook,seasonal_sale,2024-05-14,2025-06-05,SUMMER15,53.09,31190.0,2190.0,262.0,,0.0702,0.1196
CAMP3364,nan,RETARGETING, 2024-04-02 , 2024-02-11 ,SUMMER15,87.09,35356.0,2005.0,70.0,3996.41,0.0567,0.0349
camp3365,EMAIL,new_arrival,nan,2025-01-02,welcome10,64.53,43088.0,1616.0,66.0,8594.07,0.0375,0.0408
 CAMP3287 ,EMAIL,retargeting,nan,2025-11-05,NAN,152.67,16638.0,348.0,10.0,928.19,0.0209,0.0287
CAMP3367, in_app ,seasonal_sale,2024-09-29,2025-04-08,NAN,292.34,163364.3987091328,332.0,22.0,2838.36,0.0303,0.0663
CAMP3368,instagram, new_arrival ,2024-01-25,2025-02-13,NAN,240.61,30812.0,1030.0,61.0,3249.19,0.0334,0.0592
CAMP3330,facebook,retargeting,2025-09-03,2025-01-22,nan,116.6,34089.0,1185.0,69.0,7439.58,0.0348,0.0582
CAMP3370,facebook,SEASONAL_SALE, nan , 2025-04-04 ,SUMMER15,241.42,31462.0,1591.0,99.0,8606.16,0.0506,0.0622
 camp3371 ,email,seasonal_sale,2024-04-12,2024-07-24,nan,313.58,15681.0,634.0,79.0,5463.17,0.0404,
CAMP3372,google_ads,brand_awareness,2025-02-26,2024-12-20,NAN,221.55,49592.0,2513.0,161.0,23300.11,0.0507,0.0641
CAMP3373,facebook, new_arrival ,2025-06-25,NAN, FREESHIP ,435.57,22274.0,338.0,30.0,953.35,0.0152,0.0888
CAMP3374, instagram ,new_arrival,2025-02-13,2024-04-03,WELCOME10,389.72,3487.0,9564.902277963532,3.0,,0.0141,0.0612
CAMP3375,email, seasonal_sale , 2025-06-29 , 2025-11-07 ,WELCOME10,77.9,29769.0,1135.0,,6016.61,0.0381,0.0617
CAMP3376,facebook,retargeting,2025-02-13, 2024-05-14 ,nan,175.9,9509.0,,34.0,2727.73,0.0291,
CAMP3377,facebook,new_arrival,2024-07-26, 2025-11-23 ,WELCOME10,,6773.0,262.0,934.6249131116298,1052.56,0.0387,0.0573
 camp3378 , facebook ,brand_awareness,2025-06-03, 2025-11-01 ,FREESHIP,460.57,7816.0,337.0,15.0,437.59,0.0431,0.0445
camp3379,IN_APP,RETARGETING, 2025-02-04 ,2024-02-12,nan,54.11,11701.0,816.0,64.0,9412.14,0.0697,0.0784
NAN,in_app, retargeting ,2025-05-13,2024-05-30,SUMMER15,468.94,12237.0,719.0,,2646.37,0.0588,0.1558
 CAMP3381 ,google_ads,brand_awareness, 2025-07-14 ,2025-11-04,BF2025,,,1916.0,136.0,14688.62,0.0653,0.071
camp3382, google_ads ,BRAND_AWARENESS,2025-02-27,2024-07-29, WELCOME10 ,312.74,41482.0,,76.0,1572.95,,0.0554
CAMP3383,google_ads, NEW_ARRIVAL , 2025-08-31 ,2024-03-17,nan,484.36,163364.3987091328,780.0,16.0,579.58,0.2460293779829661,0.0205
 camp3384 ,in_app,brand_awareness,2025-01-03,2025-04-25, summer15 ,341.55,8179.0,239.0,29.0,2776.16,0.0292,
 camp3385 , email , seasonal_sale ,2025-08-07,nan,SUMMER15,202.88,47531.0,1563.0,43.0,3738.21,0.0329,0.0275
CAMP3386, nan ,brand_awareness,2025-09-11,2025-05-02,nan,157.36,35846.0,2577.0,133.0,11965.45,0.0719,0.0516
CAMP3387, FACEBOOK , NEW_ARRIVAL , 2024-09-13 ,2025-09-17,nan,125.06,22902.0,641.0,,2041.3,0.028,
CAMP3388,google_ads,new_arrival,2024-04-08,2025-09-14,nan,68.32,45830.0,3422.0,223.0,9953.66,0.0747,0.0652
CAMP3389,google_ads,RETARGETING,2024-03-01,2024-02-01,SUMMER15,369.03,12390.0,379.0,64.0,8528.53,0.0306,0.1689
CAMP3390,google_ads,seasonal_sale, 2024-12-03 , 2025-09-07 ,SUMMER15,407.34,25936.0,966.0,,5018.24,0.0372,0.0414
CAMP3391, email ,seasonal_sale,2025-02-13,2024-10-13,nan,335.25,44289.0,1579.0,66.0,3680.25,0.0357,0.0418
CAMP3392,INSTAGRAM,nan,2025-05-13, nan ,SUMMER15,382.63,33759.0,2170.0,201.0,12513.23,0.0643,0.0926
CAMP3393, facebook ,SEASONAL_SALE,2025-08-30,2024-04-21,NAN,389.67,46685.0,3601.0,455.0,25672.3,0.0771,0.1264
CAMP3394,INSTAGRAM,retargeting,2024-11-26,2024-02-29,nan,100.27,41527.0,9564.902277963532,193.0,28170.92,0.0696,0.0668
 CAMP3395 , email ,retargeting, 2025-03-25 ,2024-06-27,WELCOME10,263.53,1948.0,46.0,8.0,514.47,0.0236,0.1739
 CAMP3396 , facebook ,brand_awareness,nan,2024-10-27,FREESHIP,172.37,20572.0,419.0,14.0,1007.41,0.0204,0.0334
 CAMP3397 ,nan,new_arrival,2024-09-16, 2025-10-30 ,nan,121.36,42949.0,,230.0,14533.94,0.0756,0.48089250936787425
CAMP3398,facebook, SEASONAL_SALE ,2024-04-07, 2024-02-14 ,nan,124.16,,982.0,82.0,2512.67,0.0312,0.0835
nan,facebook,brand_awareness, nan ,2024-05-19, WELCOME10 ,1612.48950299938,22401.0,715.0,12.0,759.03,0.2460293779829661,0.0168
nan, email ,nan,2025-02-25,2024-04-02,nan,466.2,5132.0,348.0,45.0,2767.25,0.0678,0.1293
camp3401,in_app,brand_awareness,2024-07-31,2024-06-13,SUMMER15,408.98,14932.0,784.0,75.0,2026.02,0.0525,0.0957
 CAMP3402 ,in_app,retargeting,2025-03-02,2025-08-26,nan,124.02,25125.0,,207.0,87556.8156026327,0.0524,0.48089250936787425
camp3403,google_ads,new_arrival,2024-03-24, 2024-02-04 ,nan,331.93,25703.0,9564.902277963532,141.0,9489.06,0.0526,0.1042
