event_id,session_id,customer_id,event_type,event_datetime,sku,quantity,unit_price
EVT201873,SESS100949,CUST1090,add_to_cart,2026-02-05 13:34:49.000000,SKU10142,4.0,171.53
EVT201874,SESS100950,CUST1489,page_view,2025-12-27 14:54:41.000000,,,
EVT201875,SESS100951,,page_view,2025-07-15 05:08:47.000000,,,
EVT201876,SESS100951,CUST1030,product_view,2025-07-15 05:09:29.000000,SKU10114,,220.39
EVT201877,SESS100952,CUST1039,,2025-09-23 09:41:34.000000,,,
EVT201878,SESS100952,CUST1039,product_view,2025-09-23 09:42:11.000000,SKU10030,,364.83
EVT201879,SESS100952,CUST1039,add_to_cart,2025-09-23 09:43:31.000000,SKU10030,,364.83
EVT201880,SESS100953,CUST1335,page_view,2025-02-22 07:03:54.000000,,,
EVT201881,,CUST1335,product_view,2025-02-22 07:04:00.000000,SKU10122,,65.89
EVT201882,SESS100953,CUST1335,add_to_cart,2025-02-22 07:06:39.000000,SKU10122,1.0,65.89
EVT201883,SESS100954, CUST1205 ,page_view,2025-10-29 02:39:52.000000,,,
,SESS100954,CUST1205,product_view,2025-10-29 02:40:02.000000,SKU10116,,247.1
EVT201885,SESS100954,CUST1205,add_to_cart,2025-10-29 02:41:30.000000,SKU10116,4.0,
EVT201886,,CUST1205,begin_checkout,2025-10-29 02:43:40.000000,SKU10116,4.0,247.1
EVT201887,SESS100954,CUST1205,purchase,2025-10-29 02:46:09.000000,SKU10116,4.0,247.1
EVT201888,SESS100955,,page_view,2025-08-25 23:20:32.000000,,,
EVT201889,SESS100955,,,2025-08-25 23:21:05.000000,,,195.45
EVT201890, SESS100956 , CUST1322 ,page_view,2025-11-23 23:59:58.000000,,,
EVT201891,SESS100957,CUST1184,page_view,2025-10-03 07:14:33.000000,,,
EVT201892,SESS100958,CUST1216,page_view,2026-01-20 19:32:31.000000,,,
EVT201893,SESS100959,CUST1185,page_view,2025-09-13 08:53:46.000000,,,
EVT201894,SESS100959,CUST1185,product_view,2025-09-13 08:54:36.000000,SKU10129,,159.71
EVT201895,SESS100960,CUST1438,page_view,2026-02-01 20:38:05.000000,,,
EVT201896,, CUST1401 ,page_view,2025-02-17 06:12:31.000000,,,
EVT201897,SESS100962,CUST1169, page_view ,2025-12-02 07:55:07.000000,,,
EVT201898,SESS100962,CUST1169,product_view,2025-12-02 07:55:59.000000,SKU10119,,20.55
EVT201899,SESS100962,CUST1169,add_to_cart,2025-12-02 07:57:45.000000,SKU10119,2.0,20.55
EVT201900,SESS100962,CUST1169,begin_checkout,2025-12-02 07:58:08.000000,SKU10119,2.0,20.55
EVT201901,SESS100962,CUST1169,purchase,2025-12-02 08:01:45.000000,SKU10119,2.0,20.55
EVT201902,SESS100963, cust1270 ,page_view,2025-12-12 21:38:55.000000,,,
EVT201903,SESS100963, cust1270 ,product_view,2025-12-12 21:39:18.000000,SKU10011,,324.16
EVT201904,SESS100964,CUST1403,page_view,2025-12-12 20:28:35.000000,,,
EVT201905,SESS100964,CUST1403,product_view,2025-12-12 20:28:51.000000,SKU10083,,205.16
EVT201906,SESS100965,CUST1201,page_view,2025-03-13 07:26:09.000000,,,
EVT201907,,CUST1201,product_view,2025-03-13 07:26:34.000000,SKU10194,,546.65
,SESS100966,CUST1196,page_view,2025-07-25 07:21:10.000000,,,
EVT201909,SESS100966,CUST1196,product_view,2025-07-25 07:21:30.000000,SKU10144,,18.48
EVT201910,SESS100967,CUST1361,page_view,2025-11-11 06:24:51.000000,,,
EVT201911,SESS100968,CUST1329,page_view,2025-09-16 19:53:07.000000,,,
EVT201912,SESS100969,CUST1487,page_view,2025-08-03 03:18:34.000000,,,
EVT201913,SESS100970,CUST1470,page_view,2026-01-12 20:00:11.000000,,,
,SESS100971,cust1216,page_view,2025-08-12 19:11:11.000000,,,
EVT201915,,cust1216,,2025-08-12 19:12:03.000000,SKU10061,,11.55
EVT201916,SESS100972,CUST1011,page_view,2025-07-29 00:01:36.000000,,,
EVT201917,SESS100972,CUST1011,product_view,2025-07-29 00:01:54.000000,SKU10025,,262.36
EVT201918,SESS100972,CUST1011,add_to_cart,2025-07-29 00:04:04.000000,SKU10025,4.0,262.36
,,CUST1011,begin_checkout,2025-07-29 00:04:49.000000,SKU10025,,262.36
EVT201920,SESS100972,CUST1011,purchase,2025-07-29 00:06:32.000000,SKU10025,4.0,262.36
EVT201921,SESS100973,CUST1293,page_view,2025-09-25 17:33:00.000000,,,
EVT201922,SESS100973, CUST1293 ,product_view,2025-09-25 17:33:48.000000,SKU10094,,326.96
EVT201923,SESS100973,CUST1293,add_to_cart,2025-09-25 17:34:19.000000,SKU10094,1.0,326.96
EVT201924,SESS100975,,page_view,2025-06-24 13:41:32.000000,,,
EVT201925,SESS100975,CUST1042,product_view,2025-06-24 13:42:14.000000,SKU10191,,435.85
EVT201926,,CUST1258,page_view,2025-09-01 10:50:54.000000,,,
EVT201927,SESS100978,CUST1168,page_view,2025-12-12 09:41:47.000000,,,
EVT201928,SESS100979,CUST1230,,2025-03-20 17:44:55.000000,,,
EVT201929,SESS100980,,page_view,2025-10-20 06:26:48.000000,,,
EVT201930,SESS100980,,product_view,,SKU10083,,205.16
 evt201931 ,SESS100980,,add_to_cart,2025-10-20 06:28:28.000000,SKU10083,1.0,205.16
EVT201932,SESS100981,CUST1143,page_view,2026-01-12 17:49:48.000000,,,
EVT201933,SESS100981,CUST1143,product_view,2026-01-12 17:50:42.000000,,,435.93
EVT201934,, CUST1201 ,page_view,2025-12-30 19:53:41.000000,,,
EVT201935,SESS100982,CUST1201,product_view,2025-12-30 19:54:16.000000,SKU10008,,373.85
EVT201936,,CUST1420,page_view,2025-05-25 21:36:26.000000,,,
EVT201937,SESS100983,CUST1420,product_view,2025-05-25 21:36:42.000000,SKU10195,,
EVT201938,SESS100984,CUST1292,page_view,2025-09-11 17:43:14.000000,,,
EVT201939,SESS100984,CUST1292,product_view,2025-09-11 17:43:54.000000,SKU10128,,133.03
EVT201940,SESS100985,CUST1214,page_view,2026-02-08 16:52:19.000000,,,
EVT201941,SESS100985,CUST1214,product_view,2026-02-08 16:52:48.000000,SKU10189,,79.97
EVT201942,SESS100985,CUST1214,add_to_cart,2026-02-08 16:54:05.000000,SKU10189,1.0,79.97
EVT201943,SESS100986,,page_view,2025-08-17 11:32:02.000000,,,
EVT201944,SESS100986,CUST1477,product_view,2025-08-17 11:32:45.000000,SKU10047,,403.03
EVT201945,SESS100986,CUST1477,add_to_cart,2025-08-17 11:34:24.000000,SKU10047,3.0,403.03
EVT201946,SESS100987,CUST1236,page_view,2025-09-20 02:35:52.000000,,,
EVT201947,SESS100987,CUST1236,,2025-09-20 02:36:08.000000,SKU10149,,127.65
EVT201948,SESS100988,CUST1250,page_view,2025-09-21 22:33:57.000000,,,
EVT201949,SESS100988,CUST1250,product_view,2025-09-21 22:34:39.000000,,,291.26
EVT201950,SESS100989,CUST1115,page_view,2025-03-14 14:50:46.000000,,,
EVT201951,SESS100989,CUST1115,product_view,2025-03-14 14:51:31.000000,SKU10087,,
EVT201952,sess100989,CUST1115,add_to_cart,2025-03-14 14:53:29.000000,SKU10087,,219.66
EVT201953,SESS100989,CUST1115,begin_checkout,2025-03-14 14:54:53.000000,SKU10087,2.0,219.66
EVT201954,SESS100990,CUST1164,page_view,2025-10-20 12:52:55.000000,,,
EVT201955,SESS100990,CUST1164,product_view,2025-10-20 12:53:33.000000,SKU10004,,537.17
EVT201956,SESS100990,CUST1164,add_to_cart,2025-10-20 12:54:09.000000,SKU10004,4.0,537.17
EVT201957,,CUST1164,begin_checkout,2025-10-20 12:56:45.000000,SKU10004,4.0,537.17
EVT201958,SESS100991,CUST1217,page_view,2025-04-25 15:14:54.000000,,,
EVT201959,SESS100992,CUST1102,page_view,2025-07-15 23:54:24.000000,,,
EVT201960,SESS100993,CUST1493,page_view,2025-06-05 07:37:59.000000,,,
EVT201961,SESS100993,CUST1493,product_view,2025-06-05 07:38:56.000000,SKU10122,,65.89
EVT201962,SESS100993,CUST1493,add_to_cart,2025-06-05 07:40:00.000000,SKU10122,4.0,65.89
EVT201963,SESS100994,CUST1456,,2025-08-14 12:10:17.000000,,,
EVT201964,SESS100995,CUST1346,page_view,2025-03-07 17:47:26.000000,,,
EVT201965,SESS100995,CUST1346,product_view,2025-03-07 17:47:53.000000,SKU10026,,354.92
EVT201966,SESS100996,CUST1098,page_view,2025-04-25 12:16:15.000000,,,
EVT201967,SESS100996,CUST1098, product_view ,2025-04-25 12:16:31.000000,SKU10051,,57.19
EVT201968,SESS100996,CUST1098,add_to_cart,2025-04-25 12:18:53.000000,SKU10051,2.0,57.19
EVT201969,SESS100997,,page_view,2025-10-29 05:24:25.000000,,,
EVT201970,SESS100997,,product_view,2025-10-29 05:24:47.000000,SKU10182,,
EVT201971, sess100997 ,,add_to_cart,2025-10-29 05:25:48.000000,SKU10182,1.0,195.45
EVT201972,SESS100997,,begin_checkout,2025-10-29 05:28:05.000000,SKU10182,1.0,195.45
EVT201973,SESS100998,CUST1344,page_view,2025-08-06 16:53:28.000000,,,
 EVT201974 ,SESS100998,CUST1344,product_view,2025-08-06 16:53:56.000000,SKU10071,,145.22
EVT201975,SESS101000, CUST1469 ,page_view,2025-04-30 18:58:51.000000,,,
EVT201976,SESS101000, CUST1469 , product_view ,2025-04-30 18:59:37.000000,SKU10053,,267.04
EVT201977,SESS101001,CUST1202,page_view,2026-01-04 13:00:25.000000,,,
EVT201978,SESS101001,CUST1202,product_view,2026-01-04 13:00:36.000000,,,65.89
EVT201979,SESS101002,CUST1456,page_view,2026-01-08 02:08:26.000000,,,
EVT201980,SESS101003,,page_view,2025-09-16 09:45:05.000000,,,
EVT201981,SESS101004,,page_view,2025-11-29 16:52:08.000000,,,
EVT201982,SESS101004,,product_view,2025-11-29 16:52:58.000000,SKU10144,,18.48
EVT201983,SESS101004,,add_to_cart,2025-11-29 16:53:40.000000,SKU10144,1.0,18.48
EVT201984,SESS101005,CUST1386,page_view,2025-10-28 11:46:21.000000,,,
EVT201985,SESS101005,CUST1386,product_view,,SKU10013,,175.39
EVT201986,SESS101006,CUST1088,page_view,2025-10-30 20:05:38.000000,,,
EVT201987,SESS101006,CUST1088,product_view,,,,439.47
EVT201988,SESS101006,CUST1088,add_to_cart,2025-10-30 20:06:36.000000,SKU10035,2.0,439.47
,SESS101006,CUST1088,begin_checkout,2025-10-30 20:08:36.000000,SKU10035,2.0,439.47
EVT201990,SESS101007,CUST1031,page_view,2025-12-11 00:48:09.000000,,,
EVT201991,SESS101007,CUST1031,product_view,2025-12-11 00:48:41.000000,SKU10162,,259.8
EVT201992,SESS101007,CUST1031,add_to_cart,,SKU10162,,259.8
EVT201993,SESS101007,CUST1031,begin_checkout,2025-12-11 00:52:03.000000,SKU10162,1.0,259.8
EVT201994,SESS101008,,page_view,2025-03-06 09:51:10.000000,,,
EVT201995,SESS101008, CUST1361 ,product_view,2025-03-06 09:51:54.000000,SKU10112,,160.22
EVT201996,SESS101008,CUST1361,add_to_cart,2025-03-06 09:52:01.000000,SKU10112,1.0,160.22
EVT201997,SESS101009,CUST1149,page_view,2025-11-05 10:36:18.000000,,,
EVT201998,SESS101009,CUST1149,product_view,2025-11-05 10:36:50.000000, sku10161 ,,347.02
EVT201999,SESS101010,CUST1337,page_view,2026-02-11 03:19:40.000000,,,
EVT202000,SESS101011,CUST1258,page_view,2025-11-12 19:51:13.000000,,,
EVT202001,SESS101011,CUST1258,product_view,2025-11-12 19:51:56.000000,SKU10092,,94.26
EVT202002,SESS101011,CUST1258,add_to_cart,2025-11-12 19:53:04.000000,SKU10092,2.0,94.26
,SESS101012,CUST1198,page_view,2026-01-18 21:52:28.000000,,,
EVT202004,SESS101012,CUST1198,product_view,2026-01-18 21:52:47.000000,SKU10117,,186.06
EVT202005,SESS101013,CUST1186,page_view,2025-12-21 18:55:21.000000,,,
EVT202006,SESS101013,CUST1186,product_view,2025-12-21 18:55:31.000000,SKU10163,,59.8
EVT202007,SESS101014,CUST1397,page_view,2025-04-25 18:55:31.000000,,,
EVT202008,SESS101014,CUST1397,product_view,2025-04-25 18:55:58.000000,SKU10024,,246.6
EVT202009,SESS101015,CUST1451,page_view,2025-02-22 19:13:32.000000,,,
EVT202010,SESS101015,CUST1451,product_view,2025-02-22 19:14:09.000000,SKU10042,,473.53
EVT202011,SESS101016,CUST1315,page_view,2025-10-01 07:10:05.000000,,,
EVT202012,SESS101016,CUST1315,product_view,2025-10-01 07:10:24.000000,SKU10179,,205.59
EVT202013,SESS101016,CUST1315,add_to_cart,2025-10-01 07:12:20.000000,SKU10179,2.0,205.59
EVT202014,SESS101017,CUST1396,page_view,2025-07-06 06:33:24.000000,,,
EVT202015,SESS101017,CUST1396,product_view,2025-07-06 06:33:46.000000,SKU10101,,72.51
EVT202016,,CUST1030,page_view,2025-08-07 19:38:11.000000,,,
EVT202017,,CUST1030,product_view,2025-08-07 19:38:32.000000,SKU10089,,168.99
EVT202018,SESS101019,CUST1007,page_view,2025-06-13 21:19:48.000000,,,
EVT202019,SESS101020,CUST1290,page_view,2025-10-11 15:06:32.000000,,,
EVT202020,SESS101020,CUST1290,product_view,2025-10-11 15:06:56.000000,,,290.38
EVT202021,SESS101021,CUST1297,,2025-10-30 05:30:10.000000,,,
EVT202022,SESS101021,CUST1297, product_view ,,SKU10099,,19.04
EVT202023,SESS101022,CUST1474,,2025-06-10 08:36:16.000000,,,
EVT202024,SESS101022,CUST1474,product_view,2025-06-10 08:36:37.000000,SKU10097,,133.61
EVT202025,SESS101022,,add_to_cart,2025-06-10 08:37:24.000000,SKU10097,4.0,133.61
EVT202026,SESS101022,CUST1474,begin_checkout,2025-06-10 08:40:20.000000,SKU10097,4.0,133.61
EVT202027,SESS101023,CUST1207,PAGE_VIEW,2025-07-03 13:39:51.000000,,,
EVT202028,SESS101024,CUST1088,page_view,2025-02-24 09:20:12.000000,,,
EVT202029,SESS101025,CUST1213,,2026-01-17 21:08:25.000000,,,
EVT202030,SESS101025,cust1213,product_view,2026-01-17 21:09:12.000000,SKU10163,,59.8
EVT202031,SESS101025,CUST1213,add_to_cart,2026-01-17 21:09:53.000000,SKU10163,4.0,59.8
EVT202032,SESS101026,CUST1434,,2025-07-21 12:04:54.000000,,,
EVT202033,SESS101026,CUST1434,product_view,2025-07-21 12:05:22.000000,SKU10006,,236.41
EVT202034,SESS101026,CUST1434,add_to_cart,2025-07-21 12:06:13.000000,,4.0,236.41
EVT202035,SESS101026,CUST1434,begin_checkout,2025-07-21 12:06:29.000000, sku10006 ,4.0,236.41
EVT202036,SESS101026,CUST1434,purchase,2025-07-21 12:06:29.000000,SKU10006,4.0,236.41
EVT202037,,CUST1448,page_view,2026-01-04 17:08:00.000000,,,
EVT202038,SESS101027,CUST1448,product_view,2026-01-04 17:08:50.000000,SKU10134,,117.12
EVT202039,SESS101027,CUST1448,,2026-01-04 17:09:53.000000,SKU10134,2.0,117.12
EVT202040,SESS101028,CUST1362,page_view,2025-07-27 23:01:31.000000,,,
EVT202041,SESS101028,CUST1362,product_view,2025-07-27 23:02:03.000000,SKU10032,,168.51
EVT202042,SESS101028,CUST1362,add_to_cart,2025-07-27 23:02:45.000000,SKU10032,3.0,168.51
EVT202043,SESS101028,CUST1362,begin_checkout,2025-07-27 23:05:49.000000,SKU10032,,168.51
EVT202044,SESS101028,CUST1362,purchase,2025-07-27 23:07:29.000000,sku10032,,168.51
EVT202045,SESS101029,CUST1165,page_view,2025-08-01 04:46:51.000000,,,
EVT202046,SESS101029,CUST1165,product_view,2025-08-01 04:47:20.000000,SKU10113,,104.71
EVT202047,SESS101031,CUST1471,page_view,2025-07-17 00:36:08.000000,,,
EVT202048,SESS101031,CUST1471,product_view,2025-07-17 00:36:22.000000,SKU10002,,170.48
EVT202049,SESS101032,CUST1295,page_view,2025-08-22 19:27:01.000000,,,
EVT202050,SESS101032,CUST1295, product_view ,2025-08-22 19:27:26.000000,SKU10179,,205.59
EVT202051,SESS101033,CUST1190,page_view,2025-02-20 22:50:47.000000,,,
EVT202052,SESS101035,,page_view,2025-07-28 14:26:42.000000,,,
EVT202053,SESS101035,,product_view,2025-07-28 14:27:05.000000,SKU10161,,347.02
EVT202054,SESS101036,CUST1217,page_view,2025-10-13 04:15:04.000000,,,
EVT202055,SESS101036,CUST1217,product_view,2025-10-13 04:15:36.000000,SKU10141,,104.19
EVT202056,SESS101036,CUST1217,add_to_cart,2025-10-13 04:16:06.000000,sku10141,4.0,104.19
 evt202057 ,SESS101038,CUST1005,,2025-05-21 13:57:26.000000,,,
EVT202058,SESS101039,CUST1120,PAGE_VIEW,2025-12-27 07:02:33.000000,,,
EVT202059,SESS101039,CUST1120,product_view,2025-12-27 07:02:44.000000,SKU10130,,507.51
EVT202060,SESS101039,CUST1120,add_to_cart,2025-12-27 07:04:37.000000,SKU10130,4.0,507.51
EVT202061,SESS101039,CUST1120,begin_checkout,,SKU10130,4.0,507.51
EVT202062,SESS101039,CUST1120,purchase,2025-12-27 07:04:46.000000,SKU10130,4.0,507.51
EVT202063,SESS101040,CUST1012,page_view,2026-01-10 23:25:27.000000,,,
,SESS101040,CUST1012,product_view,,SKU10050,,293.46
EVT202065,SESS101040,CUST1012,add_to_cart,2026-01-10 23:27:45.000000,SKU10050,1.0,293.46
EVT202066,SESS101041,,page_view,2025-05-28 17:03:03.000000,,,
EVT202067,SESS101041,CUST1088,product_view,2025-05-28 17:03:18.000000,SKU10134,,117.12
EVT202068,SESS101042,CUST1307,page_view,2025-12-14 23:44:01.000000,,,
EVT202069,SESS101043,CUST1116,page_view,2025-03-16 05:20:13.000000,,,
EVT202070,SESS101043,CUST1116,product_view,2025-03-16 05:20:39.000000,SKU10077,,509.6
EVT202071,SESS101043,CUST1116,add_to_cart,2025-03-16 05:22:43.000000,SKU10077,3.0,509.6
EVT202072,,CUST1116,begin_checkout,2025-03-16 05:24:11.000000,SKU10077,3.0,509.6
EVT202073,SESS101043,CUST1116,purchase,2025-03-16 05:28:52.000000,SKU10077,3.0,509.6
EVT202074,SESS101044,CUST1062,page_view,2025-06-03 23:06:32.000000,,,
EVT202075,SESS101044,CUST1062,product_view,2025-06-03 23:06:42.000000,SKU10118,,194.69
EVT202076,SESS101044,CUST1062,add_to_cart,2025-06-03 23:07:43.000000,,1.0,194.69
EVT202077,SESS101045,CUST1252,page_view,2025-08-30 22:32:20.000000,,,
EVT202078,SESS101046,CUST1492,page_view,2026-02-14 19:20:02.000000,,,
 evt202079 ,SESS101047,CUST1310,page_view,2025-04-27 19:35:47.000000,,,
EVT202080,SESS101047,CUST1310, product_view ,2025-04-27 19:36:18.000000,SKU10030,,364.83
EVT202081,SESS101048,,page_view,2025-09-10 17:53:58.000000,,,
EVT202082,SESS101049,CUST1015,page_view,2025-05-22 09:13:09.000000,,,
EVT202083,SESS101049,CUST1015,,2025-05-22 09:13:13.000000,SKU10097,,133.61
EVT202084,SESS101050,CUST1146,page_view,2025-07-30 07:48:04.000000,,,
EVT202085,,CUST1146,product_view,2025-07-30 07:48:28.000000, SKU10054 ,,234.12
EVT202086,SESS101052,CUST1164,page_view,2025-08-29 15:40:27.000000,,,
EVT202087,SESS101053,CUST1155,page_view,2025-03-15 21:57:09.000000,,,
EVT202088,SESS101053,CUST1155,,2025-03-15 21:57:38.000000,SKU10010,,368.87
EVT202089,SESS101053,CUST1155,add_to_cart,2025-03-15 21:59:40.000000,SKU10010,3.0,368.87
evt202090,SESS101053,CUST1155,begin_checkout,2025-03-15 22:00:25.000000,SKU10010,3.0,368.87
EVT202091,SESS101054,CUST1181,page_view,2025-08-30 03:53:17.000000,,,
EVT202092,SESS101054,CUST1181,product_view,,SKU10105,,375.86
EVT202093,SESS101054,CUST1181,add_to_cart,2025-08-30 03:54:27.000000,SKU10105,4.0,375.86
EVT202094,SESS101055,CUST1062,page_view,2025-08-20 04:13:47.000000,,,
EVT202095,SESS101055,CUST1062,product_view,2025-08-20 04:14:11.000000,SKU10035,,439.47
EVT202096,SESS101056,CUST1325,page_view,2026-01-27 09:25:53.000000,,,
EVT202097,SESS101056,CUST1325,product_view,,SKU10048,,505.2
EVT202098,SESS101057,CUST1016,page_view,2025-04-20 15:35:47.000000,,,
EVT202099,SESS101057,CUST1016,product_view,2025-04-20 15:36:23.000000,SKU10189,,79.97
EVT202100,SESS101058, CUST1255 ,page_view,2025-05-07 15:01:36.000000,,,
EVT202101,SESS101058, CUST1255 ,product_view,2025-05-07 15:01:45.000000,SKU10103,,141.22
EVT202102,SESS101059,CUST1320,page_view,2025-08-13 19:41:06.000000,,,
EVT202103,SESS101059,CUST1320,product_view,2025-08-13 19:41:58.000000,SKU10197,,274.21
EVT202104,SESS101059,CUST1320,add_to_cart,2025-08-13 19:43:42.000000,SKU10197,3.0,274.21
EVT202105,SESS101059,CUST1320,begin_checkout,2025-08-13 19:45:25.000000,SKU10197,3.0,274.21
EVT202106,SESS101060,CUST1279,page_view,2025-09-15 06:13:15.000000,,,
EVT202107,SESS101060,CUST1279,product_view,2025-09-15 06:13:53.000000,SKU10181,,93.27
EVT202108,SESS101061,CUST1138,page_view,2025-06-24 13:47:25.000000,,,
,SESS101061,CUST1138,product_view,2025-06-24 13:48:17.000000,SKU10016,,121.25
EVT202110,SESS101061,CUST1138,add_to_cart,2025-06-24 13:49:20.000000,SKU10016,4.0,121.25
EVT202111,SESS101061,,begin_checkout,2025-06-24 13:50:32.000000,SKU10016,4.0,121.25
EVT202112,SESS101062,CUST1452,page_view,2025-11-18 21:26:35.000000,,,
EVT202113,SESS101062,CUST1452,product_view,2025-11-18 21:27:15.000000,SKU10024,,246.6
EVT202114,SESS101063,CUST1362,page_view,2025-07-08 19:21:05.000000,,,
EVT202115,SESS101063,CUST1362,product_view,2025-07-08 19:21:51.000000,SKU10176,,171.5
EVT202116,SESS101064,CUST1431,page_view,2025-04-07 08:01:01.000000,,,
EVT202117,SESS101065,CUST1311,page_view,2025-07-16 18:58:11.000000,,,
EVT202118,SESS101066,CUST1194,page_view,2025-06-11 13:40:03.000000,,,
EVT202119,SESS101066,CUST1194,product_view,2025-06-11 13:40:11.000000,SKU10027,,479.34
EVT202120,SESS101068,,page_view,2025-10-10 15:51:41.000000,,,
EVT202121,SESS101068,CUST1445,product_view,2025-10-10 15:52:27.000000,SKU10040,,183.9
EVT202122,SESS101068,CUST1445,add_to_cart,2025-10-10 15:53:24.000000,SKU10040,1.0,183.9
EVT202123,SESS101068,CUST1445,begin_checkout,2025-10-10 15:56:19.000000,SKU10040,1.0,183.9
EVT202124,SESS101069,CUST1219,page_view,2025-04-06 10:03:49.000000,,,
EVT202125,SESS101069,CUST1219,product_view,2025-04-06 10:04:08.000000,SKU10030,,364.83
EVT202126,SESS101069,,add_to_cart,2025-04-06 10:05:14.000000,SKU10030,1.0,364.83
EVT202127,SESS101069,CUST1219,begin_checkout,2025-04-06 10:07:59.000000,SKU10030,1.0,364.83
EVT202128,SESS101071,CUST1320,page_view,2025-04-21 18:59:45.000000,,,
,SESS101071,CUST1320,product_view,2025-04-21 19:00:17.000000,SKU10134,,117.12
EVT202130,SESS101071,CUST1320,add_to_cart,2025-04-21 19:01:01.000000,SKU10134,2.0,117.12
EVT202131,SESS101072,CUST1120,page_view,2025-05-18 19:51:24.000000,,,
EVT202132,SESS101073,CUST1346,page_view,2026-02-14 05:33:32.000000,,,
EVT202133,SESS101074,CUST1233,page_view,2025-05-27 02:15:27.000000,,,
EVT202134,SESS101074,CUST1233,product_view,2025-05-27 02:16:11.000000,SKU10187,,47.61
EVT202135,SESS101074,CUST1233,,2025-05-27 02:17:12.000000,SKU10187,3.0,47.61
EVT202136,SESS101074,CUST1233,begin_checkout,2025-05-27 02:19:25.000000,SKU10187,3.0,47.61
EVT202137,SESS101075,CUST1459,page_view,2025-07-29 05:07:18.000000,,,
EVT202138,SESS101075,CUST1459,product_view,2025-07-29 05:07:26.000000,,,329.83
EVT202139,SESS101075,CUST1459,add_to_cart,,SKU10100,3.0,329.83
,SESS101076,CUST1470,page_view,2025-04-09 19:26:13.000000,,,
EVT202141,SESS101077,CUST1000,page_view,2025-05-16 02:43:16.000000,,,
EVT202142,SESS101077,CUST1000,product_view,,SKU10158,,30.46
EVT202143,SESS101078,CUST1007,page_view,2026-01-22 23:00:15.000000,,,
EVT202144,SESS101078,CUST1007,,2026-01-22 23:00:26.000000,,,10.64
,SESS101079,CUST1472,page_view,2025-08-30 02:50:48.000000,,,
 evt202146 ,SESS101079,CUST1472,product_view,2025-08-30 02:51:41.000000,SKU10067,,171.82
EVT202147,SESS101079,CUST1472,add_to_cart,2025-08-30 02:52:01.000000,SKU10067,4.0,171.82
EVT202148, sess101080 ,,page_view,2025-11-05 15:22:14.000000,,,
,SESS101080,,product_view,2025-11-05 15:22:56.000000,sku10076,,287.55
EVT202150,SESS101080,,add_to_cart,2025-11-05 15:24:09.000000,SKU10076,3.0,287.55
EVT202151,SESS101080,,begin_checkout,2025-11-05 15:27:01.000000,SKU10076,,287.55
EVT202152,SESS101081,CUST1462,page_view,2025-07-27 22:32:14.000000,,,
EVT202153,SESS101081,CUST1462,product_view,2025-07-27 22:32:56.000000,SKU10149,,127.65
EVT202154,SESS101081,CUST1462,add_to_cart,2025-07-27 22:34:52.000000, sku10149 ,3.0,127.65
EVT202155,SESS101082,CUST1423,page_view,2026-01-28 06:41:54.000000,,,
EVT202156,SESS101082,CUST1423,product_view,2026-01-28 06:42:34.000000,,,346.49
EVT202157,,CUST1423,add_to_cart,2026-01-28 06:44:03.000000,SKU10022,2.0,346.49
EVT202158,SESS101083,CUST1095,page_view,2025-03-09 11:53:44.000000,,,
,SESS101083, CUST1095 ,product_view,2025-03-09 11:54:28.000000,SKU10150,,283.12
EVT202160,SESS101084,CUST1012,page_view,2025-09-14 03:43:38.000000,,,
EVT202161,SESS101084,CUST1012,product_view,2025-09-14 03:44:10.000000,SKU10130,,507.51
EVT202162,SESS101085,CUST1019,,2025-09-16 12:52:45.000000,,,
EVT202163,SESS101085,CUST1019,,2025-09-16 12:53:15.000000,SKU10091,,32.0
EVT202164,SESS101085,CUST1019,add_to_cart,2025-09-16 12:55:12.000000,SKU10091,4.0,32.0
 evt202165 ,SESS101086,CUST1471,PAGE_VIEW,2025-10-13 05:23:07.000000,,,
EVT202166,SESS101086,CUST1471,product_view,2025-10-13 05:23:41.000000,SKU10043,,57.95
EVT202167,SESS101087,CUST1177,page_view,2025-09-12 11:07:46.000000,,,
EVT202168,SESS101087,CUST1177,product_view,2025-09-12 11:08:39.000000,SKU10172,,
EVT202169,SESS101087,,add_to_cart,2025-09-12 11:09:09.000000,SKU10172,,135.67
EVT202170,SESS101087,CUST1177,begin_checkout,,SKU10172,2.0,135.67
EVT202171,SESS101087,CUST1177,purchase,2025-09-12 11:16:31.000000,SKU10172,2.0,135.67
EVT202172,SESS101089,CUST1376,page_view,2025-12-13 07:09:21.000000,,,
EVT202173,SESS101089,CUST1376,product_view,2025-12-13 07:10:05.000000,SKU10073,,269.39
EVT202174,SESS101089,CUST1376,add_to_cart,2025-12-13 07:11:11.000000,SKU10073,2.0,269.39
EVT202175,SESS101090,,page_view,2025-02-26 08:02:12.000000,,,
EVT202176,,CUST1461,product_view,2025-02-26 08:02:20.000000,SKU10014,,286.68
EVT202177,SESS101092,CUST1405,page_view,2025-02-17 13:14:23.000000,,,
EVT202178,SESS101092,CUST1405,product_view,2025-02-17 13:15:17.000000,SKU10120,,37.91
EVT202179,SESS101093,CUST1286,page_view,2025-09-29 09:24:39.000000,,,
EVT202180,SESS101093,CUST1286,product_view,2025-09-29 09:24:51.000000,SKU10162,,
EVT202181,SESS101094,CUST1235,page_view,2025-12-21 03:27:39.000000,,,
