session_id,customer_id,session_start,session_end,session_duration_sec,pages_viewed,device_type,landing_page,traffic_source,campaign_name,converted_flag,revenue
SESS101099,CUST1182,2025-11-19 16:31:43.000000,2025-11-19 16:38:25.000000,402.0,5.0,desktop,deals,,,False,0.0
SESS101100,CUST1333,2025-02-23 22:27:27.000000,2025-02-23 22:40:02.000000,755.0,15.0,desktop,search,email,Cyber Monday Deals,False,0.0
SESS101101,CUST1439,2025-12-24 00:55:08.000000,2025-12-24 01:21:28.000000,1580.0,18.0,tablet,home,social,Anniversary Special,False,0.0
SESS101102,CUST1472,2025-03-17 20:58:59.000000,2025-03-17 21:20:57.000000,1318.0,6.0,tablet,new_arrivals,referral,,False,0.0
SESS101103, CUST1443 ,,2025-10-06 15:05:20.000000,39.0,19.0,mobile,search,social,Holiday Gift Guide 2026,False,0.0
SESS101104,,2025-11-11 17:32:08.000000,2025-11-11 17:51:55.000000,1187.0,8.0,, deals ,email,Labor Day Savings,,216.74
SESS101105,CUST1000,2025-06-24 00:08:23.000000,2025-06-24 00:15:32.000000,429.0,15.0,tablet,product,direct,,False,0.0
SESS101106,CUST1088,2025-05-05 15:22:36.000000,2025-05-05 15:47:15.000000,1479.0,19.0,desktop,deals,referral,,False,0.0
SESS101107,CUST1451,2025-12-31 00:59:17.000000,2025-12-31 01:05:03.000000,346.0,18.0,desktop,product,email,Winter Warmup Deals,False,0.0
SESS101108,CUST1279,2025-08-29 19:02:18.000000,2025-08-29 19:14:41.000000,743.0,15.0,mobile,,referral,,False,0.0
SESS101109,,2025-11-01 21:47:51.000000,2025-11-01 22:14:13.000000,1582.0,2.0,tablet,new_arrivals,email,Labor Day Savings,False,0.0
,CUST1149,2025-06-25 22:48:41.000000,2025-06-25 23:15:54.000000,1633.0,17.0,desktop,new_arrivals,referral,,False,0.0
SESS101111,CUST1191,2025-08-11 09:58:32.000000,2025-08-11 10:26:24.000000,1672.0,1.0,mobile,new_arrivals,,Back to School Sale,False,0.0
SESS101112,CUST1000,2025-03-27 08:48:19.000000,2025-03-27 09:00:24.000000,,18.0,mobile,product,paid_search,Flash Sale Weekend,False,0.0
SESS101113,CUST1193,2025-12-26 02:44:13.000000,2025-12-26 03:00:51.000000,998.0,16.0,,category,,,False,0.0
SESS101114,CUST1142,2025-10-21 22:01:55.000000,,972.0,10.0,tablet,search,organic_search,,False,0.0
SESS101115,CUST1266,2026-01-10 17:00:15.000000,,1013.0,13.0,desktop,deals,email,Valentine's Day Specials,,0.0
SESS101116,CUST1183,2025-07-01 20:08:45.000000,2025-07-01 20:18:09.000000,564.0,13.0,tablet,category,email,Valentine's Day Specials,,0.0
SESS101117,CUST1179,2025-10-24 22:52:50.000000,2025-10-24 22:56:56.000000,246.0,3.0,tablet,home,direct,,False,0.0
SESS101118,CUST1245,2026-01-09 23:58:13.000000,2026-01-10 00:14:29.000000,976.0,3.0,,new_arrivals,organic_search,,False,0.0
SESS101119,CUST1305,2025-12-10 21:42:03.000000,2025-12-10 21:51:48.000000,585.0,16.0,desktop,new_arrivals,paid_search,Loyalty Rewards Week,False,0.0
,CUST1222,2025-10-19 09:46:37.000000,2025-10-19 09:57:58.000000,681.0,,tablet,home,referral,,False,0.0
SESS101121,CUST1180,2025-10-14 05:44:09.000000,,782.0,18.0,desktop,deals,direct,,False,0.0
SESS101122,CUST1394,2025-05-27 14:51:39.000000,2025-05-27 15:03:20.000000,701.0,19.0,tablet,product,paid_search,Spring Clearance,False,0.0
SESS101123,,2025-11-14 04:14:48.000000,2025-11-14 04:17:10.000000,142.0,5.0,mobile,home, social ,Black Friday Electronics,False,0.0
SESS101124,CUST1213,2025-06-02 20:39:03.000000,2025-06-02 20:42:04.000000,181.0,13.0,tablet,product,direct,,False,0.0
SESS101125,CUST1269,2025-07-07 02:01:25.000000,2025-07-07 02:03:24.000000,119.0,9.0,tablet,SEARCH,referral,,False,0.0
SESS101126,CUST1476,2025-03-16 20:22:40.000000,2025-03-16 20:27:07.000000,267.0,8.0,tablet,home,organic_search,,False,0.0
SESS101127,CUST1127,2025-08-31 17:19:55.000000,2025-08-31 17:33:04.000000,789.0,,tablet,home,direct,,False,
SESS101128,CUST1332,,2025-11-27 05:04:22.000000,287.0,13.0,tablet,deals,organic_search,,False,0.0
SESS101129,CUST1173,,2025-09-10 17:55:55.000000,842.0,19.0,desktop,search,referral,,False,0.0
SESS101130,CUST1182,2025-10-02 19:22:18.000000,2025-10-02 19:25:28.000000,190.0,3.0,,search,paid_search,Summer Blowout 2026,False,0.0
SESS101131,CUST1011,2025-04-13 17:38:38.000000,2025-04-13 17:47:01.000000,503.0,5.0,tablet,home,organic_search,,True,107.48
SESS101132,CUST1338,2025-08-22 05:40:28.000000,2025-08-22 05:54:59.000000,871.0,6.0,tablet,category,referral,,False,
SESS101133,CUST1248,2025-03-02 10:26:03.000000,2025-03-02 10:46:56.000000,1253.0,2.0,desktop,product,paid_search,Easter Weekend Sale,True,250.3
SESS101134,CUST1289,2025-11-24 01:26:22.000000,2025-11-24 01:52:10.000000,1548.0,6.0,tablet,category,paid_search,Black Friday Electronics,,224.61
SESS101135,CUST1375,2025-06-08 02:49:00.000000,2025-06-08 03:17:25.000000,1705.0,2.0,tablet,search,organic_search,,False,0.0
SESS101136,CUST1017,2025-06-03 13:31:10.000000,2025-06-03 13:45:49.000000,879.0,6.0,tablet,new_arrivals,referral,,True,326.72
SESS101137,CUST1325,2025-02-23 09:37:19.000000,2025-02-23 09:49:26.000000,727.0,8.0,mobile,,referral,,False,0.0
SESS101138,CUST1233,2025-10-07 04:24:30.000000,2025-10-07 04:52:45.000000,1695.0,10.0,,category,social,Anniversary Special,False,
SESS101139,CUST1091,2025-06-24 07:13:22.000000,2025-06-24 07:41:48.000000,1706.0,5.0,tablet,search,email,,False,0.0
SESS101140,CUST1141,2025-03-06 04:00:55.000000,2025-03-06 04:26:38.000000,1543.0,11.0,tablet,deals,email,Easter Weekend Sale,True,112.18
SESS101141,CUST1447,2025-12-09 15:44:33.000000,2025-12-09 16:13:27.000000,1734.0,7.0,desktop,home,email,Anniversary Special,False,0.0
SESS101142,CUST1457,2025-12-11 13:20:39.000000,2025-12-11 13:34:51.000000,852.0,9.0,tablet,deals,,Summer Blowout 2026,False,0.0
SESS101143,CUST1004,2025-07-09 10:32:27.000000,2025-07-09 10:46:19.000000,832.0,20.0,tablet,category,paid_search,Summer Blowout 2026,True,
SESS101144,,2025-06-07 07:11:47.000000,2025-06-07 07:14:12.000000,145.0,9.0,mobile,product,ORGANIC_SEARCH,,True,34.45
SESS101145,CUST1060,2025-05-28 20:51:03.000000,2025-05-28 21:09:22.000000,1099.0,8.0,desktop,home,email,Winter Warmup Deals,True,185.32
,CUST1101,2025-05-28 05:37:05.000000,2025-05-28 05:41:24.000000,259.0,2.0,desktop,home,referral,,False,
,CUST1344,2025-06-13 21:49:33.000000,2025-06-13 22:01:00.000000,687.0,6.0, desktop ,home,direct,,False,0.0
SESS101148,CUST1051,2025-12-12 05:16:37.000000,2025-12-12 05:41:11.000000,1474.0,9.0,mobile,home,direct,,False,0.0
,CUST1459,2026-02-01 00:31:45.000000,2026-02-01 00:41:01.000000,556.0,20.0,mobile,category,email,Valentine's Day Specials,False,0.0
SESS101150,CUST1072,2025-11-13 09:39:01.000000,2025-11-13 09:55:30.000000,,,desktop,product,organic_search,,False,0.0
SESS101151,CUST1471,2025-05-11 01:03:32.000000,2025-05-11 01:10:33.000000,421.0,4.0,desktop,deals,direct,,True,287.53
,CUST1469,2025-11-06 20:29:55.000000,2025-11-06 20:49:36.000000,1181.0,14.0,tablet,deals,organic_search,,False,0.0
SESS101153,,2025-05-10 20:58:39.000000,2025-05-10 21:27:00.000000,1701.0,,,search, email ,Cyber Monday Deals,False,0.0
SESS101154,CUST1188,2025-07-08 23:49:32.000000,,,10.0,desktop,,direct,,False,0.0
SESS101155,CUST1393,2026-01-29 20:20:53.000000,2026-01-29 20:31:58.000000,665.0,20.0,tablet,product,social,Fall Fashion Preview,False,0.0
SESS101156,CUST1463,2025-05-03 07:31:20.000000,2025-05-03 07:57:01.000000,1541.0,4.0,desktop,deals,email,Spring Clearance,False,0.0
SESS101157,CUST1472,2025-06-17 12:28:10.000000,,538.0,,tablet, search ,,Diwali Festive Sale,False,0.0
SESS101158,CUST1217,2025-02-18 17:44:58.000000,2025-02-18 18:05:51.000000,1253.0,20.0,mobile, new_arrivals ,social,Valentine's Day Specials,False,0.0
SESS101159,CUST1065,2025-11-09 18:15:27.000000,2025-11-09 18:21:42.000000,375.0,15.0,tablet,deals,paid_search,Holiday Gift Guide 2026,True,180.13
SESS101160,CUST1133,2026-01-20 06:01:53.000000,2026-01-20 06:23:42.000000,1309.0,19.0,mobile,product,referral,,False,0.0
SESS101161, cust1480 ,2025-05-16 00:58:20.000000,2025-05-16 01:11:43.000000,803.0,2.0,tablet, home ,direct,,False,0.0
SESS101162,CUST1450,2025-05-04 16:57:06.000000,2025-05-04 17:07:40.000000,,13.0,,search,organic_search,,False,0.0
SESS101163,CUST1375,2025-06-15 13:27:03.000000,2025-06-15 13:31:58.000000,295.0,12.0,desktop,category,direct,,True,294.67
,CUST1209,2025-10-07 01:19:17.000000,2025-10-07 01:45:34.000000,1577.0,1.0,tablet,home,email,Holiday Gift Guide 2026,False,0.0
SESS101165,CUST1375,2025-09-07 14:40:20.000000,2025-09-07 15:04:35.000000,1455.0,16.0,tablet,deals,organic_search,,True,45.13
,CUST1298,2025-09-05 06:55:04.000000,2025-09-05 06:59:15.000000,251.0,10.0,tablet,deals,referral,,False,0.0
SESS101167,CUST1017,2025-12-13 20:58:26.000000,2025-12-13 21:09:53.000000,687.0,7.0,tablet,category,social,Valentine's Day Specials,False,0.0
SESS101168,CUST1469,2025-12-10 18:47:57.000000,2025-12-10 19:15:34.000000,1657.0,6.0,tablet,category,referral,,False,0.0
SESS101169,CUST1163,2025-02-24 23:05:03.000000,2025-02-24 23:30:19.000000,1516.0,2.0,mobile,search,direct,,True,214.97
SESS101170,CUST1251,2025-12-07 21:29:07.000000,2025-12-07 21:33:45.000000,278.0,10.0,desktop,home,paid_search,Loyalty Rewards Week,False,0.0
SESS101171,CUST1007,2025-05-17 00:26:19.000000,2025-05-17 00:53:24.000000,1625.0,10.0,,search,direct,,False,0.0
sess101172,CUST1268,2026-01-21 07:53:06.000000,2026-01-21 08:17:47.000000,1481.0,7.0,tablet,search,referral,,False,0.0
SESS101173,CUST1367,2025-09-04 01:22:05.000000,2025-09-04 01:30:32.000000,507.0,9.0,tablet,search,email,Back to School Sale,True,414.14
SESS101174,CUST1473,2025-10-16 19:51:52.000000,2025-10-16 20:13:31.000000,1299.0,18.0,tablet,new_arrivals,organic_search,,False,0.0
SESS101175,CUST1446,2026-01-24 00:22:13.000000,2026-01-24 00:36:29.000000,856.0,6.0,mobile,search,social,Valentine's Day Specials,False,0.0
SESS101176,CUST1329,2025-11-23 07:42:54.000000,2025-11-23 08:02:01.000000,1147.0,17.0,tablet,new_arrivals,referral,,False,0.0
SESS101177,CUST1243,2025-03-26 19:22:10.000000,2025-03-26 19:36:03.000000,833.0,15.0,mobile, search ,email,Easter Weekend Sale,False,0.0
SESS101178,CUST1443,2026-01-19 15:22:35.000000,2026-01-19 15:51:00.000000,1705.0,4.0,,category,email,Summer Blowout 2026,False,0.0
SESS101179,CUST1479,2026-01-16 09:23:11.000000,2026-01-16 09:33:50.000000,639.0,11.0,mobile,,paid_search,Easter Weekend Sale,False,0.0
,CUST1155,2025-09-27 23:41:20.000000,2025-09-28 00:01:55.000000,1235.0,20.0,desktop,new_arrivals,social,Anniversary Special,True,61.22
SESS101181,CUST1428,2025-05-15 11:57:22.000000,2025-05-15 12:12:46.000000,924.0,17.0,desktop,product,social,winter warmup deals,False,0.0
SESS101182,CUST1310,2025-06-09 09:11:32.000000,2025-06-09 09:17:02.000000,330.0,20.0,tablet,product,organic_search,,True,417.31
SESS101183,CUST1115,2025-09-01 16:28:19.000000,2025-09-01 16:33:58.000000,339.0,19.0,tablet,new_arrivals,paid_search,Holiday Gift Guide 2026,False,0.0
SESS101184,cust1126,2025-03-01 19:19:18.000000,2025-03-01 19:30:23.000000,665.0,1.0,mobile,category,referral,,False,0.0
SESS101185,CUST1142,2025-09-26 01:01:08.000000,2025-09-26 01:12:58.000000,710.0,20.0,tablet,search,referral,,False,0.0
,,2025-09-23 23:18:16.000000,2025-09-23 23:23:09.000000,293.0,,desktop,new_arrivals,email,Holiday Gift Guide 2026,False,0.0
SESS101187,CUST1449,2025-05-01 23:13:14.000000,2025-05-01 23:36:05.000000,1371.0,9.0,tablet,deals,paid_search,Diwali Festive Sale,True,427.37
SESS101188,CUST1366,2025-12-30 12:26:11.000000,2025-12-30 12:45:05.000000,1134.0,1.0,,new_arrivals,social,Spring Clearance,False,0.0
SESS101189,CUST1301,2025-05-05 13:21:21.000000,2025-05-05 13:34:27.000000,786.0,7.0,tablet,home,referral,,True,263.85
SESS101190,CUST1021,2025-05-27 10:11:50.000000,2025-05-27 10:36:03.000000,1453.0,7.0,tablet,category,,Cyber Monday Deals,True,399.56
SESS101191,CUST1293,2025-12-18 20:22:06.000000,2025-12-18 20:41:32.000000,1166.0,14.0,tablet,search, referral ,,False,0.0
SESS101192,CUST1377,2025-07-15 00:28:29.000000,2025-07-15 00:31:32.000000,183.0,16.0,mobile, home ,organic_search,,False,0.0
SESS101193,CUST1207,2025-04-12 17:49:26.000000,2025-04-12 18:00:57.000000,691.0,12.0,desktop,home,email,Christmas Countdown,True,90.35
SESS101194,CUST1124,2025-04-17 04:28:25.000000,2025-04-17 04:37:28.000000,543.0,2.0,tablet,deals, referral ,,False,0.0
SESS101195,CUST1063,2025-07-28 00:30:10.000000,2025-07-28 00:46:11.000000,961.0,19.0,desktop,category,email,Mid-Year Mega Sale,False,0.0
sess101196,CUST1106,2025-09-02 00:16:30.000000,2025-09-02 00:40:00.000000,1410.0,19.0,tablet,home,email,Anniversary Special,False,0.0
SESS101197,CUST1311,2025-03-17 21:37:31.000000,2025-03-17 21:49:57.000000,746.0,15.0,tablet,new_arrivals,referral,,False,0.0
SESS101198,CUST1279,2025-08-20 05:41:13.000000,2025-08-20 06:03:40.000000,1347.0,6.0,tablet, new_arrivals ,organic_search,,False,0.0
SESS101199,,2025-12-07 22:44:21.000000,2025-12-07 23:14:19.000000,1798.0,13.0,mobile,search,email,Anniversary Special,True,44.32
SESS101200,CUST1392,2025-04-07 16:56:02.000000,2025-04-07 17:12:51.000000,1009.0,16.0,mobile,search,paid_search,Flash Sale Weekend,True,163.3
SESS101201,CUST1204,2025-08-09 10:09:00.000000,2025-08-09 10:15:13.000000,373.0,15.0,tablet,deals,paid_search,Fall Fashion Preview,False,0.0
SESS101202,CUST1075,2025-04-05 22:30:51.000000,2025-04-05 22:55:13.000000,1462.0,12.0,tablet,search,paid_search,Valentine's Day Specials,False,0.0
SESS101203,CUST1058,2025-10-07 10:13:42.000000,2025-10-07 10:32:11.000000,1109.0,19.0,desktop,home,organic_search,,True,254.63
SESS101204,CUST1286,,2025-11-22 03:16:56.000000,614.0,13.0,tablet,new_arrivals,,Cyber Monday Deals,True,151.36
SESS101205,CUST1135,2025-04-22 00:22:34.000000,2025-04-22 00:32:29.000000,595.0,10.0,mobile,deals,direct,,False,0.0
SESS101206,CUST1247,2025-06-06 22:26:34.000000,2025-06-06 22:47:08.000000,1234.0,14.0,desktop,new_arrivals,referral,,False,0.0
SESS101207,CUST1406,2026-01-20 14:45:26.000000,2026-01-20 15:07:32.000000,1326.0,12.0,desktop,search,social,Labor Day Savings,False,0.0
SESS101208,CUST1188,2025-10-01 06:13:58.000000,2025-10-01 06:20:27.000000,389.0,4.0,tablet,product,direct,,False,0.0
SESS101209,CUST1485,2025-04-16 11:12:56.000000,2025-04-16 11:39:21.000000,1585.0,9.0,mobile,deals,email,Diwali Festive Sale,False,0.0
SESS101210,CUST1241,2025-05-16 01:12:34.000000,2025-05-16 01:28:03.000000,929.0,6.0,,,organic_search,,False,0.0
SESS101211,CUST1407,2025-06-25 09:56:30.000000,,,17.0,desktop,category, referral ,,False,0.0
SESS101212,CUST1050,2026-01-05 20:48:41.000000,2026-01-05 21:01:33.000000,772.0,4.0,tablet,deals,,End of Season Clearance,False,0.0
SESS101213,CUST1244,2025-04-21 09:20:37.000000,2025-04-21 09:26:46.000000,369.0,5.0,TABLET,deals,email,Easter Weekend Sale,False,0.0
SESS101214,CUST1061,2025-03-27 07:46:34.000000,2025-03-27 07:49:14.000000,160.0,7.0,mobile,search,email,Valentine's Day Specials,False,0.0
SESS101215,CUST1017,2025-06-03 06:02:40.000000,2025-06-03 06:31:58.000000,1758.0,4.0,tablet,product,social,Spring Clearance,False,0.0
SESS101216,CUST1079,2025-10-10 04:17:55.000000,2025-10-10 04:47:40.000000,1785.0,14.0,tablet,search,referral,,False,0.0
,CUST1240,2025-12-29 11:51:14.000000,2025-12-29 11:58:06.000000,412.0,,desktop,search,email,Labor Day Savings,False,0.0
SESS101218,CUST1180,2025-03-31 07:03:25.000000,2025-03-31 07:10:03.000000,398.0,12.0,tablet,search,paid_search,Back to School Sale,True,484.26
SESS101219,CUST1356,,2025-05-26 08:31:50.000000,1797.0,12.0,tablet,new_arrivals,paid_search,Back to School Sale,False,0.0
SESS101220,CUST1288,2025-02-23 14:16:04.000000,2025-02-23 14:32:59.000000,,19.0,,deals,email,Valentine's Day Specials,True,38.99
SESS101221,CUST1265,2026-01-02 11:57:51.000000,2026-01-02 12:17:45.000000,1194.0,8.0,tablet,product,referral,,True,212.71
SESS101222,CUST1165,2025-02-26 13:33:39.000000,2025-02-26 13:57:19.000000,1420.0,,mobile, new_arrivals ,organic_search,,False,0.0
SESS101223,CUST1234,2025-04-12 22:20:13.000000,2025-04-12 22:29:53.000000,580.0,10.0,desktop,product,paid_search,Winter Warmup Deals,False,0.0
SESS101224,CUST1495,2026-02-02 11:26:37.000000,2026-02-02 11:42:13.000000,936.0,9.0,desktop,home,organic_search,,False,0.0
SESS101225,CUST1182,2026-01-02 12:58:10.000000,2026-01-02 13:14:30.000000,980.0,11.0, mobile ,search,direct,,False,0.0
SESS101226,CUST1027,2025-12-13 02:07:48.000000,2025-12-13 02:22:19.000000,871.0,7.0,desktop,new_arrivals,referral,,False,0.0
SESS101227,CUST1217,2025-03-10 20:40:53.000000,2025-03-10 21:06:39.000000,1546.0,6.0,mobile,product,social,Anniversary Special,False,0.0
SESS101228,CUST1376,2026-01-30 18:58:02.000000,2026-01-30 19:07:51.000000,589.0,5.0,mobile,,organic_search,,False,0.0
 SESS101229 ,,2025-10-29 22:53:24.000000,2025-10-29 22:59:55.000000,391.0,19.0,desktop,new_arrivals,paid_search,Holiday Gift Guide 2026,False,0.0
SESS101230,CUST1034,2026-01-28 03:02:58.000000,2026-01-28 03:16:27.000000,809.0,8.0,mobile,category,email,Labor Day Savings,False,0.0
SESS101231,CUST1316,2026-01-31 10:23:26.000000,2026-01-31 10:48:42.000000,1516.0,9.0,desktop,new_arrivals,referral,,True,465.69
SESS101232,CUST1172,2025-05-22 15:02:47.000000,2025-05-22 15:28:11.000000,1524.0,14.0,DESKTOP,home,paid_search,Christmas Countdown,False,0.0
SESS101233,,2025-02-16 13:51:11.000000,2025-02-16 14:05:56.000000,885.0,20.0,desktop,product,organic_search,,True,234.91
SESS101234,CUST1055,,2025-10-23 10:46:29.000000,802.0,15.0,tablet,search,social,Labor Day Savings,False,0.0
SESS101235,CUST1124,2025-09-13 07:09:52.000000,2025-09-13 07:39:13.000000,1761.0,9.0,mobile,product,direct,,False,0.0
SESS101236,CUST1270,2025-06-23 04:39:13.000000,2025-06-23 05:01:46.000000,1353.0,11.0,mobile,new_arrivals,direct,,True,71.2
SESS101237,CUST1272,2025-07-05 13:49:35.000000,2025-07-05 14:07:33.000000,1078.0,13.0,tablet,search,direct,,True,177.04
SESS101238,CUST1102,2025-10-08 03:37:22.000000,2025-10-08 03:47:03.000000,581.0,12.0,mobile,deals,referral,,False,0.0
SESS101239,CUST1407,2025-10-12 07:49:22.000000,2025-10-12 08:00:04.000000,642.0,8.0,mobile,category,direct,,False,0.0
SESS101240,CUST1198,2025-04-17 16:54:33.000000,,1554.0,16.0,tablet,search,, Cyber Monday Deals ,False,0.0
SESS101241,CUST1331,2026-01-11 10:18:46.000000,2026-01-11 10:28:55.000000,609.0,1.0,desktop,product,paid_search, Mid-Year Mega Sale ,False,0.0
SESS101242,CUST1162,2025-08-05 08:19:51.000000,2025-08-05 08:29:06.000000,555.0,15.0,mobile,new_arrivals,direct,,True,183.51
SESS101243,CUST1438,2025-05-21 09:27:05.000000,2025-05-21 09:54:05.000000,1620.0,18.0,tablet,category,referral,,False,0.0
SESS101244,CUST1310,2025-03-02 22:20:12.000000,2025-03-02 22:27:34.000000,442.0,12.0,tablet,search,direct,,False,0.0
SESS101245,CUST1382,2025-12-29 14:32:27.000000,2025-12-29 14:38:08.000000,341.0,4.0,tablet,new_arrivals,paid_search,End of Season Clearance,False,0.0
SESS101246,CUST1288,2025-09-19 08:37:54.000000,2025-09-19 08:46:37.000000,523.0,13.0,tablet,search,social,Summer Blowout 2026,False,0.0
SESS101247,CUST1301,2025-11-14 09:35:23.000000,2025-11-14 09:49:16.000000,833.0,, desktop ,home,referral,,True,258.57
SESS101248,CUST1182,2025-05-17 11:32:24.000000,2025-05-17 11:52:34.000000,1210.0,3.0,mobile,deals,referral,,False,0.0
SESS101249,CUST1297,2025-07-05 15:53:09.000000,2025-07-05 16:12:20.000000,1151.0,12.0,tablet,category,REFERRAL,,True,50.61
SESS101250,CUST1292,2026-01-13 05:38:51.000000,2026-01-13 05:55:15.000000,984.0,1.0,mobile,search,PAID_SEARCH,Easter Weekend Sale,True,331.08
SESS101251,CUST1079,2026-02-03 01:25:56.000000,2026-02-03 01:52:06.000000,1570.0,20.0,desktop,product,direct,,False,0.0
SESS101252,CUST1053,2025-08-15 08:22:50.000000,2025-08-15 08:36:32.000000,822.0,14.0,desktop,new_arrivals,direct,,False,0.0
SESS101253,CUST1090,2025-10-05 05:05:44.000000,2025-10-05 05:30:59.000000,1515.0,11.0,tablet,home,direct,,False,0.0
SESS101254,,2025-09-14 00:49:56.000000,2025-09-14 01:05:03.000000,907.0,10.0,desktop,deals,social,Anniversary Special,,0.0
SESS101255,CUST1465,2026-01-08 12:07:12.000000,2026-01-08 12:19:00.000000,708.0,14.0,tablet,deals,organic_search,,False,0.0
SESS101256,CUST1096,2025-08-29 22:34:02.000000,2025-08-29 22:47:12.000000,790.0,2.0,tablet,category,organic_search,,False,0.0
SESS101257,CUST1436,2025-07-13 10:52:20.000000,2025-07-13 11:21:34.000000,1754.0,5.0,desktop,deals,paid_search,Back to School Sale,False,0.0
SESS101258,CUST1121,2025-06-23 17:46:21.000000,2025-06-23 18:03:55.000000,1054.0,10.0,tablet,new_arrivals,referral,,False,0.0
SESS101259,CUST1022,2025-03-12 12:45:54.000000,2025-03-12 13:05:06.000000,,3.0,desktop,search,email,Easter Weekend Sale,False,0.0
SESS101260,CUST1349,2025-08-09 15:35:37.000000,2025-08-09 15:58:15.000000,1358.0,9.0,,home,referral,,False,0.0
,CUST1218,2025-06-19 11:37:44.000000,2025-06-19 11:47:29.000000,,19.0,mobile,,direct,,False,0.0
SESS101262,CUST1350,2026-01-31 13:43:23.000000,2026-01-31 13:44:53.000000,90.0,13.0,mobile,search,social,Winter Warmup Deals,False,0.0
SESS101263,CUST1069,2026-01-25 03:56:57.000000,,309.0,14.0,,search,organic_search,,,0.0
SESS101264,CUST1462,2025-05-26 12:24:04.000000,2025-05-26 12:37:02.000000,778.0,19.0,tablet,deals,direct,,True,476.47
SESS101265,CUST1473,2025-11-16 11:14:28.000000,2025-11-16 11:33:00.000000,1112.0,16.0,mobile,home,direct,,False,0.0
SESS101266,CUST1356,2025-08-14 17:01:06.000000,2025-08-14 17:27:29.000000,1583.0,4.0,mobile,deals,direct,,False,0.0
SESS101267,CUST1275,2025-06-09 01:51:28.000000,2025-06-09 02:14:27.000000,1379.0,,desktop,home,,,False,0.0
SESS101268,CUST1271,2025-06-09 10:23:36.000000,2025-06-09 10:29:42.000000,366.0,5.0,desktop,home,social,Cyber Monday Deals,False,0.0
SESS101269,CUST1047,2025-08-27 09:50:16.000000,2025-08-27 09:58:23.000000,487.0,8.0,mobile,category,direct,,,213.13
SESS101270,CUST1087,2025-03-03 21:58:38.000000,2025-03-03 22:16:40.000000,1082.0,5.0,mobile,product,email,Flash Sale Weekend,False,0.0
SESS101271,CUST1469,2025-12-30 15:24:36.000000,2025-12-30 15:44:53.000000,1217.0,11.0,mobile,new_arrivals,paid_search,End of Season Clearance,False,0.0
SESS101272,CUST1361,2025-03-28 20:24:05.000000,2025-03-28 20:39:52.000000,947.0,12.0,desktop,product,direct,,False,0.0
SESS101273,CUST1425,2025-07-17 23:26:55.000000,2025-07-17 23:37:35.000000,640.0,13.0,desktop,home,direct,,False,0.0
SESS101274,CUST1257,2026-01-28 18:16:34.000000,,301.0,15.0,tablet,home,email,New Year New You 2026,,0.0
SESS101275,CUST1036,2025-10-05 16:56:25.000000,2025-10-05 17:13:24.000000,1019.0,12.0,mobile,deals,organic_search,,False,0.0
SESS101276,CUST1340,2025-08-12 15:52:50.000000,2025-08-12 16:05:48.000000,778.0,12.0,tablet,new_arrivals,paid_search,Fall Fashion Preview,False,0.0
SESS101277,CUST1330,2025-05-30 23:05:14.000000,2025-05-30 23:11:55.000000,401.0,18.0,mobile,deals,referral,,False,0.0
SESS101278,,,2025-05-31 00:14:31.000000,133.0,19.0,tablet,product,,Easter Weekend Sale,True,390.96
SESS101279,CUST1163,2025-05-24 20:02:22.000000,2025-05-24 20:19:15.000000,1013.0,17.0,,new_arrivals,referral,,True,250.68
SESS101280,CUST1086,2025-06-04 02:57:03.000000,2025-06-04 03:07:28.000000,625.0,20.0,desktop,product,organic_search,,False,0.0
SESS101281,CUST1024,2025-03-07 10:38:57.000000,2025-03-07 10:52:09.000000,792.0,, desktop ,home,paid_search,Easter Weekend Sale,False,0.0
SESS101282,CUST1144,2026-01-14 01:32:40.000000,,1664.0,15.0,tablet,home,referral,,False,0.0
,CUST1074,2025-10-04 08:49:35.000000,2025-10-04 09:12:44.000000,1389.0,17.0,mobile,search,paid_search,Labor Day Savings,True,199.62
SESS101284,CUST1202,2025-05-12 10:13:00.000000,2025-05-12 10:41:12.000000,1692.0,3.0,desktop,new_arrivals,organic_search,,False,0.0
SESS101285,CUST1449,2025-04-04 19:26:54.000000,2025-04-04 19:33:06.000000,372.0,14.0,tablet,deals,social,Diwali Festive Sale,False,0.0
SESS101286,CUST1122,2025-08-21 07:14:11.000000,2025-08-21 07:17:31.000000,200.0,,tablet,deals,organic_search,,False,0.0
SESS101287,CUST1340,2025-11-25 21:48:18.000000,2025-11-25 22:12:04.000000,1426.0,11.0,desktop,product,email,Summer Blowout 2026,True,26.11
SESS101288,CUST1140,2025-10-19 02:01:31.000000,2025-10-19 02:21:11.000000,1180.0,15.0,desktop,new_arrivals,social,Holiday Gift Guide 2026,False,0.0
SESS101289,CUST1032,2025-12-25 07:54:52.000000,2025-12-25 08:19:00.000000,1448.0,15.0,tablet,search,social,Summer Blowout 2026,False,0.0
SESS101290,CUST1151,2025-07-25 06:54:19.000000,2025-07-25 07:11:16.000000,1017.0,3.0,tablet,search,referral,,False,0.0
SESS101291,,2025-08-09 16:38:21.000000,2025-08-09 16:40:44.000000,143.0,12.0,mobile,product,organic_search,,False,0.0
SESS101292,CUST1175,2025-09-09 01:25:16.000000,2025-09-09 01:26:15.000000,59.0,13.0, tablet ,SEARCH,paid_search,Flash Sale Weekend,False,0.0
