order_id,payment_method,payment_status,transaction_fee,currency
ORD5668,paypal,completed,2.35,GBP
ORD5669,credit_card,failed,15.22,GBP
ORD5670,bank_transfer,completed,8.11,GBP
ORD5671, wallet ,completed,16.61,JPY
ORD5672,,pending,16.95,GBP
ORD5673,debit_card,completed,12.4,GBP
ORD5674,bank_transfer,failed,23.48,GBP
ORD5675,credit_card,COMPLETED,24.12,INR
ORD5676,wallet,refunded,11.21,BRL
,credit_card,completed,13.9,JPY
ORD5678,wallet,,16.32,EUR
ORD5679,paypal,completed,7.87,JPY
ORD5680,bank_transfer,completed,1.85,EUR
ORD5681,wallet, completed ,,BRL
ORD5682,wallet,refunded,23.76,INR
ORD5683,wallet,completed,16.46,JPY
ORD5684,,completed,9.1,GBP
ORD5685,credit_card,completed,1.77,USD
ORD5686,credit_card,refunded,12.6,CAD
ORD5687,paypal,refunded,18.88,USD
ORD5688,wallet,completed,6.03,AUD
,debit_card,refunded,3.3,INR
ORD5690,bank_transfer,completed,0.68,AUD
ORD5691,debit_card,completed,19.05,EUR
ORD5692,paypal,completed,0.95,CAD
,credit_card,completed,8.67,EUR
ORD5694,wallet,completed,24.85,CAD
ORD5695,wallet,refunded,5.93,USD
ORD5696,bank_transfer,completed,23.88,USD
ORD5697,paypal,completed,,GBP
,bank_transfer,pending,4.11,GBP
ORD5699,paypal,completed,,JPY
ORD5700,paypal,,14.05,JPY
ORD5701,bank_transfer,completed,12.27,BRL
ORD5702,debit_card,,3.15,AUD
ORD5703,credit_card,pending,15.93,EUR
ORD5704,wallet,completed,11.24,INR
ORD5705,wallet,completed,16.2,JPY
ORD5706,credit_card,completed,16.9,JPY
ORD5707,credit_card,completed,17.89,BRL
ORD5708,,refunded,8.83,INR
ORD5709,bank_transfer,refunded,,JPY
ORD5710,bank_transfer,completed,18.08,
ORD5711,debit_card,completed,2.52,BRL
 ord5712 ,credit_card,completed,14.16,AUD
ORD5713,,completed,20.41,JPY
ORD5714,,completed,10.69,AUD
ORD5715,credit_card,refunded,11.07,CAD
ORD5716,debit_card, completed ,22.41,BRL
ORD5717,credit_card,completed,19.53,INR
ORD5718,wallet,completed,4.16,BRL
ORD5719,wallet,completed,6.95,EUR
ORD5720,wallet,completed,12.0,EUR
ORD5721,wallet,completed,13.29,CAD
ORD5722,wallet,completed,20.33,JPY
ORD5723,CREDIT_CARD,completed,,USD
ORD5724,debit_card,completed,,AUD
 ord5725 ,wallet,completed,2.91,AUD
ORD5726,paypal,completed,13.28,EUR
ORD5727,debit_card,pending,12.05,GBP
ORD5728,wallet,refunded,5.15,USD
ORD5729,credit_card,completed,3.85,JPY
ORD5730,credit_card,completed,1.66,CAD
ORD5731,wallet,completed,14.73,JPY
ORD5732,credit_card,completed,17.88,AUD
ORD5733,paypal,completed,12.43,AUD
,paypal,completed,5.3,JPY
ORD5735,paypal,,16.38,USD
ORD5736,bank_transfer,pending,0.77,AUD
ORD5737,bank_transfer,refunded,17.3,
, paypal ,completed,20.5,USD
ORD5739,BANK_TRANSFER,completed,3.59,INR
ORD5740,debit_card,completed,23.96,EUR
ORD5741,bank_transfer,completed,20.7,USD
ORD5742,wallet,,16.95,GBP
ORD5743,credit_card,completed,21.46,CAD
, bank_transfer ,completed,4.8,AUD
ORD5745,,completed,15.6,INR
ORD5746,paypal,completed,2.31,EUR
ORD5747,credit_card,completed,16.37,INR
ORD5748,debit_card,completed,5.31,JPY
ORD5749,debit_card,completed,4.3,JPY
ORD5750,wallet,,8.44,INR
ORD5751,debit_card,pending,,CAD
 ord5752 ,,refunded,7.77,BRL
ORD5753,paypal,completed,17.57,USD
ORD5754,credit_card,refunded,18.54,EUR
,debit_card,completed,24.45,GBP
ORD5756,credit_card,completed,23.2,
ORD5757,debit_card,completed,24.64,BRL
ORD5758,credit_card,completed,11.64,AUD
ORD5759,bank_transfer,completed,0.71,AUD
,debit_card,completed,20.36,BRL
ORD5761,wallet,completed,9.89,BRL
ORD5762,credit_card,failed,21.33,INR
ORD5763,wallet,refunded,15.18,USD
ORD5764,paypal,completed,4.2,GBP
ORD5765,bank_transfer,completed,6.34,BRL
ORD5766,paypal,failed,,EUR
ORD5767,wallet,completed,4.6,AUD
ORD5768,credit_card,completed,18.51,CAD
ORD5769,paypal,completed,7.74,GBP
ORD5770,credit_card,completed,6.94,CAD
ORD5771,debit_card,completed,9.97,EUR
,debit_card,refunded,1.31,BRL
ORD5773,bank_transfer,completed,11.97,AUD
ORD5774,debit_card,completed,21.24,JPY
ORD5775,bank_transfer,pending,20.25,INR
,bank_transfer,completed,14.18,INR
,credit_card,completed,1.14,INR
ORD5778,paypal,refunded,24.52,AUD
ORD5779,bank_transfer,completed,2.35,AUD
ORD5780,paypal,completed,1.36,BRL
ORD5781,credit_card,COMPLETED,8.05,GBP
ORD5782,,completed,,USD
ORD5783,bank_transfer,failed,6.23,AUD
,paypal,failed,16.86,AUD
ORD5785,debit_card,refunded,23.63,JPY
ORD5786, wallet ,completed,16.11,AUD
,wallet,pending,20.54,CAD
ORD5788,debit_card,completed,10.69,GBP
ORD5789,debit_card,completed,20.06,AUD
ORD5790,wallet,refunded,13.83,INR
ORD5791,bank_transfer,,9.21,CAD
ORD5792,bank_transfer,completed,15.28,CAD
ORD5793,wallet,completed,3.94,EUR
,wallet,completed,2.41,GBP
ORD5795,paypal,completed,2.9,BRL
ORD5796,CREDIT_CARD,COMPLETED,12.15,EUR
ORD5797,credit_card,completed,3.43,GBP
ORD5798,wallet,completed,8.04,CAD
ORD5799,wallet,completed,20.77,EUR
ord5800,debit_card,pending,20.72,AUD
ORD5801,bank_transfer,completed,2.53,USD
ORD5802,bank_transfer,completed,5.8,BRL
,bank_transfer,completed,4.87,INR
ORD5804,paypal,,15.22,CAD
ORD5805,credit_card,completed,1.56,AUD
,credit_card,refunded,9.14,cad
ORD5807,credit_card,completed,13.94,INR
,credit_card,completed,15.44,JPY
ORD5809,debit_card,completed,21.88,CAD
ORD5810,credit_card,completed,11.47,CAD
,bank_transfer,completed,18.01,EUR
ORD5812,wallet,completed,18.72,USD
ORD5813,wallet,completed,17.97,INR
,credit_card,pending,5.1,AUD
ORD5815,credit_card, completed ,20.73,AUD
ORD5816,paypal,completed,14.38,GBP
,paypal,completed,3.42,CAD
ORD5818,bank_transfer,completed,20.31,BRL
ORD5819,credit_card,completed,5.41,
ORD5820,wallet,failed,19.4,BRL
ORD5821,wallet, completed ,23.96,CAD
ORD5822,debit_card,pending,16.52,JPY
ORD5823,debit_card,pending,18.62,JPY
ORD5824,bank_transfer,failed,15.66,CAD
ORD5825,wallet,completed,1.82,AUD
ORD5826,debit_card,completed,7.15,GBP
ORD5827,paypal,completed,21.58,GBP
ORD5828,paypal,completed,11.45,USD
ORD5829,paypal,completed,13.13,CAD
ORD5830,wallet,,21.75,BRL
ORD5831,debit_card,refunded,21.16,GBP
ORD5832,wallet,completed,11.07,CAD
ORD5833,bank_transfer,completed,,AUD
ORD5834,,refunded,15.48,JPY
ord5835,paypal,,19.6,USD
ORD5836,bank_transfer,,11.15,GBP
ORD5837,,completed,3.93,USD
ORD5838,bank_transfer,completed,19.63,JPY
ORD5839,paypal,completed,,EUR
 ord5840 , paypal ,completed,13.38,EUR
ORD5841,paypal,completed,20.24,EUR
ORD5842,bank_transfer,completed,6.71,GBP
ORD5843,credit_card,,24.03,EUR
ORD5844,debit_card,completed,23.77,INR
ORD5845,wallet,completed,1.68,JPY
ORD5846,wallet,completed,6.68,CAD
ORD5847,debit_card,completed,20.91,JPY
,wallet,completed,16.75,INR
ORD5849,debit_card,completed,18.72,CAD
ORD5850,,completed,12.49,INR
ORD5851,bank_transfer,refunded,15.67,CAD
ORD5852,wallet,completed,7.24,JPY
ORD5853,wallet,completed,6.77, JPY 
ORD5854,paypal,pending,5.6,GBP
ORD5855,debit_card,completed,,JPY
ORD5856,wallet,completed,20.68,AUD
ORD5857,,completed,18.04,USD
ORD5858,bank_transfer, completed ,24.15,JPY
ORD5859,debit_card,completed,,GBP
ORD5860,debit_card,completed,4.52,CAD
ORD5861,wallet,refunded,17.52,BRL
ORD5862,,pending,1.39,INR
ORD5863,paypal,pending,12.85,BRL
ORD5864,bank_transfer,completed,13.94,CAD
ORD5865,paypal,PENDING,19.17,EUR
ORD5866,bank_transfer,completed,8.22,BRL
ORD5867,debit_card,pending,14.96,BRL
ORD5868,credit_card,completed,16.87,CAD
ORD5869,bank_transfer,failed,18.07,
ORD5870,debit_card,completed,24.73,INR
 ord5871 ,,completed,1.76,BRL
ORD5872,paypal,completed,3.84,GBP
ORD5873,paypal,,4.97, GBP 
ORD5874,debit_card,completed,20.26,gbp
ORD5875,credit_card,completed,,USD
ORD5876,bank_transfer,completed,15.34,AUD
ORD5877,,completed,2.56,AUD
ORD5878,wallet,refunded,9.16,INR
ORD5879,credit_card,completed,2.5,CAD
ORD5880,bank_transfer,completed,13.8,BRL
,wallet,completed,4.37,USD
ORD5882,wallet,completed,4.28,EUR
ORD5883,debit_card,completed,14.44,AUD
ORD5884,paypal,completed,11.36,USD
ORD5885,wallet,completed,15.38,USD
,paypal,completed,3.54,EUR
ORD5887,debit_card,completed,14.1,EUR
ORD5888,wallet,completed,12.57,CAD
ORD5889,credit_card,refunded,12.09,EUR
ORD5890,wallet,completed,12.51,USD
ORD5891,debit_card,completed,14.22,
ORD5892,bank_transfer,completed,22.1,CAD
ORD5893,credit_card,completed,23.27,BRL
ORD5894,wallet,completed,20.98,JPY
ORD5895,bank_transfer,completed,18.4,USD
ORD5896,debit_card,completed,15.18,INR
ORD5897,bank_transfer,refunded,4.85,EUR
ORD5898,BANK_TRANSFER,completed,20.3,EUR
ORD5899,credit_card,completed,8.44,INR
ORD5900,wallet,completed,7.28,GBP
ORD5901,wallet,completed,9.88,INR
ORD5902,paypal,completed,4.85,USD
ORD5903,paypal,completed,5.99,JPY
ORD5904,paypal,completed,5.54,EUR
ORD5905,paypal,completed,17.94,CAD
ORD5906,,completed,19.69,AUD
ORD5907,paypal,completed,15.51,JPY
ORD5908,wallet,completed,1.26,JPY
ORD5909,credit_card,completed,18.46,CAD
 ord5910 ,paypal,refunded,17.96,EUR
ORD5911,bank_transfer,refunded,3.68,aud
ORD5912,debit_card,completed,,CAD
ORD5913,credit_card, completed ,12.48,INR
ord5914,paypal,completed,11.2,BRL
ORD5915,paypal,completed,9.67,INR
ORD5916,wallet,completed,5.74,EUR
ORD5917,credit_card, completed ,19.25,EUR
ORD5918,debit_card,completed,,AUD
ORD5919,paypal,failed,10.95,EUR
ORD5920, debit_card ,pending,21.93,USD
ORD5921,wallet,completed,12.25,GBP
ORD5922,credit_card,pending,8.6,CAD
ORD5923,bank_transfer,,22.24,GBP
ORD5924,wallet,completed,3.9,GBP
 ord5925 ,credit_card,completed,12.09,EUR
,wallet,pending,8.7,EUR
ORD5927,bank_transfer,completed,9.23,AUD
ORD5928,,completed,5.33,inr
ORD5929,paypal,completed,15.32,
ORD5930,paypal,,,USD
ORD5931,debit_card,completed,10.22,BRL
ORD5932,credit_card,completed,16.26,BRL
ORD5933,debit_card,completed,22.12,
ORD5934,credit_card,completed,,INR
ORD5935,credit_card,completed,21.42,AUD
ORD5936,paypal,pending,8.69,JPY
ORD5937,wallet,refunded,2.93,USD
ORD5938,debit_card,completed,4.68,USD
ORD5939,bank_transfer,completed,0.61,CAD
ORD5940,credit_card,completed,24.73,INR
ORD5941,credit_card,completed,15.08,USD
ORD5942,debit_card,completed,13.49,EUR
ORD5943,wallet,completed,4.88,JPY
ORD5944,paypal,completed,12.44,
ORD5945,wallet,,12.02,JPY
ORD5946,credit_card,completed,7.16,GBP
ORD5947,wallet,completed,1.52,GBP
ORD5948,wallet,pending,13.17,CAD
ORD5949,wallet,completed,3.39,EUR
ORD5950,wallet,completed,24.51,
 ord5951 ,debit_card,refunded,15.09,AUD
,paypal,completed,18.88,GBP
ORD5953,bank_transfer,completed,10.42,JPY
,debit_card,completed,23.34,EUR
ORD5955,debit_card,completed,20.17,JPY
ORD5956,bank_transfer,completed,1.24,BRL
ORD5957,credit_card,completed,1.75,INR
ORD5958,debit_card,completed,21.11,BRL
 ORD5959 ,credit_card,completed,13.21,INR
ORD5960,bank_transfer,completed,,JPY
ORD5961,debit_card,,24.6,EUR
ORD5962,bank_transfer,pending,4.21,JPY
ORD5963,paypal,completed,7.62,EUR
ORD5964,paypal,failed,20.46,GBP
ORD5965,bank_transfer,completed,7.16,AUD
ORD5966,debit_card,failed,18.38,BRL
ORD5967,bank_transfer,completed,,USD
ORD5968, wallet ,completed,13.72,jpy
ORD5969,debit_card,completed,8.45,EUR
,CREDIT_CARD,completed,13.87,JPY
ORD5971,wallet,completed,15.19,USD
ORD5972,debit_card,completed,11.2,GBP
ORD5973,bank_transfer,refunded,23.21,AUD
,bank_transfer,completed,16.36,GBP
ORD5975,debit_card,completed,23.25,CAD
ORD5976, debit_card ,completed,24.06,EUR
ORD5977,bank_transfer,completed,18.05,JPY
ORD5978,bank_transfer,completed,5.08,EUR
ORD5979,debit_card,completed,4.0,USD
ORD5980,credit_card,completed,14.09,GBP
ORD5981,bank_transfer,refunded,7.67,BRL
ORD5982,credit_card,refunded,,BRL
ORD5983,,completed,14.61,BRL
ord5984,credit_card,completed,11.92,
,paypal,completed,22.29,EUR
ORD5986,credit_card,completed,5.71,USD
ORD5987,wallet,failed,6.54, BRL 
,bank_transfer,completed,14.13,brl
ORD5989,wallet,completed,11.57,JPY
,credit_card,completed,16.38,JPY
ORD5991,debit_card,completed,6.32,AUD
ORD5992,credit_card,failed,15.6,JPY
ORD5993,,completed,4.1,AUD
ord5994,wallet,completed,13.99,GBP
ORD5995,bank_transfer,completed,17.34,USD
ORD5996,credit_card,completed,4.3,INR
,bank_transfer,completed,15.88,JPY
ORD5998,wallet,failed,23.92,INR
ORD5999,wallet,refunded,8.78,USD
ORD6000,credit_card,pending,15.34,INR
ORD6001,paypal,,0.88,GBP
,credit_card,refunded,10.96,GBP
ORD6003,wallet,completed,3.59,AUD
ORD6004,wallet,completed,14.31,BRL
ORD6005,,completed,13.64,AUD
ORD6006,credit_card,pending,11.75,
 ord6007 ,paypal,completed,24.61,GBP
ORD6008,wallet,completed,12.92, cad 
ORD6009,bank_transfer,failed,17.93,GBP
ORD6010,wallet,completed,11.26,GBP
ORD6011,PAYPAL,completed,,CAD
ORD6012,bank_transfer,completed,22.68,CAD
ORD6013,bank_transfer,completed,21.6,INR
ORD6014,debit_card,completed,5.37,USD
ORD6015,paypal,completed,13.02,INR
ORD6016,paypal,completed,5.51,CAD
ORD6017,paypal,completed,1.76,EUR
ORD6018,debit_card,completed,7.94,USD
ORD6019,debit_card,pending,10.82,AUD
ORD6020,credit_card,completed,22.89,GBP
ORD6021,paypal,refunded,7.69,GBP
ORD6022,bank_transfer,completed,5.74,JPY
ORD6023,debit_card,completed,20.53,AUD
ORD6024,bank_transfer,pending,10.21,EUR
ORD6025,credit_card,completed,14.96,EUR
ORD6026,credit_card,,8.97,INR
ORD6027,debit_card,completed,15.94,CAD
ORD6028,debit_card,completed,8.44,CAD
ORD6029,credit_card, completed ,4.3,BRL
ORD6030,wallet,refunded,5.57,INR
ORD6031,debit_card,completed,3.5,USD
ORD6032,wallet,completed,16.36,BRL
ORD6033,credit_card,completed,7.78,
ORD6034,wallet,completed,22.7,USD
ORD6035,bank_transfer,completed,4.92,CAD
ORD6036,credit_card,completed,23.22,EUR
ORD6037,wallet,pending,13.25,AUD
ORD6038,wallet,completed,7.19,AUD
 ord6039 ,debit_card,completed,,CAD
ORD6040,paypal,completed,15.27,EUR
ORD6041,bank_transfer,completed,22.1,BRL
ORD6042,paypal,completed,11.73,
ORD6043,wallet,pending,5.28,GBP
ORD6044,paypal,completed,2.99,USD
,wallet,pending,0.66,USD
 ORD6046 ,paypal,completed,23.5,USD
ORD6047,debit_card,completed,0.5,INR
,credit_card,completed,14.66,INR
ORD6049,paypal,completed,10.52,GBP
ORD6050,,pending,9.84,CAD
ORD6051,bank_transfer,pending,3.62,CAD
ORD6052,wallet,completed,7.68,EUR
 ord6053 ,debit_card,refunded,6.68,CAD
ORD6054,debit_card,failed,4.18,INR
ORD6055,paypal,completed,5.97,GBP
ORD6056,credit_card,completed,9.21,BRL
ORD6057,credit_card,completed,3.66,AUD
ORD6058,bank_transfer,,11.43,CAD
ORD6059,debit_card,refunded,9.4,USD
ORD6060,bank_transfer,completed,1.51,JPY
ORD6061,wallet,completed,13.26,BRL
ORD6062,bank_transfer,,21.64, INR 
ORD6063,credit_card,completed,6.65,GBP
ORD6064,credit_card,completed,19.69,INR
ORD6065,credit_card,,20.67,CAD
ORD6066,WALLET,,10.95,CAD
ORD6067,wallet,COMPLETED,6.67,USD
ORD6068,wallet,pending,12.1,JPY
,,completed,5.72,GBP
ORD6070,bank_transfer,failed,24.43,EUR
ORD6071,wallet,completed,11.19,
ORD6072,paypal,completed,4.85,CAD
ORD6073,credit_card,completed,16.62,JPY
,wallet,refunded,7.34,CAD
ORD6075,wallet,completed,6.39,CAD
ORD6076,wallet,completed,13.63,BRL
ORD6077,bank_transfer,completed,19.96,INR
ORD6078,debit_card,completed,6.32,BRL
ORD6079,paypal,completed,21.22,USD
,,completed,16.69,BRL
ORD6081,bank_transfer,completed,3.08,
ORD6082,credit_card,completed,16.21,AUD
ORD6083,credit_card,completed,22.35,BRL
ORD6084,debit_card,completed,20.9,AUD
ORD6085,debit_card,completed,18.12,BRL
,debit_card,completed,9.23,USD
ORD6087,credit_card,completed,14.58,EUR
ORD6088,credit_card,,13.77,EUR
ORD6089,wallet,completed,,
ORD6090, bank_transfer ,completed,3.53,USD
ORD6091,credit_card,completed,18.32,BRL
ORD6092,debit_card,completed,7.27,
ORD6093,paypal,completed,1.23,USD
ORD6094,bank_transfer,completed,2.82,CAD
ORD6095,debit_card,,21.37,GBP
ORD6096,credit_card,completed,22.86,EUR
ORD6097,debit_card,refunded,16.75,BRL
ORD6098,credit_card,refunded,3.75,EUR
ORD6099,,completed,16.41,INR
ORD6100,wallet,completed,1.5,AUD
ORD6101,CREDIT_CARD,pending,13.95,INR
,paypal,pending,4.53,
ORD6103,wallet,pending,1.64,EUR
ORD6104,wallet,refunded,21.13,BRL
ORD6105,paypal,completed,12.4,JPY
ORD6106,debit_card,completed,23.9,JPY
ORD6107,wallet,completed,19.92,BRL
ORD6108,wallet,completed,3.81,INR
ORD6109, credit_card ,completed,19.36,AUD
ORD6110,paypal,completed,14.49,BRL
ORD6111,debit_card,completed,14.14,INR
ORD6112,paypal,completed,20.21,USD
ORD6113,bank_transfer,refunded,8.57,CAD
,credit_card,completed,11.18,INR
ORD6115,bank_transfer,completed,2.73,JPY
,paypal,completed,19.46,INR
ORD6117,credit_card,completed,6.57,EUR
ORD6118,paypal,,,AUD
ORD6119,credit_card,completed,12.38,GBP
ORD6120,credit_card,completed,10.09,JPY
ORD6121,wallet,completed,15.54,INR
ORD6122,debit_card,pending,14.48,JPY
ORD6123,credit_card,,,EUR
ORD6124,wallet,refunded,19.61,CAD
ORD6125,credit_card,completed,16.64,BRL
,bank_transfer,completed,17.75,EUR
,debit_card,refunded,11.89,GBP
ORD6128,paypal,completed,22.06,USD
ORD6129,bank_transfer,completed,23.81,INR
,paypal,failed,4.23,GBP
ORD6131,debit_card,completed,21.06,AUD
ORD6132,wallet,refunded,0.96,USD
ORD6133,credit_card, completed ,,AUD
ORD6134,,completed,15.67,BRL
ORD6135,credit_card,completed,24.05,CAD
ORD6136,paypal,pending,15.69,BRL
ORD6137,paypal,completed,,EUR
ORD6138,wallet,completed,15.48,JPY
ORD6139,debit_card,completed,15.86,USD
ORD6140, bank_transfer ,completed,11.25,AUD
,credit_card,pending,10.93,JPY
ORD6142,bank_transfer,completed,22.61,USD
ORD6143,debit_card,completed,2.12,USD
ORD6144,debit_card,completed,7.51,BRL
ORD6145,wallet,completed,5.24,GBP
ORD6146,paypal,completed,17.62,
ORD6147,credit_card,completed,3.67,USD
ORD6148,paypal,completed,2.89,AUD
ORD6149,paypal,completed,17.47,CAD
ORD6150,wallet,,1.66,EUR
ORD6151,paypal, completed ,7.26,GBP
ORD6152,debit_card,completed,16.3,AUD
ORD6153,credit_card,completed,3.79,CAD
ORD6154,paypal,completed,21.87,JPY
ORD6155,bank_transfer,completed,19.93,GBP
ORD6156,credit_card,completed,1.2,GBP
ORD6157,debit_card,completed,1.0,EUR
ORD6158,wallet,failed,,EUR
ORD6159,wallet,pending,19.09,EUR
ORD6160,wallet,pending,24.85,CAD
ORD6161,paypal,completed,14.75,GBP
ORD6162,,completed,20.54,JPY
 ORD6163 ,,pending,8.69,
ORD6164, paypal ,refunded,7.16,EUR
ORD6165,bank_transfer,completed,16.74,CAD
ORD6166, wallet ,completed,,INR
ORD6167,paypal,completed,2.97,CAD
ORD6168,wallet,completed,12.86,BRL
ORD6169,debit_card,COMPLETED,4.42,USD
ORD6170,paypal,completed,6.61,
ORD6171,debit_card,completed,14.43,CAD
ORD6172,debit_card,,4.65,JPY
ORD6173,paypal,completed,11.69,JPY
ORD6174,wallet,,1.69,JPY
ORD6175,debit_card,failed,4.58,CAD
ORD6176,credit_card,completed,18.13,JPY
ORD6177,bank_transfer,completed,12.82,JPY
 ord6178 ,bank_transfer,completed,5.4,JPY
ORD6179,credit_card,completed,12.99,BRL
ORD6180,,,2.57,AUD
ORD6181,debit_card,refunded,22.29,USD
ORD6182,paypal,COMPLETED,3.36,EUR
ORD6183,debit_card,completed,15.78,AUD
ORD6184,credit_card,COMPLETED,23.3,EUR
ORD6185,paypal,completed,4.14,USD
ORD6186,wallet,completed,15.01,USD
,paypal,completed,1.81,GBP
ORD6188,,completed,,GBP
ORD6189,bank_transfer,completed,16.39,BRL
ORD6190,bank_transfer,completed,24.8,EUR
ORD6191,bank_transfer,completed,22.05,BRL
ORD6192,credit_card,completed,13.23,USD
ORD6193,wallet,completed,1.93,AUD
ORD6194,bank_transfer,pending,8.36,EUR
ORD6195,paypal,completed,24.1,JPY
ORD6196,paypal,completed,19.98,EUR
ORD6197,,pending,6.91,JPY
ORD6198,wallet,completed,22.98,EUR
ORD6199,paypal,completed,6.01,GBP
ORD6200,bank_transfer,completed,11.2,GBP
ORD6201,credit_card,completed,5.52,CAD
ORD6202,debit_card,pending,14.02,GBP
ORD6203,bank_transfer,completed,12.89,
ORD6204,credit_card,completed,6.84,CAD
ORD6205,paypal,completed,11.39,
ORD6206,wallet,completed,11.35, usd 
ORD6207,paypal,completed,21.71,GBP
ORD6208,paypal,completed,24.13,USD
ORD6209,credit_card,completed,11.48,eur
ORD6210,wallet,completed,,EUR
ORD6211,debit_card, refunded ,5.43,USD
ORD6212,wallet,completed,20.1,BRL
ORD6213,,completed,21.23,INR
ORD6214,wallet,completed,2.62,AUD
ORD6215,debit_card, completed ,18.84,JPY
ORD6216,credit_card,completed,7.47,CAD
 ORD6217 ,bank_transfer,completed,1.78,INR
ORD6218,credit_card,completed,1.24,AUD
ORD6219,wallet,completed,15.81,AUD
ORD6220,paypal,completed,17.71,
ORD6221,credit_card,completed,9.14,USD
ORD6222,paypal,refunded,,INR
ORD6223,paypal,completed,12.05,brl
ord6224,,completed,,USD
,wallet,completed,4.59,GBP
ORD6226,credit_card,completed,16.21,USD
ORD6227,debit_card,pending,3.0,
ORD6228,debit_card,completed,17.06,CAD
ORD6229,credit_card,completed,8.88,INR
ORD6230,bank_transfer,completed,7.79,BRL
ORD6231,paypal,pending,23.19,JPY
ORD6232,credit_card,completed,7.44,AUD
ORD6233,paypal,completed,13.55,INR
ORD6234,bank_transfer,completed,9.0,AUD
ORD6235,debit_card,completed,,CAD
ORD6236,wallet,completed,1.51,BRL
ORD6237,wallet,pending,14.01,JPY
ORD6238,credit_card,completed,2.87,BRL
ORD6239,,pending,16.38,GBP
ORD6240,credit_card,completed,23.01,USD
ORD6241,paypal,completed,17.96,CAD
ORD6242,credit_card,completed,9.85,BRL
ORD6243,paypal,completed,20.62,GBP
ORD6244,paypal,completed,14.97,AUD
ORD6245,bank_transfer,completed,24.96,CAD
ORD6246,wallet,,,AUD
ORD6247,paypal,completed,10.58,GBP
ORD6248,credit_card,completed,10.7,INR
ORD6249,bank_transfer,completed,16.93,AUD
ORD6250,credit_card,refunded,6.87,AUD
ORD6251,wallet,pending,7.72,INR
,debit_card,completed,7.23,JPY
ORD6253,paypal,completed,,USD
ORD6254,credit_card,completed,22.59,BRL
ORD6255, wallet ,completed,17.54,EUR
ORD6256,credit_card,completed,5.89,CAD
ORD6257,,completed,24.35,EUR
ORD6258,wallet,completed,10.01,USD
ORD6259,credit_card,completed,12.31,EUR
ORD6260,paypal,completed,8.04,EUR
ORD6261,paypal,completed,,USD
ORD6262,credit_card,completed,17.53,JPY
ORD6263,paypal,completed,,EUR
ORD6264,paypal,completed,,EUR
ORD6265,credit_card,completed,5.6,CAD
 ord6266 ,credit_card,pending,22.04,AUD
 ORD6267 ,bank_transfer,completed,14.96,JPY
ORD6268,debit_card,completed,2.58,CAD
ORD6269,debit_card,completed,,BRL
ORD6270,wallet,refunded,20.99,CAD
ORD6271,credit_card,completed,21.18,BRL
ORD6272, paypal ,completed,24.09,INR
ORD6273,credit_card,completed,0.62,GBP
ORD6274,credit_card,completed,5.52,USD
ORD6275,paypal,completed,17.29,JPY
,bank_transfer,,4.91,INR
,wallet,completed,2.56,EUR
ORD6278,credit_card,completed,7.47,USD
ORD6279,wallet,completed,7.88,AUD
ORD6280,paypal,refunded,19.33,INR
ORD6281,debit_card,completed,3.03,
ORD6282,paypal,completed,1.49,BRL
ORD6283,bank_transfer,failed,24.18,EUR
ORD6284,wallet,completed,20.16,BRL
ORD6285,BANK_TRANSFER,completed,17.69,INR
ORD6286,debit_card,completed,16.06,CAD
ORD6287,bank_transfer,completed,7.9,CAD
ORD6288,credit_card,pending,,EUR
ORD6289,wallet,refunded,13.09,GBP
ORD6290,debit_card,completed,18.22,USD
ORD6291,bank_transfer,completed,19.69,GBP
ORD6292,wallet,completed,23.24,BRL
ORD6293,paypal,completed,19.48,
ORD6294,wallet,,,BRL
ORD6295,wallet,pending,14.48,INR
ORD6296,wallet,completed,23.23,INR
ORD6297,credit_card,completed,17.51,AUD
ORD6298,bank_transfer,completed,,CAD
ORD6299,debit_card,pending,23.14,GBP
ORD6300,,refunded,10.16,AUD
ORD6301,debit_card,failed,13.65,BRL
ORD6302,paypal,completed,9.74,INR
ORD6303,paypal,pending,18.88,
ORD6304,debit_card,completed,5.9,AUD
ORD6305,debit_card,,2.1,GBP
ORD6306,bank_transfer,refunded,10.6,JPY
ORD6307,credit_card,completed,1.29,USD
ORD6308,credit_card,completed,7.78,INR
ORD6309,,completed,16.57,AUD
ORD6310,bank_transfer,pending,2.52,AUD
ORD6311,debit_card,completed,23.31,JPY
ORD6312,bank_transfer,completed,1.29,GBP
,bank_transfer,completed,10.69,CAD
ORD6314,bank_transfer,completed,1.37,CAD
ORD6315,,pending,14.79,CAD
ORD6316,bank_transfer,completed,3.76,AUD
ORD6317,debit_card,completed,18.95,INR
ORD6318,paypal, completed ,20.2,USD
ORD6319,bank_transfer,completed,11.42,BRL
ORD6320,,pending,4.75,USD
ORD6321,credit_card,completed,20.58,GBP
ORD6322,wallet,completed,0.88,
ORD6323,paypal,completed,1.14,CAD
ORD6324,debit_card,pending,12.22,CAD
ORD6325,WALLET,completed,10.05,JPY
ORD6326,bank_transfer,,13.38, JPY 
ORD6327,credit_card,pending,1.6,BRL
ORD6328,credit_card,completed,,BRL
ORD6329,bank_transfer,pending,6.8,CAD
ORD6330,paypal,completed,8.26,CAD
ORD6331,,,6.81,BRL
ORD6332,wallet,completed,7.96,EUR
ORD6333,wallet,completed,8.95,CAD
ORD6334,,pending,15.27,
ORD6335, debit_card ,completed,22.49,GBP
